"__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2","2.4885496183206106","0.014910594428616572","0.401840490797546","0.5842105263157895","20","5","false","Nop2","17.0","0","20","0","0.9645583424209379","false","0","Nop2","2508","0.2537313432835821"
"2","3.9618320610687023","0.015267175572519083","0.2524084778420039","0.0","2","7","false","Kazn","2.0","0","2","0","0.9294801890221737","false","0","Kazn","870","0.5"
"2","2.1068702290076335","0.04732886727006639","0.4746376811594203","0.5597147950089126","34","5","false","Hnrnpm","22.941176470588236","0","34","0","0.9736459469283897","false","0","Hnrnpm","6116","0.25743555849306016"
"2","4.9541984732824424","0.0","0.20184899845916796","0.0","1","8","false","Arhgap5","2.0","0","1","0","0.9058524173027989","false","0","Arhgap5","0","0.0"
"2","2.404580152671756","0.03861226135470532","0.41587301587301584","0.6323529411764706","17","5","false","Utp6","18.058823529411764","0","17","0","0.9665576154125772","false","0","Utp6","4984","0.24324324324324326"
"2","2.267175572519084","0.03697731430137956","0.44107744107744107","0.2875816993464052","18","5","false","Eif4a1","15.777777777777779","0","18","0","0.9698291530352598","false","0","Eif4a1","4910","0.1834625322997416"
"2","3.8396946564885495","0.0","0.26043737574552683","0.0","1","6","false","Pawr","5.0","0","1","0","0.9323882224645584","false","0","Pawr","0","0.0"
"2","2.2748091603053435","0.00984267658739454","0.4395973154362416","0.6597701149425287","30","5","false","Srsf7","23.833333333333332","0","30","0","0.9696474009451108","false","0","Srsf7","1910","0.30952380952380953"
"2","2.4198473282442747","0.05333942371809279","0.4132492113564669","0.39692307692307693","26","5","false","Pwp2","13.961538461538462","0","26","0","0.9661941112322792","false","0","Pwp2","7824","0.20531674208144796"
"2","2.2213740458015265","0.0056338191597927285","0.45017182130584193","0.7486772486772487","28","5","false","Hnrnpl","25.571428571428573","0","28","0","0.9709196655761542","false","0","Hnrnpl","1508","0.3080895008605852"
"2","2.9160305343511452","0.0011568900420386911","0.34293193717277487","0.7619047619047619","15","6","false","Kri1","17.0","0","15","0","0.9543802253725918","false","0","Kri1","174","0.4358974358974359"
"2","2.0916030534351147","0.04402556985382932","0.47810218978102187","0.5047619047619047","36","5","false","Srsf1","21.77777777777778","0","36","0","0.9740094511086878","false","0","Srsf1","6316","0.23931623931623933"
"2","3.3969465648854964","0.0","0.2943820224719101","0.0","1","6","false","Twf1","17.0","0","1","0","0.9429298436932024","false","0","Twf1","0","0.0"
"2","2.8625954198473282","0.0011360020657448318","0.34933333333333333","0.3333333333333333","3","5","false","Ubtf","15.666666666666666","0","3","0","0.955652490003635","false","0","Ubtf","226","0.4144144144144144"
"2","2.900763358778626","0.04533176746917205","0.3447368421052632","0.7051282051282052","13","6","false","Dhx32","17.0","0","13","0","0.9547437295528899","false","0","Dhx32","6520","0.42115384615384616"
"2","2.366412213740458","0.004614121627895947","0.4225806451612903","0.9090909090909091","23","5","false","Rbmx","27.47826086956522","0","23","0","0.9674663758633224","false","0","Rbmx","444","0.37132784958871917"
"2","3.0763358778625953","0.0","0.3250620347394541","0.0","1","5","false","Ythdf1","30.0","0","1","0","0.950563431479462","false","0","Ythdf1","0","0.0"
"2","2.6717557251908395","0.030606669968819944","0.37428571428571433","0.3","5","5","false","Ddx1","17.6","0","5","0","0.9601962922573609","false","0","Ddx1","2256","0.30526315789473685"
"2","2.6717557251908395","0.014019803236760577","0.37428571428571433","0.4175824175824176","14","5","false","Eif3c","15.428571428571429","0","14","0","0.9601962922573609","false","0","Eif3c","2194","0.2805194805194805"
"2","2.183206106870229","0.04558335177210715","0.4580419580419581","0.6428571428571429","28","5","false","Rnps1","24.321428571428573","0","28","0","0.9718284260268992","false","0","Rnps1","4644","0.275974025974026"
"2","2.5114503816793894","0.015621048944801923","0.39817629179331304","0.5555555555555556","19","6","false","Nmd3","16.263157894736842","0","19","0","0.9640130861504908","false","0","Nmd3","2020","0.24561403508771928"
"2","2.984732824427481","0.030299471520845566","0.3350383631713555","0.3333333333333333","3","6","false","Pkp3","13.333333333333334","0","3","0","0.9527444565612504","false","0","Pkp3","1736","0.3611111111111111"
"2","2.8396946564885495","2.3277323775166455E-4","0.3521505376344086","0.8666666666666667","6","6","false","Esrp2","24.333333333333332","0","6","0","0.9561977462740823","false","0","Esrp2","30","0.5177304964539007"
"2","2.49618320610687","0.012035681444067163","0.40061162079510704","0.5","12","5","false","Gar1","18.5","0","12","0","0.9643765903307888","false","0","Gar1","1900","0.2696078431372549"
"2","2.8396946564885495","3.914034373776301E-4","0.3521505376344086","0.3333333333333333","3","6","false","Dnajc2","17.333333333333332","0","3","0","0.9561977462740823","false","0","Dnajc2","60","0.3953488372093023"
"2","3.2442748091603053","0.006069338495865062","0.30823529411764705","0.1","5","6","false","Eif2a","6.8","0","5","0","0.9465648854961832","false","0","Eif2a","822","0.25833333333333336"
"2","2.8473282442748094","0.030299471520845566","0.35120643431635384","0.6666666666666666","6","6","false","Esrp1","20.833333333333332","0","6","0","0.9560159941839332","false","0","Esrp1","2752","0.45925925925925926"
"2","2.3969465648854964","0.02592574318001481","0.4171974522292993","0.4624505928853755","23","6","false","Nifk","15.521739130434783","0","23","0","0.9667393675027263","false","0","Nifk","3682","0.20695652173913043"
"2","2.198473282442748","0.026433679168099987","0.4548611111111111","0.6008064516129032","32","5","false","Hnrnpf","23.25","0","32","0","0.9714649218466013","false","0","Hnrnpf","3968","0.2767857142857143"
"2","2.8702290076335877","0.0","0.3484042553191489","0.0","1","5","false","Larp4b","42.0","0","1","0","0.9554707379134859","false","0","Larp4b","0","0.0"
"2","4.816793893129771","0.0","0.2076069730586371","0.0","1","8","false","Cldn6","2.0","0","1","0","0.9091239549254817","false","0","Cldn6","0","0.0"
"2","2.648854961832061","0.011015263576852877","0.377521613832853","0.631578947368421","19","6","false","Pwp1","16.210526315789473","0","19","0","0.9607415485278081","false","0","Pwp1","1546","0.279491833030853"
"2","3.8244274809160306","0.015267175572519083","0.2614770459081836","0.0","2","7","false","Cldn3","3.5","0","2","0","0.9327517266448565","false","0","Cldn3","1378","0.5"
"2","2.2977099236641223","0.004543013070338577","0.4352159468438538","0.8","26","5","false","Hnrnph2","26.115384615384617","0","26","0","0.9691021446746637","false","0","Hnrnph2","1002","0.3348126232741617"
"2","2.2977099236641223","0.03947502151614367","0.4352159468438538","0.5906432748538012","19","5","false","Ddx24","17.789473684210527","0","19","0","0.9691021446746637","false","0","Ddx24","5090","0.2111528822055138"
"2","2.3893129770992365","0.001297171755514032","0.4185303514376997","0.7912087912087912","14","5","false","Ilf3","28.428571428571427","0","14","0","0.9669211195928753","false","0","Ilf3","384","0.3692022263450835"
"2","2.2442748091603053","0.03428615014789148","0.445578231292517","0.594758064516129","32","5","false","Hnrnph1","22.71875","0","32","0","0.9703744093057071","false","0","Hnrnph1","4072","0.29464285714285715"
"2","3.236641221374046","0.0","0.3089622641509434","0.0","1","6","false","Pnisr","32.0","0","1","0","0.9467466375863323","false","0","Pnisr","0","0.0"
"2","2.3740458015267176","3.52319436288902E-5","0.4212218649517685","0.9913419913419913","22","5","false","Dnajc8","28.681818181818183","0","22","0","0.9672846237731734","false","0","Dnajc8","12","0.38759213759213756"
"2","2.435114503816794","0.01136540743729878","0.4106583072100313","0.6857142857142857","15","5","false","Matr3","26.066666666666666","0","15","0","0.9658306070519812","false","0","Matr3","1322","0.37142857142857144"
"2","3.404580152671756","0.0","0.2937219730941704","1.0","2","6","false","Nol9","19.0","0","2","0","0.9427480916030534","false","0","Nol9","0","0.7307692307692307"
"2","2.3740458015267176","0.016418317465525214","0.4212218649517685","0.849802371541502","23","5","false","Cpsf4","26.695652173913043","0","23","0","0.9672846237731734","false","0","Cpsf4","1552","0.37016908212560384"
"2","3.0076335877862594","4.1193448774029946E-4","0.33248730964467005","0.7857142857142857","8","6","false","Naf1","17.125","0","8","0","0.9521992002908034","false","0","Naf1","74","0.4756944444444444"
"2","4.641221374045801","0.0","0.2154605263157895","0.0","1","7","false","Ppp1r7","2.0","0","1","0","0.9133042529989096","false","0","Ppp1r7","0","0.0"
"2","3.648854961832061","0.015267175572519083","0.27405857740585776","0.0","2","6","false","Ppp1r8","3.0","0","2","0","0.9369320247182843","false","0","Ppp1r8","1106","0.5"
"2","2.3587786259541983","0.007670995347808145","0.42394822006472493","0.8478260869565217","24","5","false","Srrm1","26.583333333333332","0","24","0","0.9676481279534714","false","0","Srrm1","778","0.3635844748858447"
"2","2.3740458015267176","3.52319436288902E-5","0.4212218649517685","0.9913419913419913","22","5","false","Bcas2","28.681818181818183","0","22","0","0.9672846237731734","false","0","Bcas2","12","0.38759213759213756"
"2","3.2977099236641223","4.094082338357148E-4","0.3032407407407407","0.3333333333333333","3","6","false","Srp54a","8.333333333333334","0","3","0","0.94529262086514","false","0","Srp54a","34","0.5"
"2","2.4580152671755724","0.005813676763038135","0.406832298136646","0.4444444444444444","10","5","false","Pcbp2","23.4","0","10","0","0.9652853507815339","false","0","Pcbp2","1354","0.3162162162162162"
"2","2.6030534351145036","0.005459639919810864","0.38416422287390034","0.35714285714285715","8","5","false","Paip1","13.875","0","8","0","0.9618320610687023","false","0","Paip1","548","0.2309322033898305"
"2","2.8091603053435112","2.7574549154114636E-4","0.35597826086956524","0.0","2","5","false","Csde1","25.0","0","2","0","0.9569247546346783","false","0","Csde1","30","0.5333333333333333"
"2","3.2977099236641223","0.0","0.3032407407407407","1.0","2","6","false","Wdr6","22.5","0","2","0","0.94529262086514","false","0","Wdr6","0","0.8333333333333334"
"2","3.6412213740458017","0.0","0.2746331236897275","0.0","1","6","false","Mycl","7.0","0","1","0","0.9371137768084333","false","0","Mycl","0","0.0"
"2","3.282442748091603","0.0","0.3046511627906977","0.0","1","6","false","Ecd","26.0","0","1","0","0.945656125045438","false","0","Ecd","0","0.0"
"2","4.870229007633588","0.0","0.20532915360501566","0.0","1","8","false","Ebag9","2.0","0","1","0","0.9078516902944384","false","0","Ebag9","0","0.0"
"2","2.931297709923664","0.002149479019708027","0.3411458333333333","0.6","5","5","false","Pan2","14.0","0","5","0","0.9540167211922937","false","0","Pan2","196","0.3942857142857143"
"2","2.450381679389313","0.012601268910790407","0.40809968847352024","0.28888888888888886","10","5","false","Npm1","17.8","0","10","0","0.9654671028716831","false","0","Npm1","1426","0.24383561643835616"
"2","3.648854961832061","5.417399159991929E-4","0.27405857740585776","0.0","2","7","false","Eif2b1","10.0","0","2","0","0.9369320247182843","false","0","Eif2b1","42","0.5"
"2","3.877862595419847","0.015267175572519083","0.2578740157480315","0.0","2","7","false","Nudcd1","7.0","0","2","0","0.9314794620138132","false","0","Nudcd1","2176","0.5"
"2","2.6717557251908395","0.004916697728052346","0.37428571428571433","0.6666666666666666","18","6","false","Grwd1","17.11111111111111","0","18","0","0.9601962922573609","false","0","Grwd1","942","0.3111111111111111"
"2","2.5114503816793894","0.008308512315366213","0.39817629179331304","0.4","6","5","false","Psme3","22.833333333333332","0","6","0","0.9640130861504908","false","0","Psme3","1284","0.3127853881278539"
