"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1263","3","3.40310078","0.0","0.29384966","0.0","1","6","false","Plekho2","5.0","1","0","0","0.5994832","false","0","Plekho2","0","0.0"
"497","3","3.58914729","0.01550388","0.27861771","0.0","2","5","false","Fkbp2","4.0","2","0","0","0.56847545","false","0","Fkbp2","910","0.5"
"527","3","2.00775194","0.04933235","0.4980695","0.33666667","25","4","false","Ctss","18.84","25","0","0","0.83204134","false","0","Ctss","5838","0.17942857"
"1553","3","3.07751938","8.7032E-4","0.32493703","0.33333333","3","5","false","Fgl2","9.0","3","0","0","0.65374677","false","0","Fgl2","42","0.41269841"
"786","3","2.13178295","0.04019591","0.46909091","0.32163743","19","4","false","Spi1","16.89473684","19","0","0","0.81136951","false","0","Spi1","3390","0.17973124"
"789","3","2.20930233","0.00651777","0.45263158","0.47619048","15","4","false","Ly86","20.86666667","15","0","0","0.79844961","false","0","Ly86","990","0.22930403"
"791","3","2.40310078","0.00840232","0.41612903","0.38461538","13","5","false","Ms4a6d","17.07692308","13","0","0","0.76614987","false","0","Ms4a6d","944","0.23717949"
"1047","3","2.27131783","0.03411701","0.44027304","0.27777778","9","4","false","Sdc1","19.66666667","9","0","0","0.7881137","false","0","Sdc1","2626","0.22348485"
"285","3","2.44186047","0.01550388","0.40952381","0.875","16","4","false","Tmbim1","22.375","16","0","0","0.75968992","false","0","Tmbim1","1700","0.34326923"
"1055","3","2.75968992","0.0","0.36235955","1.0","6","4","false","Cpm","17.5","6","0","0","0.70671835","false","0","Cpm","0","0.37234043"
"1057","3","2.75968992","0.0","0.36235955","1.0","6","4","false","Prss41","17.5","6","0","0","0.70671835","false","0","Prss41","0","0.37234043"
"546","3","2.27906977","0.00682859","0.43877551","0.58181818","11","4","false","Hmox1","21.90909091","11","0","0","0.78682171","false","0","Hmox1","1062","0.24896694"
"291","3","2.4496124","0.0","0.40822785","1.0","15","4","false","mCG_19844","23.86666667","15","0","0","0.75839793","false","0","mCG_19844","0","0.36161616"
"1061","3","2.75968992","0.0","0.36235955","1.0","6","4","false","Plet1","17.5","6","0","0","0.70671835","false","0","Plet1","0","0.37234043"
"295","3","3.31782946","0.0","0.30140187","0.0","1","5","false","Plscr3","20.0","1","0","0","0.61369509","false","0","Plscr3","0","0.0"
"1063","3","2.75968992","0.0","0.36235955","1.0","6","4","false","Psca","17.5","6","0","0","0.70671835","false","0","Psca","0","0.37234043"
"1065","3","2.89147287","0.00584744","0.3458445","0.2","5","5","false","Csf3r","10.2","5","0","0","0.68475452","false","0","Csf3r","632","0.30625"
"1581","3","3.24806202","0.0","0.30787589","1.0","3","5","false","Ext1","5.66666667","3","0","0","0.625323","false","0","Ext1","0","0.62962963"
"301","3","2.42635659","0.01203443","0.41214058","0.875","16","4","false","Stk10","22.5625","16","0","0","0.7622739","false","0","Stk10","1238","0.3358209"
"1070","3","3.37209302","4.3606E-4","0.29655172","0.0","2","6","false","S100a9","6.5","2","0","0","0.60465116","false","0","S100a9","22","0.5"
"1583","3","3.24806202","0.0","0.30787589","1.0","3","5","false","Hs3st1","5.66666667","3","0","0","0.625323","false","0","Hs3st1","0","0.62962963"
"1072","3","3.10077519","0.0","0.3225","1.0","2","5","false","Pfpl","12.0","2","0","0","0.6498708","false","0","Pfpl","0","0.57142857"
"304","3","2.34108527","0.00349468","0.42715232","0.62121212","12","5","false","Anpep","20.66666667","12","0","0","0.77648579","false","0","Anpep","494","0.25833333"
"305","3","2.54263566","0.0158742","0.39329268","0.52380952","7","4","false","Cd33","21.57142857","7","0","0","0.74289406","false","0","Cd33","1844","0.35128806"
"1585","3","2.86821705","0.00486917","0.34864865","0.6","5","4","false","Sdc3","15.6","5","0","0","0.68863049","false","0","Sdc3","476","0.41052632"
"1587","3","2.63565891","0.00771813","0.37941176","0.5","5","5","false","Spn","18.4","5","0","0","0.72739018","false","0","Spn","978","0.33703704"
"307","3","2.1627907","0.02310223","0.46236559","0.34057971","24","5","false","Sell","16.875","24","0","0","0.80620155","false","0","Sell","2622","0.18960674"
"309","3","1.96124031","0.05062705","0.50988142","0.34729064","29","4","false","Tlr2","19.03448276","29","0","0","0.83979328","false","0","Tlr2","5788","0.17924528"
"311","3","2.51937984","0.00480013","0.39692308","0.46666667","6","5","false","Cdh5","17.66666667","6","0","0","0.74677003","false","0","Cdh5","580","0.26368159"
"1592","3","2.92248062","0.00153426","0.34217507","0.0","2","5","false","F3","16.5","2","0","0","0.67958656","false","0","F3","128","0.5"
"313","3","2.03100775","0.01522015","0.49236641","0.42857143","22","4","false","Cd14","21.72727273","22","0","0","0.82816537","false","0","Cd14","2506","0.20692641"
"569","3","2.21705426","0.01196439","0.45104895","0.52105263","20","4","false","Cxcl10","19.1","20","0","0","0.79715762","false","0","Cxcl10","2032","0.21954023"
"571","3","2.36434109","0.00503347","0.42295082","0.49090909","11","4","false","Ly6c2","20.45454545","11","0","0","0.77260982","false","0","Ly6c2","740","0.26913876"
"2107","3","3.04651163","0.0","0.32824427","1.0","3","5","false","Il1r2","10.66666667","3","0","0","0.65891473","false","0","Il1r2","0","0.48484848"
"315","3","2.47286822","0.0","0.40438871","1.0","8","5","false","Rab31","23.0","8","0","0","0.75452196","false","0","Rab31","0","0.33823529"
"828","3","2.59689922","1.094E-4","0.38507463","0.0","2","5","false","Cd200","33.0","2","0","0","0.73385013","false","0","Cd200","30","0.55172414"
"2109","3","2.86821705","0.0","0.34864865","1.0","3","5","false","Mmp1b","18.33333333","3","0","0","0.68863049","false","0","Mmp1b","0","0.48245614"
"318","3","2.06976744","0.06764363","0.48314607","0.27536232","24","4","false","Fcgr4","16.875","24","0","0","0.82170543","false","0","Fcgr4","5532","0.17353952"
"320","3","2.29457364","0.01260226","0.43581081","0.36363636","11","4","false","Pecam1","18.81818182","11","0","0","0.78423773","false","0","Pecam1","1494","0.22562979"
"2112","3","2.86821705","0.0","0.34864865","1.0","3","5","false","Mmp1a","18.33333333","3","0","0","0.68863049","false","0","Mmp1a","0","0.48245614"
"1345","3","3.0","0.00202229","0.33333333","0.0","4","5","false","Nr2f2","11.0","4","0","0","0.66666667","false","0","Nr2f2","252","0.34482759"
"322","3","2.20930233","0.01726041","0.45263158","0.50526316","20","5","false","Cxcr2","19.2","20","0","0","0.79844961","false","0","Cxcr2","2430","0.21818182"
"834","3","3.3255814","0.0","0.3006993","0.0","1","6","false","Vsir","14.0","1","0","0","0.6124031","false","0","Vsir","0","0.0"
"324","3","1.7751938","0.1569502","0.56331878","0.20613108","44","4","false","Ptprc","15.70454545","44","0","0","0.87080103","false","0","Ptprc","14500","0.13755981"
"2120","3","3.04651163","0.0","0.32824427","1.0","3","5","false","Il1rap","10.66666667","3","0","0","0.65891473","false","0","Il1rap","0","0.48484848"
"1100","3","2.85271318","0.0","0.35054348","1.0","7","5","false","Neu1","15.28571429","7","0","0","0.69121447","false","0","Neu1","0","0.39194139"
"2893","3","3.43410853","0.0","0.29119639","0.0","1","5","false","Rufy4","16.0","1","0","0","0.59431525","false","0","Rufy4","0","0.0"
"334","3","2.46511628","0.00359727","0.40566038","0.53333333","6","5","false","Fyb","24.0","6","0","0","0.75581395","false","0","Fyb","392","0.33802817"
"79","3","2.34883721","0.01744907","0.42574257","0.79084967","18","4","false","AF251705","22.83333333","18","0","0","0.7751938","false","0","AF251705","1600","0.31202435"
"80","3","1.88372093","0.08164064","0.5308642","0.32051282","40","4","false","Itgb2","18.8","40","0","0","0.85271318","false","0","Itgb2","8410","0.17735849"
"82","3","2.10852713","0.05856652","0.47426471","0.39919355","32","4","false","Psg19","17.28125","32","0","0","0.81524548","false","0","Psg19","5046","0.2005814"
"84","3","2.33333333","5.2898E-4","0.42857143","0.92982456","19","4","false","Mcemp1","23.63157895","19","0","0","0.77777778","false","0","Mcemp1","196","0.31508772"
"2132","3","2.72868217","2.7253E-4","0.36647727","0.5","4","5","false","Sash3","16.0","4","0","0","0.7118863","false","0","Sash3","10","0.34782609"
"86","3","1.91472868","0.05857616","0.52226721","0.42424242","33","4","false","Cybb","21.48484848","33","0","0","0.84754522","false","0","Cybb","7000","0.19893378"
"854","3","3.53488372","0.0","0.28289474","0.0","1","5","false","Ms4a4a","7.0","1","0","0","0.57751938","false","0","Ms4a4a","0","0.0"
"598","3","2.37209302","0.03151055","0.42156863","0.39166667","16","5","false","C3","16.75","16","0","0","0.77131783","false","0","C3","3590","0.2225"
"2903","3","3.54263566","0.0","0.28227571","0.0","1","6","false","Samsn1","7.0","1","0","0","0.57622739","false","0","Samsn1","0","0.0"
"88","3","2.18604651","0.0080971","0.45744681","0.84210526","20","4","false","Plau","23.9","20","0","0","0.80232558","false","0","Plau","1158","0.26853933"
"90","3","2.30232558","0.00746167","0.43434343","0.76666667","21","4","false","Clec4d","22.0","21","0","0","0.78294574","false","0","Clec4d","618","0.29269841"
"602","3","2.48837209","0.00335733","0.40186916","0.62820513","13","5","false","Ccl6","18.46153846","13","0","0","0.75193798","false","0","Ccl6","676","0.27972028"
"2396","3","2.96899225","0.0","0.33681462","0.0","1","5","false","Mtdh","30.0","1","0","0","0.67183463","false","0","Mtdh","0","0.0"
"92","3","2.03875969","0.02283053","0.4904943","0.53968254","28","4","false","Cd53","21.96428571","28","0","0","0.82687339","false","0","Cd53","2982","0.22412536"
"94","3","2.33333333","5.2898E-4","0.42857143","0.92982456","19","4","false","Rap2b","23.63157895","19","0","0","0.77777778","false","0","Rap2b","196","0.31508772"
"96","3","2.57364341","0.00523362","0.38855422","0.47619048","7","5","false","Igsf6","18.57142857","7","0","0","0.7377261","false","0","Igsf6","510","0.31476998"
"1889","3","3.47286822","0.0","0.28794643","1.0","2","6","false","Hbb-bt","12.0","2","0","0","0.5878553","false","0","Hbb-bt","0","0.8"
"609","3","2.48837209","0.01480113","0.40186916","0.5047619","15","5","false","Hp","14.0","15","0","0","0.75193798","false","0","Hp","2126","0.21538462"
"98","3","2.30232558","0.00464693","0.43434343","0.83684211","20","4","false","Cd177","22.95","20","0","0","0.78294574","false","0","Cd177","438","0.2974026"
"611","3","2.99224806","0.0","0.33419689","1.0","2","5","false","Cr1l","18.5","2","0","0","0.66795866","false","0","Cr1l","0","0.54411765"
"100","3","3.34108527","0.0","0.29930394","0.0","1","5","false","Bcl2a1b","18.0","1","0","0","0.60981912","false","0","Bcl2a1b","0","0.0"
"102","3","2.12403101","0.0168172","0.47080292","0.54333333","25","4","false","Ptafr","22.84","25","0","0","0.8126615","false","0","Ptafr","2904","0.24826087"
"104","3","2.3255814","0.01603286","0.43","0.83684211","20","4","false","Ano6","22.45","20","0","0","0.77906977","false","0","Ano6","1456","0.3027027"
"1130","3","2.41085271","0.01550388","0.414791","0.6","5","5","false","Cyth4","25.8","5","0","0","0.76485788","false","0","Cyth4","750","0.33684211"
"106","3","2.11627907","0.04306265","0.47252747","0.42580645","31","4","false","Psg20","17.83870968","31","0","0","0.81395349","false","0","Psg20","3912","0.20504264"
"875","3","2.48062016","0.00431785","0.403125","0.2","6","5","false","Ptk2b","18.33333333","6","0","0","0.75322997","false","0","Ptk2b","364","0.26715686"
"108","3","2.10852713","0.00917286","0.47426471","0.58333333","24","4","false","Fcer1g","23.54166667","24","0","0","0.81524548","false","0","Fcer1g","1680","0.25044326"
"877","3","2.41860465","5.7829E-4","0.41346154","0.71428571","7","5","false","Cd52","25.85714286","7","0","0","0.76356589","false","0","Cd52","86","0.3447619"
"1133","3","2.3875969","0.00147414","0.41883117","0.52380952","7","5","false","Il2rg","24.0","7","0","0","0.76873385","false","0","Il2rg","166","0.30769231"
"2414","3","3.34108527","0.00140077","0.29930394","0.66666667","3","6","false","Ms4a4c","5.0","3","0","0","0.60981912","false","0","Ms4a4c","188","0.5"
"110","3","2.24031008","0.01507135","0.44636678","0.76666667","21","4","false","Cd59b","22.14285714","21","0","0","0.79328165","false","0","Cd59b","1512","0.26360544"
"879","3","2.50387597","8.9505E-4","0.3993808","0.53333333","6","5","false","Selplg","21.66666667","6","0","0","0.74935401","false","0","Selplg","92","0.32338308"
"2415","3","3.86821705","0.0","0.25851703","1.0","2","6","false","Slfn1","4.5","2","0","0","0.52196382","false","0","Slfn1","0","0.75"
"112","3","2.06976744","0.03579079","0.48314607","0.47619048","28","4","false","Serpinb6b","22.46428571","28","0","0","0.82170543","false","0","Serpinb6b","5122","0.23609023"
"624","3","2.76744186","0.00311066","0.36134454","0.66666667","9","5","false","Frk","13.77777778","9","0","0","0.70542636","false","0","Frk","192","0.31782946"
"114","3","2.28682171","0.00981231","0.43728814","0.6969697","22","4","false","Cd47","20.90909091","22","0","0","0.78552972","false","0","Cd47","724","0.27095632"
"373","3","2.5503876","8.1474E-4","0.39209726","0.5","5","5","false","Ncf1","18.8","5","0","0","0.74160207","false","0","Ncf1","120","0.30322581"
"1142","3","2.59689922","0.0062759","0.38507463","0.80555556","9","5","false","Hbb-bs","17.55555556","9","0","0","0.73385013","false","0","Hbb-bs","1192","0.30268199"
"632","3","2.75193798","0.0","0.36338028","1.0","9","5","false","Hcar2","18.22222222","9","0","0","0.70801034","false","0","Hcar2","0","0.41414141"
"1144","3","2.57364341","0.00160603","0.38855422","0.78181818","11","5","false","Lrg1","16.09090909","11","0","0","0.7377261","false","0","Lrg1","222","0.27272727"
"1146","3","2.57364341","0.00160603","0.38855422","0.78181818","11","5","false","Gsdmd","16.09090909","11","0","0","0.7377261","false","0","Gsdmd","222","0.27272727"
"1149","3","2.57364341","0.01572051","0.38855422","0.68888889","10","5","false","Fth1","16.7","10","0","0","0.7377261","false","0","Fth1","1488","0.2862069"
