"SUID","__glayCluster","name","selected","shared name"
"12096","5","Usp1","false","Usp1"
"12400","5","Cenpf","false","Cenpf"
"11851","5","Usp2","false","Usp2"
"12401","5","Stag1","false","Stag1"
"12402","4","Ckap5","false","Ckap5"
"12403","5","Taok1","false","Taok1"
"12404","5","Ccnb1","false","Ccnb1"
"12405","5","Smc1a","false","Smc1a"
"11955","11","Sc5d","false","Sc5d"
"12406","5","Ercc6l","false","Ercc6l"
"11956","11","Sigmar1","false","Sigmar1"
"12097","2","Tex10","false","Tex10"
"12407","5","Zwilch","false","Zwilch"
"11957","11","R3hdm4","false","R3hdm4"
"12408","5","Ppp2r1b","false","Ppp2r1b"
"11958","11","Pggt1b","false","Pggt1b"
"12409","5","Zwint","false","Zwint"
"12098","5","Taf7","false","Taf7"
"12410","11","Nup155","false","Nup155"
"12099","5","Chd8","false","Chd8"
"12411","11","Nup50","false","Nup50"
"12100","2","Ubtf","false","Ubtf"
"12412","5","Sgol2","false","Sgol2"
"12413","5","Seh1l","false","Seh1l"
"12414","11","Lbr","false","Lbr"
"12415","5","Ahctf1","false","Ahctf1"
"12101","6","Smarcc1","false","Smarcc1"
"12416","4","Hspg2","false","Hspg2"
"11852","14","Stx7","false","Stx7"
"12417","4","Dag1","false","Dag1"
"12102","6","Sall4","false","Sall4"
"12418","4","Hs6st2","false","Hs6st2"
"12419","4","Utrn","false","Utrn"
"11853","5","Tbc1d12","false","Tbc1d12"
"12420","4","Dvl3","false","Dvl3"
"11854","4","Osbpl5","false","Osbpl5"
"12421","4","Agrn","false","Agrn"
"12424","5","Nelfe","false","Nelfe"
"12425","5","Ssrp1","false","Ssrp1"
"12103","5","Iqgap3","false","Iqgap3"
"12426","5","Aff4","false","Aff4"
"12427","6","Jarid2","false","Jarid2"
"12428","6","Eed","false","Eed"
"11855","6","Nacc1","false","Nacc1"
"12429","6","Dnmt3b","false","Dnmt3b"
"12430","6","Ezh2","false","Ezh2"
"12431","6","Ubap2l","false","Ubap2l"
"12432","6","Phf19","false","Phf19"
"11856","12","Naa25","false","Naa25"
"12433","6","Dnmt1","false","Dnmt1"
"12434","6","Aebp2","false","Aebp2"
"12435","4","Erbb3","false","Erbb3"
"11857","12","Trmt10a","false","Trmt10a"
"11858","12","Naa35","false","Naa35"
"12436","2","Eif2b1","false","Eif2b1"
"11859","6","Tfcp2l1","false","Tfcp2l1"
"12437","4","Mapk14","false","Mapk14"
"12438","4","Apoe","false","Apoe"
"12104","5","Setd2","false","Setd2"
"12439","4","Vcan","false","Vcan"
"12105","4","Ctnna1","false","Ctnna1"
"12440","4","Ano6","false","Ano6"
"12441","4","Atp11a","false","Atp11a"
"12442","4","Slco4c1","false","Slco4c1"
"11959","5","G2e3","false","G2e3"
"12443","4","Adam17","false","Adam17"
"12444","4","Men1","false","Men1"
"11862","4","Msx2","false","Msx2"
"12106","14","Iars2","false","Iars2"
"11960","4","Fbln2","false","Fbln2"
"12445","4","Degs1","false","Degs1"
"12446","4","Rbpj","false","Rbpj"
"12447","4","Areg","false","Areg"
"12107","4","Cdca7l","false","Cdca7l"
"12448","4","Rab14","false","Rab14"
"12449","4","Lamc1","false","Lamc1"
"12450","4","Cdh2","false","Cdh2"
"12451","4","Scamp1","false","Scamp1"
"12452","4","Mospd2","false","Mospd2"
"12453","4","Adam10","false","Adam10"
"12454","4","Smad2","false","Smad2"
"11961","5","Fancb","false","Fancb"
"12455","4","Rock2","false","Rock2"
"11962","4","Fam53b","false","Fam53b"
"11863","5","Zzz3","false","Zzz3"
"12456","15","Bmp5","false","Bmp5"
"12457","4","Acvr2b","false","Acvr2b"
"11963","6","Pbx3","false","Pbx3"
"11964","6","Fam222a","false","Fam222a"
"12458","4","Pacsin2","false","Pacsin2"
"11965","7","Snx27","false","Snx27"
"12459","4","Myo10","false","Myo10"
"12460","4","Stam2","false","Stam2"
"11966","15","Fam132b","false","Fam132b"
"11967","11","Tmem131","false","Tmem131"
"12461","4","Cttn","false","Cttn"
"12462","4","Sh3pxd2a","false","Sh3pxd2a"
"12463","4","Dab2","false","Dab2"
"12464","2","Hnrnpk","false","Hnrnpk"
"11864","2","Srp54a","false","Srp54a"
"12465","4","Apob","false","Apob"
"12466","4","Igf2r","false","Igf2r"
"12467","4","Dbnl","false","Dbnl"
"11968","6","Ss18","false","Ss18"
"12468","4","Ap2b1","false","Ap2b1"
"12469","4","Wasf3","false","Wasf3"
"12470","4","Ap2m1","false","Ap2m1"
"12471","4","Wdr1","false","Wdr1"
"12472","4","Actr3","false","Actr3"
"11867","2","Mdn1","false","Mdn1"
"12473","5","Kif20a","false","Kif20a"
"12474","5","Kif2c","false","Kif2c"
"12475","4","Dync1li2","false","Dync1li2"
"12476","5","Kif15","false","Kif15"
"11969","2","Esrp2","false","Esrp2"
"11868","12","Nol8","false","Nol8"
"12477","5","Kif23","false","Kif23"
"12478","5","Racgap1","false","Racgap1"
"12479","4","Sptbn2","false","Sptbn2"
"12480","5","Actr1b","false","Actr1b"
"12481","4","Ppt2","false","Ppt2"
"12482","5","Iws1","false","Iws1"
"12483","4","Acsl3","false","Acsl3"
"12108","4","Specc1l","false","Specc1l"
"12484","4","Ldha","false","Ldha"
"12485","4","Hmha1","false","Hmha1"
"12109","2","Rpl3","false","Rpl3"
"12486","4","Elovl6","false","Elovl6"
"12487","4","Mapk1","false","Mapk1"
"12110","7","Mob4","false","Mob4"
"12111","3","Gtf2i","false","Gtf2i"
"11970","14","Unc13b","false","Unc13b"
"12488","4","Fasn","false","Fasn"
"12489","4","Scd1","false","Scd1"
"11971","14","Erc1","false","Erc1"
"12112","2","Ssb","false","Ssb"
"12490","4","Cct2","false","Cct2"
"12491","4","Sdha","false","Sdha"
"11972","4","Pdgfa","false","Pdgfa"
"12113","6","Paics","false","Paics"
"12492","6","Pfas","false","Pfas"
"12114","4","Dnaja1","false","Dnaja1"
"11973","4","Fgf15","false","Fgf15"
"12493","4","Srebf1","false","Srebf1"
"12115","4","Ssr1","false","Ssr1"
"12494","4","Elovl1","false","Elovl1"
"11974","1","Ryk","false","Ryk"
"12495","4","Ogdh","false","Ogdh"
"12116","7","Strn3","false","Strn3"
"12496","4","Hmgcs1","false","Hmgcs1"
"12497","11","Ehhadh","false","Ehhadh"
"11869","7","Ppm1a","false","Ppm1a"
"12498","4","Acly","false","Acly"
"11870","7","Map2k7","false","Map2k7"
"12499","11","Fdps","false","Fdps"
"12500","11","Idi1","false","Idi1"
"11871","5","Map7","false","Map7"
"11979","16","Tex15","false","Tex15"
"12501","11","Fdft1","false","Fdft1"
"11980","16","Entpd1","false","Entpd1"
"11872","4","Magt1","false","Magt1"
"12502","11","Pmvk","false","Pmvk"
"12503","11","Mvd","false","Mvd"
"12504","11","Acat2","false","Acat2"
"12505","4","Akt1","false","Akt1"
"11981","4","Scd2","false","Scd2"
"12506","4","Abcc1","false","Abcc1"
"11982","6","Elmsan1","false","Elmsan1"
"12507","4","Igf2","false","Igf2"
"12508","4","AI464131","false","AI464131"
"11983","2","Eif5a2","false","Eif5a2"
"12509","5","Ube2k","false","Ube2k"
"12510","5","Psmc6","false","Psmc6"
"12117","11","Rcc1","false","Rcc1"
"11873","5","Llgl2","false","Llgl2"
"12511","4","Pafah1b1","false","Pafah1b1"
"12512","5","AI314180","false","AI314180"
"11874","2","Mycl","false","Mycl"
"11984","2","Rpl22","false","Rpl22"
"11875","4","Pfkl","false","Pfkl"
"11876","11","Lmnb2","false","Lmnb2"
"11985","2","Gigyf2","false","Gigyf2"
"11877","11","Tmpo","false","Tmpo"
"11878","2","Larp4","false","Larp4"
"12118","5","Nasp","false","Nasp"
"11986","2","Gar1","false","Gar1"
"11879","2","Znhit6","false","Znhit6"
"11987","2","Pcbp2","false","Pcbp2"
"11880","5","Ubr5","false","Ubr5"
"12119","6","Tfdp1","false","Tfdp1"
"11988","2","Pan2","false","Pan2"
"11881","5","Rcbtb2","false","Rcbtb2"
"12120","5","Ect2","false","Ect2"
"12121","5","Prc1","false","Prc1"
"12122","5","Dlgap5","false","Dlgap5"
"12123","5","Cdca7","false","Cdca7"
"12124","5","Ncapg2","false","Ncapg2"
"11989","14","Iars","false","Iars"
"12125","5","Kif14","false","Kif14"
"12126","5","Cdk12","false","Cdk12"
"12127","1","Ephb2","false","Ephb2"
"11990","2","Metap2","false","Metap2"
"12128","5","Parpbp","false","Parpbp"
"11991","2","Eif3d","false","Eif3d"
"12129","5","Trim59","false","Trim59"
"11992","2","Gna11","false","Gna11"
"12130","5","Mnd1","false","Mnd1"
"12131","5","Mcm10","false","Mcm10"
"11993","6","Suv420h1","false","Suv420h1"
"11994","6","Hoxa9","false","Hoxa9"
"12132","6","Sin3a","false","Sin3a"
"12133","6","Suds3","false","Suds3"
"11995","1","Sema6b","false","Sema6b"
"11996","1","Efnb3","false","Efnb3"
"12134","6","Cbx5","false","Cbx5"
"12135","6","Suv39h1","false","Suv39h1"
"11997","5","Nsd1","false","Nsd1"
"12136","6","Cbx1","false","Cbx1"
"12137","6","Mtrr","false","Mtrr"
"12138","6","Casz1","false","Casz1"
"12139","4","Ngfrap1","false","Ngfrap1"
"11998","2","Ecd","false","Ecd"
"11999","2","Ebag9","false","Ebag9"
"12140","11","Kpna1","false","Kpna1"
"12141","2","Fmr1","false","Fmr1"
"12142","2","Tia1","false","Tia1"
"11882","5","Kif13b","false","Kif13b"
"12143","2","Ddx3x","false","Ddx3x"
"12144","2","Caprin1","false","Caprin1"
"12145","4","Capn1","false","Capn1"
"11883","5","Prdx1","false","Prdx1"
"11884","5","Pgam5","false","Pgam5"
"11885","5","Nfe2l1","false","Nfe2l1"
"12146","5","Fem1b","false","Fem1b"
"12004","17","Nucks1","false","Nucks1"
"12005","17","Dyrk3","false","Dyrk3"
"12147","5","Socs6","false","Socs6"
"12006","10","Ttc21b","false","Ttc21b"
"11886","5","Ptma","false","Ptma"
"11887","5","Txnrd1","false","Txnrd1"
"12148","14","Stxbp2","false","Stxbp2"
"12149","14","Camsap3","false","Camsap3"
"12150","4","Tubb2b","false","Tubb2b"
"12151","4","Surf4","false","Surf4"
"12152","4","Camsap1","false","Camsap1"
"12153","5","Cops2","false","Cops2"
"12007","4","Rab3gap1","false","Rab3gap1"
"12154","5","Card10","false","Card10"
"11888","6","Mier3","false","Mier3"
"12155","5","Cops4","false","Cops4"
"12156","5","Cand1","false","Cand1"
"12157","5","Cacul1","false","Cacul1"
"11889","5","Yeats2","false","Yeats2"
"12158","18","Stk38l","false","Stk38l"
"12008","10","Dync2li1","false","Dync2li1"
"12159","18","Cab39","false","Cab39"
"12160","5","Cul4b","false","Cul4b"
"12009","4","Galnt1","false","Galnt1"
"12161","5","Brwd3","false","Brwd3"
"11890","5","Jade3","false","Jade3"
"12162","7","Sh3bgr","false","Sh3bgr"
"11891","5","Jade1","false","Jade1"
"12010","1","Fzd10","false","Fzd10"
"12163","7","Ccm2","false","Ccm2"
"12011","3","Senp2","false","Senp2"
"12164","6","Mbd3","false","Mbd3"
"11892","5","Tlcd1","false","Tlcd1"
"12012","4","Dusp16","false","Dusp16"
"12165","6","Erf","false","Erf"
"11893","4","Mpzl1","false","Mpzl1"
"12013","7","Pptc7","false","Pptc7"
"12166","6","Kdm5b","false","Kdm5b"
"11792","5","Txndc9","false","Txndc9"
"12167","15","Twsg1","false","Twsg1"
"11793","2","Twf1","false","Twf1"
"12170","7","Gtf3c4","false","Gtf3c4"
"11794","8","Ttll4","false","Ttll4"
"12171","4","Rab4a","false","Rab4a"
"11894","11","Kpna6","false","Kpna6"
"12172","7","Brwd1","false","Brwd1"
"12173","7","Bdp1","false","Bdp1"
"11895","11","Ipo8","false","Ipo8"
"12174","2","Zranb2","false","Zranb2"
"11896","3","Ints7","false","Ints7"
"12175","2","Bclaf1","false","Bclaf1"
"12176","9","Tcf7l1","false","Tcf7l1"
"12177","9","Bcl9l","false","Bcl9l"
"12178","9","Bcl9","false","Bcl9"
"12179","2","Prpf8","false","Prpf8"
"11897","4","Lsp1","false","Lsp1"
"12180","2","Dhx9","false","Dhx9"
"11898","4","Il6st","false","Il6st"
"11899","7","Snx5","false","Snx5"
"12181","2","Hnrnpc","false","Hnrnpc"
"11795","9","Vgll1","false","Vgll1"
"12182","2","Hnrnpa3","false","Hnrnpa3"
"12183","2","Hnrnpd","false","Hnrnpd"
"12014","6","Dnmt3l","false","Dnmt3l"
"12184","2","Hnrnpm","false","Hnrnpm"
"12185","2","Srsf7","false","Srsf7"
"11796","5","Taok2","false","Taok2"
"11900","4","Peg10","false","Peg10"
"12186","2","Hnrnpl","false","Hnrnpl"
"12187","2","Srsf1","false","Srsf1"
"11901","4","Ola1","false","Ola1"
"12188","2","Rbmx","false","Rbmx"
"11902","4","Maged2","false","Maged2"
"12189","2","Rnps1","false","Rnps1"
"12190","2","Hnrnpf","false","Hnrnpf"
"11903","4","Phlda2","false","Phlda2"
"12191","2","Hnrnph2","false","Hnrnph2"
"12015","5","Dnmbp","false","Dnmbp"
"12192","2","Hnrnph1","false","Hnrnph1"
"12193","2","Dnajc8","false","Dnajc8"
"12194","2","Cpsf4","false","Cpsf4"
"11904","14","Wars","false","Wars"
"11905","14","Txlna","false","Txlna"
"12195","2","Srrm1","false","Srrm1"
"12196","2","Bcas2","false","Bcas2"
"12197","2","Cstf1","false","Cstf1"
"12016","2","Dnajc2","false","Dnajc2"
"12017","11","Emc1","false","Emc1"
"11906","5","Prrc2c","false","Prrc2c"
"12018","11","Fam118a","false","Fam118a"
"12198","11","Get4","false","Get4"
"12019","11","Dnajc18","false","Dnajc18"
"12199","11","Sgta","false","Sgta"
"12200","11","Bag6","false","Bag6"
"12020","4","Hspa4l","false","Hspa4l"
"12201","3","Uspl1","false","Uspl1"
"12021","4","Hyou1","false","Hyou1"
"12202","3","Nabp1","false","Nabp1"
"12203","3","Ints2","false","Ints2"
"12204","3","BC018507","false","BC018507"
"11801","7","Snx8","false","Snx8"
"12205","2","Hnrnpul1","false","Hnrnpul1"
"12206","2","G3bp2","false","G3bp2"
"11802","7","Snx17","false","Snx17"
"12207","2","Patl1","false","Patl1"
"12208","2","Atxn2l","false","Atxn2l"
"12209","4","Atp6v1c1","false","Atp6v1c1"
"12210","4","Myl3","false","Myl3"
"12211","4","Srl","false","Srl"
"12022","19","Sipa1l3","false","Sipa1l3"
"11803","5","Syce1","false","Syce1"
"12023","19","Dlg5","false","Dlg5"
"12212","4","Atp6v1a","false","Atp6v1a"
"11907","4","Sulf1","false","Sulf1"
"12024","1","Wnt7b","false","Wnt7b"
"11804","6","Ylpm1","false","Ylpm1"
"11908","6","Hoxb8","false","Hoxb8"
"12025","1","Wnt6","false","Wnt6"
"11909","6","Hoxc8","false","Hoxc8"
"12213","5","Chek1","false","Chek1"
"12026","1","Dkk1","false","Dkk1"
"12027","2","Dip2b","false","Dip2b"
"12214","5","Uimc1","false","Uimc1"
"12215","5","Usp7","false","Usp7"
"11805","4","Slk","false","Slk"
"12216","6","Kdm1a","false","Kdm1a"
"12217","5","Rif1","false","Rif1"
"12218","5","Kat7","false","Kat7"
"12028","2","Tardbp","false","Tardbp"
"11808","1","Slc35b4","false","Slc35b4"
"12029","2","Hmga2","false","Hmga2"
"11809","1","Slc35a3","false","Slc35a3"
"12219","5","Mdc1","false","Mdc1"
"12030","2","Tnrc6c","false","Tnrc6c"
"11810","6","Topors","false","Topors"
"12220","5","Rad54b","false","Rad54b"
"12031","2","Eri1","false","Eri1"
"12221","2","Ddx1","false","Ddx1"
"12222","5","Hmgn1","false","Hmgn1"
"12223","6","Chd4","false","Chd4"
"12224","5","Whsc1","false","Whsc1"
"12225","5","Fanci","false","Fanci"
"12226","5","Mcph1","false","Mcph1"
"12227","5","Tipin","false","Tipin"
"12228","5","Pold3","false","Pold3"
"12229","5","Rad51","false","Rad51"
"11811","6","Smarca1","false","Smarca1"
"12230","5","Ddb1","false","Ddb1"
"12231","5","Rnf8","false","Rnf8"
"12232","5","Rad17","false","Rad17"
"12032","2","Larp4b","false","Larp4b"
"12033","2","Ilf3","false","Ilf3"
"12233","5","Smc6","false","Smc6"
"12234","5","Msh6","false","Msh6"
"12034","5","Msl1","false","Msl1"
"11910","2","Myef2","false","Myef2"
"11812","14","Scyl2","false","Scyl2"
"12235","4","Aven","false","Aven"
"11911","2","Khdrbs3","false","Khdrbs3"
"12236","20","Reep6","false","Reep6"
"12237","20","Rtn1","false","Rtn1"
"12238","20","Spast","false","Spast"
"12239","20","Atl2","false","Atl2"
"12035","2","Nudcd1","false","Nudcd1"
"12036","2","Gpatch2","false","Gpatch2"
"12242","5","Ttk","false","Ttk"
"12243","5","Taf1","false","Taf1"
"11912","5","Morf4l2","false","Morf4l2"
"12244","5","Hells","false","Hells"
"12245","5","Uhrf1","false","Uhrf1"
"12246","5","Atad2","false","Atad2"
"12037","2","Rpp25","false","Rpp25"
"12038","2","Mrpp3","false","Mrpp3"
"12249","7","Vps26a","false","Vps26a"
"12039","2","Lin28a","false","Lin28a"
"12250","7","Dscr3","false","Dscr3"
"12251","7","Arrdc4","false","Arrdc4"
"12040","2","Spon1","false","Spon1"
"11813","2","Zc3h18","false","Zc3h18"
"12041","2","Tnrc6a","false","Tnrc6a"
"12252","4","Trip11","false","Trip11"
"12042","2","Dgcr8","false","Dgcr8"
"12253","4","Golga4","false","Golga4"
"11913","2","Pnisr","false","Pnisr"
"12254","14","Mon2","false","Mon2"
"12043","5","Usp9x","false","Usp9x"
"12255","4","Vps53","false","Vps53"
"12044","6","Kdm5c","false","Kdm5c"
"11814","7","Tapbp","false","Tapbp"
"12256","2","Eif4g3","false","Eif4g3"
"11815","11","Zfp131","false","Zfp131"
"12257","2","Eif4g1","false","Eif4g1"
"12258","2","Arih1","false","Arih1"
"12045","2","Eif1ax","false","Eif1ax"
"12259","4","Neo1","false","Neo1"
"12260","4","Arhgef12","false","Arhgef12"
"12261","2","Kazn","false","Kazn"
"12262","2","Arhgap5","false","Arhgap5"
"12046","2","Pus7","false","Pus7"
"12263","6","Irf6","false","Irf6"
"12047","2","Polr1e","false","Polr1e"
"12264","6","Arhgap29","false","Arhgap29"
"12265","4","Arl1","false","Arl1"
"12266","4","Arfip2","false","Arfip2"
"12048","2","Pum3","false","Pum3"
"12049","10","Nudcd3","false","Nudcd3"
"12267","4","Rab1","false","Rab1"
"12050","2","Dhx30","false","Dhx30"
"12268","4","Golga2","false","Golga2"
"12051","2","Wdr43","false","Wdr43"
"12269","4","Lman1","false","Lman1"
"12052","2","Nop2","false","Nop2"
"12270","4","Has2","false","Has2"
"12053","2","Utp6","false","Utp6"
"11914","2","Pcbp4","false","Pcbp4"
"12054","2","Pwp2","false","Pwp2"
"12271","4","Napa","false","Napa"
"12055","2","Kri1","false","Kri1"
"11816","4","Tbc1d16","false","Tbc1d16"
"12056","2","Dhx32","false","Dhx32"
"12057","2","Eif3c","false","Eif3c"
"12058","2","Nmd3","false","Nmd3"
"12272","4","Cd2ap","false","Cd2ap"
"12059","2","Nifk","false","Nifk"
"11817","4","Rab35","false","Rab35"
"12060","2","Pwp1","false","Pwp1"
"11915","12","Naa50","false","Naa50"
"12061","2","Ddx24","false","Ddx24"
"12273","4","Mttp","false","Mttp"
"12062","2","Matr3","false","Matr3"
"12063","2","Ppp1r8","false","Ppp1r8"
"12274","4","Pcyox1","false","Pcyox1"
"12064","4","Flnc","false","Flnc"
"11818","2","Wdr6","false","Wdr6"
"12065","2","Grwd1","false","Grwd1"
"12275","4","Lsr","false","Lsr"
"12066","6","Suv39h2","false","Suv39h2"
"12067","13","Slc43a2","false","Slc43a2"
"12068","13","Dctd","false","Dctd"
"12069","6","Hoxb7","false","Hoxb7"
"12070","6","Dapk1","false","Dapk1"
"11916","2","Ythdf1","false","Ythdf1"
"11819","5","Pum2","false","Pum2"
"11820","21","Sh3d19","false","Sh3d19"
"11821","21","Pum1","false","Pum1"
"12276","4","Ror1","false","Ror1"
"11822","4","Ptpra","false","Ptpra"
"12071","3","Pias2","false","Pias2"
"11823","4","Pth1r","false","Pth1r"
"12277","4","Synrg","false","Synrg"
"12278","4","Pank1","false","Pank1"
"12279","4","Gga2","false","Gga2"
"12280","4","Ap1m2","false","Ap1m2"
"12281","5","Anxa4","false","Anxa4"
"12282","5","Nap1l1","false","Nap1l1"
"11824","5","Son","false","Son"
"12283","5","Ruvbl2","false","Ruvbl2"
"12284","5","Trrap","false","Trrap"
"12285","5","Anp32e","false","Anp32e"
"12286","4","Ttyh2","false","Ttyh2"
"11825","5","Sesn3","false","Sesn3"
"12072","3","Pias1","false","Pias1"
"12287","2","Srp72","false","Srp72"
"12288","7","Fam21","false","Fam21"
"12289","7","Ankrd50","false","Ankrd50"
"11917","2","Srsf10","false","Srsf10"
"12290","4","Supt20","false","Supt20"
"12291","4","Sec23a","false","Sec23a"
"12292","4","Ankrd40","false","Ankrd40"
"11918","2","Hnrnpdl","false","Hnrnpdl"
"12293","11","Ankle2","false","Ankle2"
"11826","7","Ppp4r2","false","Ppp4r2"
"12296","5","Cdc27","false","Cdc27"
"11827","7","Smek1","false","Smek1"
"12297","5","Cdc23","false","Cdc23"
"12298","5","Huwe1","false","Huwe1"
"12073","5","Wnk1","false","Wnk1"
"11919","5","Hmgn2","false","Hmgn2"
"12299","5","Cul3","false","Cul3"
"12300","5","Trip12","false","Trip12"
"12301","5","Fbxl19","false","Fbxl19"
"12302","5","Cul5","false","Cul5"
"11828","2","Ppp1r7","false","Ppp1r7"
"12303","5","Fbxw11","false","Fbxw11"
"11920","11","Stard4","false","Stard4"
"12304","5","Ube3a","false","Ube3a"
"12305","5","Ube4a","false","Ube4a"
"11921","5","Hmgb3","false","Hmgb3"
"12306","5","Ube3b","false","Ube3b"
"12074","4","Ssh1","false","Ssh1"
"12307","5","Gan","false","Gan"
