"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2031","2","2.65172414","6.218E-5","0.37711313","0.33333333","3","4","false","ENSMUSG00000026281","46.66666667","3","0","0","0.66965517","false","0","ENSMUSG00000026281","146","0.41369048"
"1521","2","2.65517241","2.4182E-4","0.37662338","0.16666667","4","4","false","ENSMUSG00000070738","38.5","4","0","0","0.66896552","false","0","ENSMUSG00000070738","474","0.34545455"
"3057","2","2.72413793","8.226E-5","0.36708861","0.33333333","3","4","false","ENSMUSG00000047281","41.0","3","0","0","0.65517241","false","0","ENSMUSG00000047281","112","0.41496599"
"2035","2","2.44827586","3.5847E-4","0.4084507","0.46666667","6","4","false","ENSMUSG00000025813","45.5","6","0","0","0.71034483","false","0","ENSMUSG00000025813","806","0.284375"
"1015","2","2.14137931","0.0536984","0.46698873","0.04154589","47","3","false","ENSMUSG00000008393","11.63043478","47","0","1","0.77172414","false","0","ENSMUSG00000008393","36758","0.06075206"
"2040","2","2.26551724","8.1083E-4","0.4414003","0.33333333","9","4","false","ENSMUSG00000020692","57.77777778","9","0","0","0.74689655","false","0","ENSMUSG00000020692","1996","0.28184282"
"1018","2","2.21724138","0.03858473","0.45101089","0.05405405","38","3","false","ENSMUSG00000040363","12.26315789","38","0","0","0.75655172","false","0","ENSMUSG00000040363","25946","0.06726789"
"4605","2","3.03793103","0.0","0.3291714","0.0","1","4","false","ENSMUSG00000006301","48.0","1","0","0","0.59241379","false","0","ENSMUSG00000006301","0","0.0"
"2558","2","2.75517241","2.2433E-4","0.36295369","0.33333333","4","4","false","ENSMUSG00000078566","39.75","4","0","0","0.64896552","false","0","ENSMUSG00000078566","380","0.35585586"
"2564","2","2.8862069","1.3391E-4","0.34647551","0.0","2","4","false","ENSMUSG00000020605","40.5","2","0","0","0.62275862","false","0","ENSMUSG00000020605","182","0.51973684"
"1030","2","2.35172414","3.9397E-4","0.42521994","0.44444444","10","4","false","ENSMUSG00000058715","57.8","10","0","0","0.72965517","false","0","ENSMUSG00000058715","1792","0.31758242"
"4103","2","2.64137931","3.402E-5","0.37859008","0.66666667","3","4","false","ENSMUSG00000039195","59.33333333","3","0","0","0.67172414","false","0","ENSMUSG00000039195","72","0.48238482"
