"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"34800","2","4.376","0.0","0.2285192","1.0","3","8","false","Sar1a","5.33333333","3","0","0","0.71866667","false","0","Sar1a","0","0.53333333"
"38640","2","5.128","0.0","0.1950078","1.0","3","11","false","Sesn3","10.66666667","3","0","0","0.656","false","0","Sesn3","0","0.71111111"
"34298","2","4.288","0.0","0.23320896","1.0","7","10","false","Vamp5","8.57142857","7","0","0","0.726","false","0","Vamp5","0","0.53571429"
"40702","2","3.872","0.0","0.25826446","1.0","5","9","false","Rab15","9.4","5","0","0","0.76066667","false","0","Rab15","0","0.40869565"
"41477","2","5.136","0.0","0.19470405","1.0","3","11","false","Stradb","10.0","3","0","0","0.65533333","false","0","Stradb","0","0.71428571"
"36613","2","3.712","0.03953548","0.26939655","0.4","6","7","false","Mapre2","8.66666667","6","0","0","0.774","false","0","Mapre2","2376","0.38636364"
"41484","2","5.136","0.0","0.19470405","1.0","3","11","false","Strada","10.0","3","0","0","0.65533333","false","0","Strada","0","0.71428571"
"41229","2","6.736","0.0","0.14845606","0.0","1","12","false","Tmbim6","4.0","1","0","0","0.522","false","0","Tmbim6","0","0.0"
"35853","2","5.128","0.016","0.1950078","0.33333333","3","11","false","Camkk2","9.33333333","3","0","0","0.656","false","0","Camkk2","2060","0.64285714"
"38928","2","4.856","0.0","0.20593081","1.0","2","9","false","Stmn2","5.5","2","0","0","0.67866667","false","0","Stmn2","0","0.6875"
"42257","2","5.576","0.0","0.17934003","0.0","1","9","false","Tmed1","3.0","1","0","0","0.61866667","false","0","Tmed1","0","0.0"
"40722","2","5.248","0.0","0.19054878","1.0","2","11","false","Prr5","4.5","2","0","0","0.646","false","0","Prr5","0","0.64285714"
"38162","2","4.584","0.03187097","0.21815009","0.0","3","8","false","Tmed4","3.33333333","3","0","0","0.70133333","false","0","Tmed4","790","0.33333333"
"39188","2","6.624","0.03174194","0.15096618","0.0","2","10","false","Nudt4","2.5","2","0","0","0.53133333","false","0","Nudt4","2408","0.5"
"40724","2","4.272","9.1828E-4","0.2340824","0.73333333","6","10","false","Rragd","9.66666667","6","0","0","0.72733333","false","0","Rragd","58","0.40277778"
"42261","2","5.576","0.0","0.17934003","0.0","1","9","false","Ttc38","3.0","1","0","0","0.61866667","false","0","Ttc38","0","0.0"
"40726","2","5.248","0.0","0.19054878","1.0","2","11","false","Prr5l","4.5","2","0","0","0.646","false","0","Prr5l","0","0.64285714"
"35862","2","5.712","6.452E-5","0.17507003","0.66666667","3","9","false","Cdc25c","4.66666667","3","0","0","0.60733333","false","0","Cdc25c","2","0.58333333"
"37402","2","7.664","0.0","0.13048017","0.0","1","11","false","Dact1","2.0","1","0","0","0.44466667","false","0","Dact1","0","0.0"
"35867","2","4.16","0.08192921","0.24038462","0.24175824","14","10","false","Prkag2","5.57142857","14","0","0","0.73666667","false","0","Prkag2","11486","0.18571429"
"37403","2","6.672","0.016","0.1498801","0.0","2","10","false","Lrrc17","1.5","2","0","0","0.52733333","false","0","Lrrc17","1206","0.5"
"35870","2","6.12","0.0","0.16339869","0.0","1","12","false","Plekhh2","3.0","1","0","0","0.57333333","false","0","Plekhh2","0","0.0"
"35872","2","3.688","0.0526696","0.27114967","0.0","2","8","false","Camsap3","12.5","2","0","0","0.776","false","0","Camsap3","2458","0.5"
"38944","2","5.816","0.0","0.17193948","0.0","1","10","false","Pmp22","4.0","1","0","0","0.59866667","false","0","Pmp22","0","0.0"
"35873","2","3.008","0.26137237","0.33244681","0.32380952","15","7","false","Tuba1a","8.0","15","0","0","0.83266667","false","0","Tuba1a","21602","0.16879433"
"36130","2","3.76","0.06561102","0.26595745","0.58333333","9","9","false","Stx17","7.66666667","9","0","0","0.77","false","0","Stx17","3034","0.3236715"
"38435","2","4.24","0.02715072","0.23584906","0.41666667","9","10","false","Rragc","7.33333333","9","0","0","0.73","false","0","Rragc","3110","0.30092593"
"38182","2","6.728","0.0","0.14863258","1.0","2","12","false","Fam102a","3.5","2","0","0","0.52266667","false","0","Fam102a","0","0.875"
"39974","2","4.264","0.03174194","0.23452158","0.52380952","7","10","false","Mlst8","8.14285714","7","0","0","0.728","false","0","Mlst8","1192","0.33928571"
"38183","2","5.752","0.00787097","0.17385257","0.66666667","3","11","false","Sgtb","3.33333333","3","0","0","0.604","false","0","Sgtb","742","0.55555556"
"38185","2","5.744","0.02387097","0.17409471","0.33333333","4","11","false","Pcmt1","2.5","4","0","0","0.60466667","false","0","Pcmt1","1488","0.45"
"38187","2","4.792","0.07793548","0.20868114","0.16666667","4","10","false","Fam102b","4.5","4","0","0","0.684","false","0","Fam102b","4438","0.30769231"
"38188","2","5.784","0.0","0.17289073","0.0","1","11","false","Zfp212","4.0","1","0","0","0.60133333","false","0","Zfp212","0","0.0"
"42292","2","3.992","0.0","0.250501","1.0","2","8","false","Tubb1","13.0","2","0","0","0.75066667","false","0","Tubb1","0","0.86666667"
"36149","2","4.816","0.00729032","0.2076412","0.66666667","4","8","false","Nusap1","6.0","4","0","0","0.682","false","0","Nusap1","1184","0.4"
"36151","2","5.72","0.0","0.17482517","1.0","2","9","false","Prr11","5.5","2","0","0","0.60666667","false","0","Prr11","0","0.6875"
"36155","2","4.736","0.1596129","0.21114865","0.17857143","8","8","false","Cep55","3.5","8","0","0","0.68866667","false","0","Cep55","13126","0.20833333"
"34364","2","2.928","0.49015322","0.34153005","0.15584416","22","8","false","Rab11a","6.86363636","22","0","0","0.83933333","false","0","Rab11a","40510","0.13024476"
"37183","2","3.184","0.06605742","0.31407035","0.64285714","8","7","false","Tubg1","11.5","8","0","0","0.818","false","0","Tubg1","7988","0.26744186"
"40772","2","5.232","0.0","0.1911315","0.0","1","11","false","Mob3b","9.0","1","0","0","0.64733333","false","0","Mob3b","0","0.0"
"37189","2","3.456","0.01575132","0.28935185","0.55555556","10","8","false","Tubb4a","9.3","10","0","0","0.79533333","false","0","Tubb4a","1590","0.26571429"
"38214","2","5.776","0.0","0.17313019","0.0","1","9","false","Fam83d","6.0","1","0","0","0.602","false","0","Fam83d","0","0.0"
"37193","2","3.408","0.04091476","0.29342723","0.47272727","11","8","false","Tuba4a","8.81818182","11","0","0","0.79933333","false","0","Tuba4a","3202","0.23205742"
"35659","2","4.96","0.0","0.2016129","1.0","3","10","false","Bhlhe40","4.66666667","3","0","0","0.67","false","0","Bhlhe40","0","0.77777778"
"35663","2","3.984","0.03914661","0.25100402","0.4","6","9","false","Cry2","7.83333333","6","0","0","0.75133333","false","0","Cry2","5794","0.32638889"
"35410","2","4.96","0.0","0.2016129","1.0","2","11","false","Atg16l2","6.0","2","0","0","0.67","false","0","Atg16l2","0","0.85714286"
"35411","2","3.992","0.04503048","0.250501","0.46666667","6","10","false","Wipi2","6.66666667","6","0","0","0.75066667","false","0","Wipi2","2308","0.27083333"
"34643","2","3.624","0.09129827","0.27593819","0.32142857","8","7","false","Tmed3","5.25","8","0","0","0.78133333","false","0","Tmed3","2868","0.22282609"
"35668","2","4.208","0.00400938","0.23764259","0.83333333","4","9","false","Bhlhe41","5.5","4","0","0","0.73266667","false","0","Bhlhe41","478","0.45833333"
"35413","2","4.2","0.01758689","0.23809524","0.53333333","6","10","false","Wipi1","5.66666667","6","0","0","0.73333333","false","0","Wipi1","1412","0.31481481"
"35415","2","4.224","0.0","0.23674242","1.0","4","10","false","Atg4b","7.75","4","0","0","0.73133333","false","0","Atg4b","0","0.45588235"
"35416","2","3.464","0.21121823","0.2886836","0.30909091","11","9","false","Ulk1","8.81818182","11","0","0","0.79466667","false","0","Ulk1","18492","0.18762089"
"36442","2","4.128","0.0","0.24224806","1.0","4","7","false","Cenpo","8.0","4","0","0","0.73933333","false","0","Cenpo","0","0.42105263"
"35674","2","3.384","0.07200643","0.29550827","0.5","9","8","false","Csnk1e","9.55555556","9","0","0","0.80133333","false","0","Csnk1e","7768","0.25825826"
