"SUID","automated_textmining","coexpression","combined_score","database_annotated","EdgeBetweenness","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"5051","0.858","0.0","0.811","0.8","10.41666667","0.0","0","0.933","interacts with","Slc39a14 (interacts with) Slc39a8","0","10090.ENSMUSP00000066108","10090.ENSMUSP00000080640","0","false","interacts with","Slc39a14 (interacts with) Slc39a8"
"10921","0.574","0.062","0.583","0.0","373.0997462","0.0","0","0.0","interacts with","Slc40a1 (interacts with) Slc46a1","0","10090.ENSMUSP00000027137","10090.ENSMUSP00000001126","0","false","interacts with","Slc40a1 (interacts with) Slc46a1"
"10919","0.726","0.0","0.726","0.0","50.44700028","0.0","0","0.0","interacts with","Slc40a1 (interacts with) Steap3","0","10090.ENSMUSP00000027137","10090.ENSMUSP00000108260","0","false","interacts with","Slc40a1 (interacts with) Steap3"
"11652","0.549","0.058","0.557","0.0","425.68382479","0.0","0","0.0","interacts with","Abcb10 (interacts with) Slc25a39","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000018821","0","false","interacts with","Abcb10 (interacts with) Slc25a39"
"11651","0.612","0.0","0.612","0.0","362.42367954","0.0","0","0.0","interacts with","Abcb10 (interacts with) Tmem14c","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000021790","0","false","interacts with","Abcb10 (interacts with) Tmem14c"
"8782","0.515","0.119","0.554","0.0","655.28805983","0.0","0","0.0","interacts with","Slc4a1 (interacts with) Tmod1","0","10090.ENSMUSP00000006749","10090.ENSMUSP00000103402","0","false","interacts with","Slc4a1 (interacts with) Tmod1"
"11650","0.817","0.065","0.821","0.0","51.32774551","0.0","0","0.0","interacts with","Abcb10 (interacts with) Fech","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000025484","0","false","interacts with","Abcb10 (interacts with) Fech"
"8781","0.574","0.06","0.586","0.0","261.07657731","0.049","0","0.0","interacts with","Slc4a1 (interacts with) Sptb","0","10090.ENSMUSP00000006749","10090.ENSMUSP00000021458","0","false","interacts with","Slc4a1 (interacts with) Sptb"
"8780","0.583","0.06","0.594","0.0","2809.719618","0.049","0","0.0","interacts with","Slc4a1 (interacts with) Stom","0","10090.ENSMUSP00000006749","10090.ENSMUSP00000028241","0","false","interacts with","Slc4a1 (interacts with) Stom"
"11649","0.541","0.06","0.55","0.0","232.85239588","0.0","0","0.0","interacts with","Abcb10 (interacts with) Urod","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000030446","0","false","interacts with","Abcb10 (interacts with) Urod"
"8779","0.135","0.601","0.64","0.0","278.97090965","0.0","0","0.0","interacts with","Slc4a1 (interacts with) Trim10","0","10090.ENSMUSP00000006749","10090.ENSMUSP00000057928","0","false","interacts with","Slc4a1 (interacts with) Trim10"
"8778","0.627","0.212","0.696","0.0","375.47947051","0.049","0","0.0","interacts with","Slc4a1 (interacts with) Spta1","0","10090.ENSMUSP00000006749","10090.ENSMUSP00000027817","0","false","interacts with","Slc4a1 (interacts with) Spta1"
"11648","0.571","0.044","0.572","0.0","372.90408172","0.0","0","0.0","interacts with","Abcb10 (interacts with) Uros","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000033276","0","false","interacts with","Abcb10 (interacts with) Uros"
"5366","0.509","0.062","0.899","0.8","2.0","0.0","0","0.0","interacts with","Enpp2 (interacts with) Gdpd1","0","10090.ENSMUSP00000132640","10090.ENSMUSP00000020804","0","false","interacts with","Enpp2 (interacts with) Gdpd1"
"11647","0.687","0.045","0.691","0.0","50.74990668","0.05","0","0.0","interacts with","Abcb10 (interacts with) Slc25a38","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000035106","0","false","interacts with","Abcb10 (interacts with) Slc25a38"
"11646","0.622","0.0","0.622","0.0","894.0777837","0.0","0","0.0","interacts with","Abcb10 (interacts with) Mfsd7c","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000035569","0","false","interacts with","Abcb10 (interacts with) Mfsd7c"
"5362","0.351","0.0","0.763","0.65","207.0","0.0","0","0.0","interacts with","Enpp2 (interacts with) Pla2g4a","0","10090.ENSMUSP00000132640","10090.ENSMUSP00000070868","0","false","interacts with","Enpp2 (interacts with) Pla2g4a"
"5361","0.0","0.0","0.65","0.65","205.0","0.0","0","0.0","interacts with","Enpp2 (interacts with) Pla2g4e","0","10090.ENSMUSP00000132640","10090.ENSMUSP00000087525","0","false","interacts with","Enpp2 (interacts with) Pla2g4e"
"11645","0.912","0.052","0.914","0.0","260.59584307","0.051","0","0.0","interacts with","Abcb10 (interacts with) Slc25a37","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000039990","0","false","interacts with","Abcb10 (interacts with) Slc25a37"
"11644","0.598","0.0","0.598","0.0","137.38577416","0.0","0","0.0","interacts with","Abcb10 (interacts with) Steap3","0","10090.ENSMUSP00000075011","10090.ENSMUSP00000108260","0","false","interacts with","Abcb10 (interacts with) Steap3"
"5160","0.543","0.06","0.555","0.0","117.46004013","0.046","0","0.0","interacts with","Nfe2 (interacts with) Zfpm1","0","10090.ENSMUSP00000122476","10090.ENSMUSP00000058037","0","false","interacts with","Nfe2 (interacts with) Zfpm1"
"8078","0.664","0.06","0.691","0.0","243.57669627","0.1","0","0.0","interacts with","Apeh (interacts with) Prep","0","10090.ENSMUSP00000080058","10090.ENSMUSP00000097444","0","false","interacts with","Apeh (interacts with) Prep"
"8077","0.679","0.08","0.692","0.0","208.07564752","0.0","0","0.0","interacts with","Apeh (interacts with) Pafah2","0","10090.ENSMUSP00000080058","10090.ENSMUSP00000101495","0","false","interacts with","Apeh (interacts with) Pafah2"
"8741","0.83","0.062","0.86","0.0","116.22846507","0.197","0","0.0","interacts with","Epb4.1 (interacts with) Slc4a1","0","10090.ENSMUSP00000101595","10090.ENSMUSP00000006749","0","false","interacts with","Epb4.1 (interacts with) Slc4a1"
"8740","0.588","0.121","0.684","0.0","82.03779775","0.197","0","0.0","interacts with","Epb4.1 (interacts with) Sptb","0","10090.ENSMUSP00000101595","10090.ENSMUSP00000021458","0","false","interacts with","Epb4.1 (interacts with) Sptb"
"8739","0.607","0.0","0.607","0.0","13.86515152","0.0","0","0.0","interacts with","Epb4.1 (interacts with) Rhag","0","10090.ENSMUSP00000101595","10090.ENSMUSP00000024721","0","false","interacts with","Epb4.1 (interacts with) Rhag"
"8738","0.531","0.152","0.638","0.0","118.69073729","0.164","0","0.0","interacts with","Epb4.1 (interacts with) Spta1","0","10090.ENSMUSP00000101595","10090.ENSMUSP00000027817","0","false","interacts with","Epb4.1 (interacts with) Spta1"
"8737","0.551","0.0","0.551","0.0","74.05483559","0.0","0","0.0","interacts with","Epb4.1 (interacts with) Gypa","0","10090.ENSMUSP00000101595","10090.ENSMUSP00000070836","0","false","interacts with","Epb4.1 (interacts with) Gypa"
"8736","0.41","0.152","0.596","0.0","94.97113108","0.258","0","0.0","interacts with","Epb4.1 (interacts with) Sptan1","0","10090.ENSMUSP00000101595","10090.ENSMUSP00000097797","0","false","interacts with","Epb4.1 (interacts with) Sptan1"
"8734","0.551","0.0","0.551","0.0","154.10830803","0.0","0","0.0","interacts with","Epb4.1 (interacts with) Tmod1","0","10090.ENSMUSP00000101595","10090.ENSMUSP00000103402","0","false","interacts with","Epb4.1 (interacts with) Tmod1"
"8732","0.901","0.0","0.917","0.0","23.2025974","0.197","0","0.0","interacts with","Epb4.1 (interacts with) Gypc","0","10090.ENSMUSP00000101595","10090.ENSMUSP00000134317","0","false","interacts with","Epb4.1 (interacts with) Gypc"
"8746","0.62","0.422","0.808","0.0","131.58602394","0.197","0","0.0","interacts with","Epb4.2 (interacts with) Slc4a1","0","10090.ENSMUSP00000099548","10090.ENSMUSP00000006749","0","false","interacts with","Epb4.2 (interacts with) Slc4a1"
"8745","0.713","0.0","0.713","0.0","73.65515089","0.0","0","0.0","interacts with","Epb4.2 (interacts with) Sptb","0","10090.ENSMUSP00000099548","10090.ENSMUSP00000021458","0","false","interacts with","Epb4.2 (interacts with) Sptb"
"8744","0.727","0.181","0.794","0.0","83.20781294","0.154","0","0.0","interacts with","Epb4.2 (interacts with) Spta1","0","10090.ENSMUSP00000099548","10090.ENSMUSP00000027817","0","false","interacts with","Epb4.2 (interacts with) Spta1"
"8743","0.419","0.309","0.584","0.0","20.61932871","0.047","0","0.0","interacts with","Epb4.2 (interacts with) Klf1","0","10090.ENSMUSP00000099548","10090.ENSMUSP00000064366","0","false","interacts with","Epb4.2 (interacts with) Klf1"
"8742","0.477","0.219","0.574","0.0","42.70986595","0.0","0","0.0","interacts with","Epb4.2 (interacts with) Gypa","0","10090.ENSMUSP00000099548","10090.ENSMUSP00000070836","0","false","interacts with","Epb4.2 (interacts with) Gypa"
"5815","0.0","0.062","0.902","0.9","155.24688294","0.0","0","0.0","interacts with","Gca (interacts with) Gm2a","0","10090.ENSMUSP00000028257","10090.ENSMUSP00000000608","0","false","interacts with","Gca (interacts with) Gm2a"
"5814","0.0","0.06","0.901","0.9","1086.72818059","0.0","0","0.0","interacts with","Gca (interacts with) Hexb","0","10090.ENSMUSP00000028257","10090.ENSMUSP00000022169","0","false","interacts with","Gca (interacts with) Hexb"
"5813","0.604","0.0","0.604","0.0","675.46233385","0.0","0","0.0","interacts with","Gca (interacts with) Pcyt1a","0","10090.ENSMUSP00000028257","10090.ENSMUSP00000130056","0","false","interacts with","Gca (interacts with) Pcyt1a"
"5812","0.621","0.0","0.621","0.0","330.27468502","0.0","0","0.0","interacts with","Gca (interacts with) Mfsd7c","0","10090.ENSMUSP00000028257","10090.ENSMUSP00000035569","0","false","interacts with","Gca (interacts with) Mfsd7c"
"5811","0.0","0.06","0.901","0.9","155.24688294","0.0","0","0.0","interacts with","Gca (interacts with) Padi2","0","10090.ENSMUSP00000028257","10090.ENSMUSP00000030765","0","false","interacts with","Gca (interacts with) Padi2"
"5810","0.0","0.06","0.901","0.9","155.24688294","0.0","0","0.0","interacts with","Gca (interacts with) Vat1","0","10090.ENSMUSP00000028257","10090.ENSMUSP00000048350","0","false","interacts with","Gca (interacts with) Vat1"
"5809","0.163","0.051","0.913","0.9","155.24688294","0.0","0","0.0","interacts with","Gca (interacts with) Ist1","0","10090.ENSMUSP00000028257","10090.ENSMUSP00000034164","0","false","interacts with","Gca (interacts with) Ist1"
"11221","0.762","0.0","0.762","0.0","414.0","0.0","0","0.0","interacts with","Abhd17a (interacts with) Lyplal1","0","10090.ENSMUSP00000003436","10090.ENSMUSP00000048229","0","false","interacts with","Abhd17a (interacts with) Lyplal1"
"11219","0.538","0.099","0.615","0.0","1632.0","0.151","0","0.0","interacts with","Abhd3 (interacts with) Mgll","0","10090.ENSMUSP00000002549","10090.ENSMUSP00000109215","0","false","interacts with","Abhd3 (interacts with) Mgll"
"11218","0.624","0.0","0.624","0.0","414.0","0.0","0","0.0","interacts with","Abhd3 (interacts with) Mettl26","0","10090.ENSMUSP00000002549","10090.ENSMUSP00000026827","0","false","interacts with","Abhd3 (interacts with) Mettl26"
"11217","0.62","0.062","0.628","0.0","824.0","0.0","0","0.0","interacts with","Abhd3 (interacts with) Osbpl2","0","10090.ENSMUSP00000002549","10090.ENSMUSP00000046538","0","false","interacts with","Abhd3 (interacts with) Osbpl2"
"5360","0.0","0.054","0.654","0.65","205.0","0.0","0","0.0","interacts with","Gdpd1 (interacts with) Pla2g4e","0","10090.ENSMUSP00000020804","10090.ENSMUSP00000087525","0","false","interacts with","Gdpd1 (interacts with) Pla2g4e"
"5359","0.067","0.096","0.679","0.65","207.0","0.0","0","0.0","interacts with","Gdpd1 (interacts with) Pla2g4a","0","10090.ENSMUSP00000020804","10090.ENSMUSP00000070868","0","false","interacts with","Gdpd1 (interacts with) Pla2g4a"
"8765","0.758","0.173","0.983","0.9","28.26153846","0.742","0","0.604","interacts with","Spta1 (interacts with) Sptb","0","10090.ENSMUSP00000027817","10090.ENSMUSP00000021458","0","false","interacts with","Spta1 (interacts with) Sptb"
"5638","0.594","0.0","0.594","0.0","339.73888889","0.0","0","0.0","interacts with","Nr5a2 (interacts with) Scarb1","0","10090.ENSMUSP00000027649","10090.ENSMUSP00000083242","0","false","interacts with","Nr5a2 (interacts with) Scarb1"
"8763","0.552","0.0","0.555","0.0","390.19700485","0.049","0","0.0","interacts with","Spta1 (interacts with) Zfpm1","0","10090.ENSMUSP00000027817","10090.ENSMUSP00000058037","0","false","interacts with","Spta1 (interacts with) Zfpm1"
"8761","0.588","0.104","0.615","0.0","1191.99345691","0.0","0","0.0","interacts with","Spta1 (interacts with) Tal1","0","10090.ENSMUSP00000027817","10090.ENSMUSP00000125202","0","false","interacts with","Spta1 (interacts with) Tal1"
"8759","0.706","0.0","0.903","0.9","42.0481203","0.0","0","0.954","interacts with","Spta1 (interacts with) Sptan1","0","10090.ENSMUSP00000027817","10090.ENSMUSP00000097797","0","false","interacts with","Spta1 (interacts with) Sptan1"
"11098","0.506","0.185","0.957","0.9","8.9","0.415","0","0.64","interacts with","Sptan1 (interacts with) Sptb","0","10090.ENSMUSP00000097797","10090.ENSMUSP00000021458","0","false","interacts with","Sptan1 (interacts with) Sptb"
"11677","0.677","0.262","0.751","0.0","729.89767945","0.0","0","0.0","interacts with","Sqle (interacts with) Srebf2","0","10090.ENSMUSP00000022977","10090.ENSMUSP00000023100","0","false","interacts with","Sqle (interacts with) Srebf2"
"5153","0.618","0.0","0.618","0.0","414.0","0.0","0","0.0","interacts with","Ghitm (interacts with) Tspan3","0","10090.ENSMUSP00000046212","10090.ENSMUSP00000034876","0","false","interacts with","Ghitm (interacts with) Tspan3"
"6997","0.398","0.412","0.634","0.0","341.19086022","0.049","0","0.0","interacts with","Kel (interacts with) Slc4a1","0","10090.ENSMUSP00000031899","10090.ENSMUSP00000006749","0","false","interacts with","Kel (interacts with) Slc4a1"
"6996","0.35","0.381","0.58","0.0","8.38333333","0.0","0","0.0","interacts with","Kel (interacts with) Rhag","0","10090.ENSMUSP00000031899","10090.ENSMUSP00000024721","0","false","interacts with","Kel (interacts with) Rhag"
"6995","0.488","0.261","0.606","0.0","369.63857006","0.0","0","0.0","interacts with","Kel (interacts with) Spta1","0","10090.ENSMUSP00000031899","10090.ENSMUSP00000027817","0","false","interacts with","Kel (interacts with) Spta1"
"6994","0.537","0.349","0.686","0.0","41.75196548","0.0","0","0.0","interacts with","Kel (interacts with) Rhd","0","10090.ENSMUSP00000031899","10090.ENSMUSP00000030627","0","false","interacts with","Kel (interacts with) Rhd"
"9577","0.0","0.062","0.902","0.9","89.52684073","0.048","0","0.0","interacts with","Stom (interacts with) Vnn1","0","10090.ENSMUSP00000028241","10090.ENSMUSP00000040599","0","false","interacts with","Stom (interacts with) Vnn1"
"5980","0.834","0.0","0.834","0.0","816.0","0.0","0","0.0","interacts with","Gjb2 (interacts with) Slc26a4","0","10090.ENSMUSP00000054343","10090.ENSMUSP00000001253","0","false","interacts with","Gjb2 (interacts with) Slc26a4"
"5979","0.599","0.06","0.607","0.0","8.0","0.0","0","0.0","interacts with","Gjb2 (interacts with) Myo7a","0","10090.ENSMUSP00000054343","10090.ENSMUSP00000102745","0","false","interacts with","Gjb2 (interacts with) Myo7a"
"9316","0.403","0.699","0.812","0.0","1142.25699788","0.0","0","0.0","interacts with","Cpox (interacts with) Sqle","0","10090.ENSMUSP00000055455","10090.ENSMUSP00000022977","0","false","interacts with","Cpox (interacts with) Sqle"
"9315","0.937","0.159","0.945","0.0","371.48420225","0.0","0","0.0","interacts with","Cpox (interacts with) Fech","0","10090.ENSMUSP00000055455","10090.ENSMUSP00000025484","0","false","interacts with","Cpox (interacts with) Fech"
"6287","0.695","0.097","0.717","0.0","104.63081954","0.056","0","0.0","interacts with","Tal1 (interacts with) Zfpm1","0","10090.ENSMUSP00000125202","10090.ENSMUSP00000058037","0","false","interacts with","Tal1 (interacts with) Zfpm1"
"9314","0.893","0.699","0.996","0.9","268.54243677","0.0","0","0.0","interacts with","Cpox (interacts with) Urod","0","10090.ENSMUSP00000055455","10090.ENSMUSP00000030446","0","false","interacts with","Cpox (interacts with) Urod"
"6286","0.543","0.0","0.55","0.0","412.0","0.056","0","0.0","interacts with","Tal1 (interacts with) Zfx","0","10090.ENSMUSP00000125202","10090.ENSMUSP00000085423","0","false","interacts with","Tal1 (interacts with) Zfx"
"9313","0.91","0.077","0.913","0.0","393.1479959","0.0","0","0.0","interacts with","Cpox (interacts with) Uros","0","10090.ENSMUSP00000055455","10090.ENSMUSP00000033276","0","false","interacts with","Cpox (interacts with) Uros"
"11048","0.844","0.05","0.845","0.0","35.50166541","0.0","0","0.0","interacts with","Aco1 (interacts with) Slc11a2","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000023774","0","false","interacts with","Aco1 (interacts with) Slc11a2"
"9312","0.657","0.0","0.657","0.0","108.19820558","0.0","0","0.0","interacts with","Cpox (interacts with) Slc25a38","0","10090.ENSMUSP00000055455","10090.ENSMUSP00000035106","0","false","interacts with","Cpox (interacts with) Slc25a38"
"9311","0.88","0.314","0.914","0.0","14.02777778","0.0","0","0.0","interacts with","Cpox (interacts with) Hmbs","0","10090.ENSMUSP00000055455","10090.ENSMUSP00000076575","0","false","interacts with","Cpox (interacts with) Hmbs"
"9215","0.0","0.0","0.9","0.9","54.33667604","0.0","0","0.0","interacts with","Cd109 (interacts with) Psg18","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000003597","0","false","interacts with","Cd109 (interacts with) Psg18"
"5610","0.784","0.887","0.983","0.0","266.76308078","0.369","0","0.0","interacts with","Nsdhl (interacts with) Sqle","0","10090.ENSMUSP00000033715","10090.ENSMUSP00000022977","0","false","interacts with","Nsdhl (interacts with) Sqle"
"11046","0.755","0.0","0.755","0.0","229.33894825","0.0","0","0.0","interacts with","Aco1 (interacts with) Fech","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000025484","0","false","interacts with","Aco1 (interacts with) Fech"
"9213","0.099","0.0","0.906","0.9","27.21332983","0.0","0","0.0","interacts with","Cd109 (interacts with) Vnn1","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000040599","0","false","interacts with","Cd109 (interacts with) Vnn1"
"5609","0.603","0.0","0.603","0.0","414.0","0.0","0","0.0","interacts with","Nsdhl (interacts with) Tmx2","0","10090.ENSMUSP00000033715","10090.ENSMUSP00000107294","0","false","interacts with","Nsdhl (interacts with) Tmx2"
"9212","0.0","0.0","0.9","0.9","97.10328997","0.0","0","0.0","interacts with","Cd109 (interacts with) Otoa","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000044177","0","false","interacts with","Cd109 (interacts with) Otoa"
"11045","0.719","0.0","0.719","0.0","44.43785449","0.0","0","0.0","interacts with","Aco1 (interacts with) Slc40a1","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000027137","0","false","interacts with","Aco1 (interacts with) Slc40a1"
"9211","0.049","0.0","0.9","0.9","54.33667604","0.0","0","0.0","interacts with","Cd109 (interacts with) Ceacam5","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000080582","0","false","interacts with","Cd109 (interacts with) Ceacam5"
"5338","0.52","0.243","0.621","0.0","564.23369435","0.0","0","0.0","interacts with","Klf1 (interacts with) Slc4a1","0","10090.ENSMUSP00000064366","10090.ENSMUSP00000006749","0","false","interacts with","Klf1 (interacts with) Slc4a1"
"9210","0.0","0.0","0.9","0.9","54.33667604","0.0","0","0.0","interacts with","Cd109 (interacts with) Ceacam11","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000092393","0","false","interacts with","Cd109 (interacts with) Ceacam11"
"11044","0.661","0.0","0.661","0.0","30.08499874","0.0","0","0.0","interacts with","Aco1 (interacts with) Heph","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000033553","0","false","interacts with","Aco1 (interacts with) Heph"
"9209","0.0","0.0","0.9","0.9","4.0","0.0","0","0.0","interacts with","Cd109 (interacts with) Rtn4rl1","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000099572","0","false","interacts with","Cd109 (interacts with) Rtn4rl1"
"11043","0.722","0.0","0.756","0.0","68.58997757","0.158","0","0.0","interacts with","Aco1 (interacts with) Slc25a37","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000039990","0","false","interacts with","Aco1 (interacts with) Slc25a37"
"5336","0.695","0.166","0.737","0.0","296.86845339","0.049","0","0.0","interacts with","Klf1 (interacts with) Spta1","0","10090.ENSMUSP00000064366","10090.ENSMUSP00000027817","0","false","interacts with","Klf1 (interacts with) Spta1"
"9208","0.0","0.0","0.9","0.9","54.33667604","0.0","0","0.0","interacts with","Cd109 (interacts with) Ceacam3","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000104131","0","false","interacts with","Cd109 (interacts with) Ceacam3"
"5335","0.774","0.105","0.789","0.0","32.63221574","0.0","0","0.0","interacts with","Klf1 (interacts with) Zfpm1","0","10090.ENSMUSP00000064366","10090.ENSMUSP00000058037","0","false","interacts with","Klf1 (interacts with) Zfpm1"
"9207","0.0","0.0","0.9","0.9","54.33667604","0.0","0","0.0","interacts with","Cd109 (interacts with) Ceacam13","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000104128","0","false","interacts with","Cd109 (interacts with) Ceacam13"
"11042","0.569","0.0","0.569","0.0","374.38778844","0.0","0","0.0","interacts with","Aco1 (interacts with) Iba57","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000049823","0","false","interacts with","Aco1 (interacts with) Iba57"
"9206","0.0","0.104","0.906","0.9","6.0","0.0","0","0.0","interacts with","Cd109 (interacts with) Ulbp1","0","10090.ENSMUSP00000091330","10090.ENSMUSP00000136637","0","false","interacts with","Cd109 (interacts with) Ulbp1"
"5333","0.54","0.201","0.619","0.0","296.53995987","0.046","0","0.0","interacts with","Klf1 (interacts with) Nfe2","0","10090.ENSMUSP00000064366","10090.ENSMUSP00000122476","0","false","interacts with","Klf1 (interacts with) Nfe2"
"11041","0.736","0.0","0.736","0.0","145.3963581","0.0","0","0.0","interacts with","Aco1 (interacts with) Hamp","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000055404","0","false","interacts with","Aco1 (interacts with) Hamp"
"5830","0.0","0.0","0.9","0.9","2.0","0.0","0","0.0","interacts with","Gm2a (interacts with) Vat1","0","10090.ENSMUSP00000000608","10090.ENSMUSP00000048350","0","false","interacts with","Gm2a (interacts with) Vat1"
"5331","0.734","0.151","0.768","0.0","267.35532545","0.056","0","0.0","interacts with","Klf1 (interacts with) Tal1","0","10090.ENSMUSP00000064366","10090.ENSMUSP00000125202","0","false","interacts with","Klf1 (interacts with) Tal1"
"5829","0.0","0.0","0.9","0.9","2.0","0.0","0","0.0","interacts with","Gm2a (interacts with) Padi2","0","10090.ENSMUSP00000000608","10090.ENSMUSP00000030765","0","false","interacts with","Gm2a (interacts with) Padi2"
"11040","0.725","0.0","0.749","0.0","665.55766726","0.123","0","0.0","interacts with","Aco1 (interacts with) Ftl1","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000092002","0","false","interacts with","Aco1 (interacts with) Ftl1"
"5828","0.0","0.0","0.9","0.9","2.0","0.0","0","0.0","interacts with","Gm2a (interacts with) Ist1","0","10090.ENSMUSP00000000608","10090.ENSMUSP00000034164","0","false","interacts with","Gm2a (interacts with) Ist1"
"5827","0.646","0.079","0.968","0.9","14.0","0.156","0","0.0","interacts with","Gm2a (interacts with) Hexb","0","10090.ENSMUSP00000000608","10090.ENSMUSP00000022169","0","false","interacts with","Gm2a (interacts with) Hexb"
"11038","0.579","0.061","0.587","0.0","20.6113986","0.0","0","0.0","interacts with","Aco1 (interacts with) Steap3","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000108260","0","false","interacts with","Aco1 (interacts with) Steap3"
"11037","0.674","0.0","0.682","0.0","227.48691905","0.064","0","0.0","interacts with","Aco1 (interacts with) Alas1","0","10090.ENSMUSP00000100038","10090.ENSMUSP00000108143","0","false","interacts with","Aco1 (interacts with) Alas1"
"9538","0.0","0.0","0.9","0.9","209.68180845","0.0","0","0.0","interacts with","Olr1 (interacts with) Psg18","0","10090.ENSMUSP00000032265","10090.ENSMUSP00000003597","0","false","interacts with","Olr1 (interacts with) Psg18"
"9537","0.0","0.061","0.902","0.9","593.43620103","0.0","0","0.0","interacts with","Olr1 (interacts with) Stom","0","10090.ENSMUSP00000032265","10090.ENSMUSP00000028241","0","false","interacts with","Olr1 (interacts with) Stom"
"10875","0.711","0.0","0.711","0.0","414.0","0.0","0","0.0","interacts with","Acsf2 (interacts with) Jcad","0","10090.ENSMUSP00000099453","10090.ENSMUSP00000038613","0","false","interacts with","Acsf2 (interacts with) Jcad"
"9535","0.0","0.0","0.9","0.9","68.01709483","0.0","0","0.0","interacts with","Olr1 (interacts with) Slc2a5","0","10090.ENSMUSP00000032265","10090.ENSMUSP00000030826","0","false","interacts with","Olr1 (interacts with) Slc2a5"
"11086","0.331","0.099","0.934","0.9","335.42864419","0.0","0","0.0","interacts with","Acsl3 (interacts with) Fads1","0","10090.ENSMUSP00000045291","10090.ENSMUSP00000010807","0","false","interacts with","Acsl3 (interacts with) Fads1"
