transcripts mean_cts_scaled time value ens_gene ext_gene
52 ENSMUST00000000188.11 -1.14959815103451 e7.5 2 ENSMUSG00000000184 Ccnd2
53 ENSMUST00000000188.11 0.181833154166681 e8.5 2 ENSMUSG00000000184 Ccnd2
54 ENSMUST00000000188.11 0.931398366034495 e9.5 2 ENSMUSG00000000184 Ccnd2
55 ENSMUST00000000199.7 -1.18645559719183 e7.5 2 ENSMUSG00000062661 Ncs1
56 ENSMUST00000000199.7 0.644855467107946 e8.5 2 ENSMUSG00000062661 Ncs1
57 ENSMUST00000000199.7 0.41262903666229 e9.5 2 ENSMUSG00000062661 Ncs1
64 ENSMUST00000000253.5 -0.948612907023752 e7.5 2 ENSMUSG00000000247 Lhx2
65 ENSMUST00000000253.5 -0.334732911928317 e8.5 2 ENSMUSG00000000247 Lhx2
66 ENSMUST00000000253.5 1.35029240133773 e9.5 2 ENSMUSG00000000247 Lhx2
67 ENSMUST00000000260.12 -0.528189133396933 e7.5 2 ENSMUSG00000000253 Gmpr
68 ENSMUST00000000260.12 -0.683471606269705 e8.5 2 ENSMUSG00000000253 Gmpr
69 ENSMUST00000000260.12 1.34835506092058 e9.5 2 ENSMUSG00000000253 Gmpr
76 ENSMUST00000000287.8 0.0721603231681449 e7.5 2 ENSMUSG00000000278 Scpep1
77 ENSMUST00000000287.8 -0.333060404786924 e8.5 2 ENSMUSG00000000278 Scpep1
78 ENSMUST00000000287.8 0.327512162576164 e9.5 2 ENSMUSG00000000278 Scpep1
91 ENSMUST00000000312.11 -1.29650634379694 e7.5 2 ENSMUSG00000000303 Cdh1
92 ENSMUST00000000312.11 0.49240487506384 e8.5 2 ENSMUSG00000000303 Cdh1
93 ENSMUST00000000312.11 0.705620493720333 e9.5 2 ENSMUSG00000000303 Cdh1
94 ENSMUST00000000314.12 -1.09526575292654 e7.5 2 ENSMUSG00000000305 Cdh4
95 ENSMUST00000000314.12 -0.052525632450372 e8.5 2 ENSMUSG00000000305 Cdh4
96 ENSMUST00000000314.12 1.15829651186699 e9.5 2 ENSMUSG00000000305 Cdh4
100 ENSMUST00000000326.11 -1.03611998579701 e7.5 2 ENSMUSG00000000317 Bcl6b
101 ENSMUST00000000326.11 -0.137754828277698 e8.5 2 ENSMUSG00000000317 Bcl6b
102 ENSMUST00000000326.11 1.20142577973025 e9.5 2 ENSMUSG00000000317 Bcl6b
103 ENSMUST00000000329.8 -0.0246912268064235 e7.5 2 ENSMUSG00000000320 Alox12
104 ENSMUST00000000329.8 -0.931433795430949 e8.5 2 ENSMUSG00000000320 Alox12
105 ENSMUST00000000329.8 1.14241178132356 e9.5 2 ENSMUSG00000000320 Alox12
109 ENSMUST00000000348.14 -1.18482385219831 e7.5 2 ENSMUSG00000000339 Rtca
110 ENSMUST00000000348.14 0.289277554311827 e8.5 2 ENSMUSG00000000339 Rtca
111 ENSMUST00000000348.14 0.837690787024114 e9.5 2 ENSMUSG00000000339 Rtca
115 ENSMUST00000000356.9 -0.677919504701014 e7.5 2 ENSMUSG00000000346 Dazap2
116 ENSMUST00000000356.9 -0.428231784388666 e8.5 2 ENSMUSG00000000346 Dazap2
117 ENSMUST00000000356.9 1.19179764596741 e9.5 2 ENSMUSG00000000346 Dazap2
121 ENSMUST00000000384.7 -0.918967581527224 e7.5 2 ENSMUSG00000000374 Trappc10
122 ENSMUST00000000384.7 -0.149245715276863 e8.5 2 ENSMUSG00000000374 Trappc10
123 ENSMUST00000000384.7 1.09806243985946 e9.5 2 ENSMUSG00000000374 Trappc10
124 ENSMUST00000000388.14 -0.803703834925736 e7.5 2 ENSMUSG00000000378 Ccm2
125 ENSMUST00000000388.14 0.0575588552251022 e8.5 2 ENSMUSG00000000378 Ccm2
126 ENSMUST00000000388.14 0.734633208655614 e9.5 2 ENSMUSG00000000378 Ccm2
130 ENSMUST00000000395.7 -0.969108409742979 e7.5 2 ENSMUSG00000000385 Tmprss2
131 ENSMUST00000000395.7 -0.0670206906739324 e8.5 2 ENSMUSG00000000385 Tmprss2
132 ENSMUST00000000395.7 1.0495332385517 e9.5 2 ENSMUSG00000000385 Tmprss2
139 ENSMUST00000000450.4 -0.856036666838867 e7.5 2 ENSMUSG00000000440 Pparg
140 ENSMUST00000000450.4 -0.334438158894946 e8.5 2 ENSMUSG00000000440 Pparg
141 ENSMUST00000000450.4 1.2573624575128 e9.5 2 ENSMUSG00000000440 Pparg
151 ENSMUST00000000500.7 -0.859988549843346 e7.5 2 ENSMUSG00000000489 Pdgfb
152 ENSMUST00000000500.7 -0.329160407400286 e8.5 2 ENSMUSG00000000489 Pdgfb
153 ENSMUST00000000500.7 1.25498103872369 e9.5 2 ENSMUSG00000000489 Pdgfb
160 ENSMUST00000000543.5 -1.14997127032483 e7.5 2 ENSMUSG00000000531 Grasp
161 ENSMUST00000000543.5 -0.0217337719432456 e8.5 2 ENSMUSG00000000531 Grasp
162 ENSMUST00000000543.5 1.17605179665672 e9.5 2 ENSMUSG00000000531 Grasp
166 ENSMUST00000000579.2 -1.07669438683795 e7.5 2 ENSMUSG00000000567 Sox9
167 ENSMUST00000000579.2 -0.141306554200929 e8.5 2 ENSMUSG00000000567 Sox9
168 ENSMUST00000000579.2 1.24626225187907 e9.5 2 ENSMUSG00000000567 Sox9
175 ENSMUST00000000608.7 -0.126693271460055 e7.5 2 ENSMUSG00000000594 Gm2a
176 ENSMUST00000000608.7 -0.904493392989856 e8.5 2 ENSMUSG00000000594 Gm2a
177 ENSMUST00000000608.7 1.21208534304788 e9.5 2 ENSMUSG00000000594 Gm2a
187 ENSMUST00000000674.12 -0.485686392690607 e7.5 2 ENSMUSG00000029534 St7
188 ENSMUST00000000674.12 0.291433837732976 e8.5 2 ENSMUSG00000029534 St7
189 ENSMUST00000000674.12 0.135965787411036 e9.5 2 ENSMUSG00000029534 St7
193 ENSMUST00000000707.8 -0.827478280922712 e7.5 2 ENSMUSG00000000693 Loxl3
194 ENSMUST00000000707.8 -0.37089157580163 e8.5 2 ENSMUSG00000000693 Loxl3
195 ENSMUST00000000707.8 1.27254817188467 e9.5 2 ENSMUSG00000000693 Loxl3
196 ENSMUST00000000724.14 -0.638213354191747 e7.5 2 ENSMUSG00000000708 Kat2b
197 ENSMUST00000000724.14 -0.406980976903354 e8.5 2 ENSMUSG00000000708 Kat2b
198 ENSMUST00000000724.14 1.12659052647577 e9.5 2 ENSMUSG00000000708 Kat2b
199 ENSMUST00000000727.3 -0.709278621701763 e7.5 2 ENSMUSG00000000711 Rab5b
200 ENSMUST00000000727.3 -0.200087900158271 e8.5 2 ENSMUSG00000000711 Rab5b
201 ENSMUST00000000727.3 0.94938410189169 e9.5 2 ENSMUSG00000000711 Rab5b
208 ENSMUST00000000759.8 -1.07682874624253 e7.5 2 ENSMUSG00000000743 Chmp1a
209 ENSMUST00000000759.8 0.191228062829087 e8.5 2 ENSMUSG00000000743 Chmp1a
210 ENSMUST00000000759.8 0.847355070847623 e9.5 2 ENSMUSG00000000743 Chmp1a
214 ENSMUST00000000776.14 -0.815540283869443 e7.5 2 ENSMUSG00000000759 Tubgcp3
215 ENSMUST00000000776.14 0.47961755365576 e8.5 2 ENSMUSG00000000759 Tubgcp3
216 ENSMUST00000000776.14 0.23999921948253 e9.5 2 ENSMUSG00000000759 Tubgcp3
223 ENSMUST00000000809.2 -1.19614511540957 e7.5 2 ENSMUSG00000000792 Slc5a5
224 ENSMUST00000000809.2 0.203641676534782 e8.5 2 ENSMUSG00000000792 Slc5a5
225 ENSMUST00000000809.2 0.951775103567829 e9.5 2 ENSMUSG00000000792 Slc5a5
226 ENSMUST00000000821.14 -0.972574775599091 e7.5 2 ENSMUSG00000000804 Usp32
227 ENSMUST00000000821.14 0.135405320320707 e8.5 2 ENSMUSG00000000804 Usp32
228 ENSMUST00000000821.14 0.810088391214243 e9.5 2 ENSMUSG00000000804 Usp32
241 ENSMUST00000000896.10 -0.650310071368716 e7.5 2 ENSMUSG00000000876 Pxmp4
242 ENSMUST00000000896.10 -0.504416346686998 e8.5 2 ENSMUSG00000000876 Pxmp4
243 ENSMUST00000000896.10 1.25560968739311 e9.5 2 ENSMUSG00000000876 Pxmp4
244 ENSMUST00000000904.14 -0.218821937066148 e7.5 2 ENSMUSG00000000884 Gnb1l
245 ENSMUST00000000904.14 -0.198640466175668 e8.5 2 ENSMUSG00000000884 Gnb1l
246 ENSMUST00000000904.14 0.45719049647695 e9.5 2 ENSMUSG00000000884 Gnb1l
247 ENSMUST00000000924.12 -1.11736626675446 e7.5 2 ENSMUSG00000000901 Mmp11
248 ENSMUST00000000924.12 0.0678929803422279 e8.5 2 ENSMUSG00000000901 Mmp11
249 ENSMUST00000000924.12 1.03589469034379 e9.5 2 ENSMUSG00000000901 Mmp11
250 ENSMUST00000000925.9 -0.841547402096593 e7.5 2 ENSMUSG00000000902 Smarcb1
251 ENSMUST00000000925.9 0.037082325175405 e8.5 2 ENSMUSG00000000902 Smarcb1
252 ENSMUST00000000925.9 0.797048611886107 e9.5 2 ENSMUSG00000000902 Smarcb1
262 ENSMUST00000000985.6 -0.470346661882888 e7.5 2 ENSMUSG00000000959 Oxa1l
263 ENSMUST00000000985.6 -0.136377162403681 e8.5 2 ENSMUSG00000000959 Oxa1l
264 ENSMUST00000000985.6 0.633999256767307 e9.5 2 ENSMUSG00000000959 Oxa1l
274 ENSMUST00000001040.6 -0.88036865617286 e7.5 2 ENSMUSG00000001014 Icam4
275 ENSMUST00000001040.6 -0.192749286400483 e8.5 2 ENSMUSG00000001014 Icam4
276 ENSMUST00000001040.6 1.11166779985344 e9.5 2 ENSMUSG00000001014 Icam4
289 ENSMUST00000001055.14 -0.814113589423011 e7.5 2 ENSMUSG00000001029 Icam2
290 ENSMUST00000001055.14 -0.361342830696661 e8.5 2 ENSMUSG00000001029 Icam2
291 ENSMUST00000001055.14 1.247724986259 e9.5 2 ENSMUSG00000001029 Icam2
319 ENSMUST00000001126.3 -0.883456850523919 e7.5 2 ENSMUSG00000020829 Slc46a1
320 ENSMUST00000001126.3 -0.0844243882932171 e8.5 2 ENSMUSG00000020829 Slc46a1
321 ENSMUST00000001126.3 0.984766116475779 e9.5 2 ENSMUSG00000020829 Slc46a1
322 ENSMUST00000001127.10 -1.14325132584175 e7.5 2 ENSMUSG00000001100 Poldip2
323 ENSMUST00000001127.10 0.132262039281217 e8.5 2 ENSMUSG00000001100 Poldip2
324 ENSMUST00000001127.10 0.984536878704288 e9.5 2 ENSMUSG00000001100 Poldip2
325 ENSMUST00000001147.4 -0.851576295912924 e7.5 2 ENSMUSG00000001119 Col6a1
326 ENSMUST00000001147.4 -0.351632732414006 e8.5 2 ENSMUSG00000001119 Col6a1
327 ENSMUST00000001147.4 1.27353557480973 e9.5 2 ENSMUSG00000001119 Col6a1
328 ENSMUST00000001148.10 -0.754560567365802 e7.5 2 ENSMUSG00000001120 Pcbp3
329 ENSMUST00000001148.10 -0.219615356210013 e8.5 2 ENSMUSG00000001120 Pcbp3
330 ENSMUST00000001148.10 1.01809899481782 e9.5 2 ENSMUSG00000001120 Pcbp3
337 ENSMUST00000001166.13 -0.435270469491445 e7.5 2 ENSMUSG00000001138 Cnnm3
338 ENSMUST00000001166.13 -0.378526345168142 e8.5 2 ENSMUSG00000001138 Cnnm3
339 ENSMUST00000001166.13 0.889502083693214 e9.5 2 ENSMUSG00000001138 Cnnm3
349 ENSMUST00000001181.12 -0.91721292803953 e7.5 2 ENSMUSG00000020241 Col6a2
350 ENSMUST00000001181.12 -0.238126373841775 e8.5 2 ENSMUSG00000020241 Col6a2
351 ENSMUST00000001181.12 1.20296457664966 e9.5 2 ENSMUSG00000020241 Col6a2
355 ENSMUST00000001185.13 -0.424412035354445 e7.5 2 ENSMUSG00000001157 Gmcl1
356 ENSMUST00000001185.13 -0.353432456145189 e8.5 2 ENSMUSG00000001157 Gmcl1
357 ENSMUST00000001185.13 0.848530982728673 e9.5 2 ENSMUSG00000001157 Gmcl1
361 ENSMUST00000001187.14 0.148849550445775 e7.5 2 ENSMUSG00000029994 Anxa4
362 ENSMUST00000001187.14 -0.141339335794493 e8.5 2 ENSMUSG00000029994 Anxa4
363 ENSMUST00000001187.14 0.0207576525076163 e9.5 2 ENSMUSG00000029994 Anxa4
367 ENSMUST00000001226.10 -1.18435741894456 e7.5 2 ENSMUSG00000022436 Sh3bp1
368 ENSMUST00000001226.10 0.161203985710295 e8.5 2 ENSMUSG00000022436 Sh3bp1
369 ENSMUST00000001226.10 0.990912636092202 e9.5 2 ENSMUSG00000022436 Sh3bp1
373 ENSMUST00000001242.8 -0.694242177666464 e7.5 2 ENSMUSG00000053329 Gatd3a
374 ENSMUST00000001242.8 -0.518354280141015 e8.5 2 ENSMUSG00000053329 Gatd3a
375 ENSMUST00000001242.8 1.31626731383568 e9.5 2 ENSMUSG00000053329 Gatd3a
376 ENSMUST00000001253.7 -0.597771113223932 e7.5 2 ENSMUSG00000020651 Slc26a4
377 ENSMUST00000001253.7 -0.538433572605176 e8.5 2 ENSMUSG00000020651 Slc26a4
378 ENSMUST00000001253.7 1.24389140035014 e9.5 2 ENSMUSG00000020651 Slc26a4
388 ENSMUST00000001280.13 -0.28584137184482 e7.5 2 ENSMUSG00000001248 Gramd1a
389 ENSMUST00000001280.13 -0.601806461820338 e8.5 2 ENSMUSG00000001248 Gramd1a
390 ENSMUST00000001280.13 1.00800912602923 e9.5 2 ENSMUSG00000001248 Gramd1a
415 ENSMUST00000001347.6 -0.979015779745324 e7.5 2 ENSMUSG00000001313 Rnd2
416 ENSMUST00000001347.6 -0.314216306641527 e8.5 2 ENSMUSG00000001313 Rnd2
417 ENSMUST00000001347.6 1.35607534771516 e9.5 2 ENSMUSG00000001313 Rnd2
418 ENSMUST00000001402.13 -0.675256870044872 e7.5 2 ENSMUSG00000001366 Fbxo9
419 ENSMUST00000001402.13 -0.257110927327054 e8.5 2 ENSMUSG00000001366 Fbxo9
420 ENSMUST00000001402.13 0.983789982837337 e9.5 2 ENSMUSG00000001366 Fbxo9
436 ENSMUST00000001454.13 0.22952002626586 e7.5 2 ENSMUSG00000001418 Glmp
437 ENSMUST00000001454.13 -0.385117140648046 e8.5 2 ENSMUSG00000001418 Glmp
438 ENSMUST00000001454.13 0.232620542511796 e9.5 2 ENSMUSG00000001418 Glmp
454 ENSMUST00000001507.4 -1.11444219722295 e7.5 2 ENSMUSG00000001467 Cyp51
455 ENSMUST00000001507.4 0.336419154623386 e8.5 2 ENSMUSG00000001467 Cyp51
456 ENSMUST00000001507.4 0.710739211674887 e9.5 2 ENSMUSG00000001467 Cyp51
460 ENSMUST00000001520.12 -0.939468172041406 e7.5 2 ENSMUSG00000031967 Afg3l1
461 ENSMUST00000001520.12 0.0178687988796517 e8.5 2 ENSMUSG00000031967 Afg3l1
462 ENSMUST00000001520.12 0.918025613385823 e9.5 2 ENSMUSG00000031967 Afg3l1
466 ENSMUST00000001544.11 -0.453488517321821 e7.5 2 ENSMUSG00000023186 Vwa5a
467 ENSMUST00000001544.11 -0.443592517210617 e8.5 2 ENSMUSG00000023186 Vwa5a
468 ENSMUST00000001544.11 0.985799537974561 e9.5 2 ENSMUSG00000023186 Vwa5a
469 ENSMUST00000001547.7 -0.852768153124222 e7.5 2 ENSMUSG00000001506 Col1a1
470 ENSMUST00000001547.7 -0.103504973272923 e8.5 2 ENSMUSG00000001506 Col1a1
471 ENSMUST00000001547.7 0.97697412105173 e9.5 2 ENSMUSG00000001506 Col1a1
490 ENSMUST00000001583.7 -0.830052266989327 e7.5 2 ENSMUSG00000001542 Ell2
491 ENSMUST00000001583.7 -0.362443037321109 e8.5 2 ENSMUSG00000001542 Ell2
492 ENSMUST00000001583.7 1.26498391177466 e9.5 2 ENSMUSG00000001542 Ell2
496 ENSMUST00000001595.9 -1.13942924859699 e7.5 2 ENSMUSG00000001555 Fkbp10
497 ENSMUST00000001595.9 0.152359210403227 e8.5 2 ENSMUSG00000001555 Fkbp10
498 ENSMUST00000001595.9 0.956598196113122 e9.5 2 ENSMUSG00000001555 Fkbp10
517 ENSMUST00000001699.7 -0.935758151211089 e7.5 2 ENSMUSG00000022484 Hoxc10
518 ENSMUST00000001699.7 -0.166372312964245 e8.5 2 ENSMUSG00000022484 Hoxc10
519 ENSMUST00000001699.7 1.13540492676818 e9.5 2 ENSMUSG00000022484 Hoxc10
520 ENSMUST00000001700.6 -0.610226651305512 e7.5 2 ENSMUSG00000001655 Hoxc13
521 ENSMUST00000001700.6 -0.521760659008198 e8.5 2 ENSMUSG00000001655 Hoxc13
522 ENSMUST00000001700.6 1.23633944211535 e9.5 2 ENSMUSG00000001655 Hoxc13
526 ENSMUST00000001711.5 -1.05135114550863 e7.5 2 ENSMUSG00000001661 Hoxc6
527 ENSMUST00000001711.5 -0.0245076777685009 e8.5 2 ENSMUSG00000001661 Hoxc6
528 ENSMUST00000001711.5 1.08076035883083 e9.5 2 ENSMUSG00000001661 Hoxc6
529 ENSMUST00000001712.7 -0.352223411419827 e7.5 2 ENSMUSG00000020196 Cabin1
530 ENSMUST00000001712.7 0.217793237896101 e8.5 2 ENSMUSG00000020196 Cabin1
531 ENSMUST00000001712.7 0.0908715259445047 e9.5 2 ENSMUSG00000020196 Cabin1
532 ENSMUST00000001715.9 -0.657235103320686 e7.5 2 ENSMUSG00000001665 Gstt3
533 ENSMUST00000001715.9 -0.201238059431389 e8.5 2 ENSMUSG00000001665 Gstt3
534 ENSMUST00000001715.9 0.898720774638353 e9.5 2 ENSMUSG00000001665 Gstt3
535 ENSMUST00000001716.7 -0.682135697580428 e7.5 2 ENSMUSG00000001666 Ddt
536 ENSMUST00000001716.7 -0.270260262589891 e8.5 2 ENSMUSG00000001666 Ddt
537 ENSMUST00000001716.7 1.0064480126883 e9.5 2 ENSMUSG00000001666 Ddt
538 ENSMUST00000001722.13 -1.02009717935648 e7.5 2 ENSMUSG00000001672 Marveld3
539 ENSMUST00000001722.13 -0.0798085633220914 e8.5 2 ENSMUSG00000001672 Marveld3
540 ENSMUST00000001722.13 1.11586745534299 e9.5 2 ENSMUSG00000001672 Marveld3
553 ENSMUST00000001802.9 -0.427936111037904 e7.5 2 ENSMUSG00000001751 Naglu
554 ENSMUST00000001802.9 -0.492679934519975 e8.5 2 ENSMUSG00000001751 Naglu
555 ENSMUST00000001802.9 1.01915203246187 e9.5 2 ENSMUSG00000001751 Naglu
562 ENSMUST00000001812.4 -1.10001132505235 e7.5 2 ENSMUSG00000001761 Smo
563 ENSMUST00000001812.4 0.837633519646271 e8.5 2 ENSMUSG00000001761 Smo
564 ENSMUST00000001812.4 0.0948511014768294 e9.5 2 ENSMUSG00000001761 Smo
580 ENSMUST00000001845.12 -0.861026468106968 e7.5 2 ENSMUSG00000001794 Capns1
581 ENSMUST00000001845.12 -0.0509455224382288 e8.5 2 ENSMUSG00000001794 Capns1
582 ENSMUST00000001845.12 0.922161095032842 e9.5 2 ENSMUSG00000001794 Capns1
598 ENSMUST00000001965.13 -0.517577854132532 e7.5 2 ENSMUSG00000001901 Kcnh6
599 ENSMUST00000001965.13 -0.654695900880965 e8.5 2 ENSMUSG00000001901 Kcnh6
600 ENSMUST00000001965.13 1.30321293518969 e9.5 2 ENSMUSG00000001901 Kcnh6
610 ENSMUST00000002007.4 -0.74230890652574 e7.5 2 ENSMUSG00000001942 Siae
611 ENSMUST00000002007.4 -0.197471713128532 e8.5 2 ENSMUSG00000001942 Siae
612 ENSMUST00000002007.4 0.979274962279979 e9.5 2 ENSMUSG00000001942 Siae
619 ENSMUST00000002029.12 -1.1972331633847 e7.5 2 ENSMUSG00000001964 Emd
620 ENSMUST00000002029.12 0.457348636959791 e8.5 2 ENSMUSG00000001964 Emd
621 ENSMUST00000002029.12 0.648414799032957 e9.5 2 ENSMUSG00000001964 Emd
628 ENSMUST00000002048.7 -0.94983289370549 e7.5 2 ENSMUSG00000001983 Taco1
629 ENSMUST00000002048.7 0.679966414877651 e8.5 2 ENSMUSG00000001983 Taco1
630 ENSMUST00000002048.7 0.133873195852311 e9.5 2 ENSMUSG00000001983 Taco1
637 ENSMUST00000002084.13 -0.88667444524791 e7.5 2 ENSMUSG00000031378 Abcd1
638 ENSMUST00000002084.13 -0.357730654464161 e8.5 2 ENSMUSG00000031378 Abcd1
639 ENSMUST00000002084.13 1.3159512306049 e9.5 2 ENSMUSG00000031378 Abcd1
643 ENSMUST00000002091.5 -0.67818053626743 e7.5 2 ENSMUSG00000002015 Bcap31
644 ENSMUST00000002091.5 -0.511979124222461 e8.5 2 ENSMUSG00000002015 Bcap31
645 ENSMUST00000002091.5 1.29255548533438 e9.5 2 ENSMUSG00000002015 Bcap31
646 ENSMUST00000002095.10 -1.03312920029084 e7.5 2 ENSMUSG00000002028 Kmt2a
647 ENSMUST00000002095.10 0.316833049147297 e8.5 2 ENSMUSG00000002028 Kmt2a
648 ENSMUST00000002095.10 0.652929541314083 e9.5 2 ENSMUSG00000002028 Kmt2a
655 ENSMUST00000002127.13 -1.01676843990016 e7.5 2 ENSMUSG00000002058 Unc119
656 ENSMUST00000002127.13 -0.212948484050463 e8.5 2 ENSMUSG00000002058 Unc119
657 ENSMUST00000002127.13 1.27230662076071 e9.5 2 ENSMUSG00000002058 Unc119
658 ENSMUST00000002128.13 -1.11937179249754 e7.5 2 ENSMUSG00000002059 Rab34
659 ENSMUST00000002128.13 0.382602183807318 e8.5 2 ENSMUSG00000002059 Rab34
660 ENSMUST00000002128.13 0.66024917192876 e9.5 2 ENSMUSG00000002059 Rab34
664 ENSMUST00000002152.12 -0.606693725209058 e7.5 2 ENSMUSG00000002083 Bbc3
665 ENSMUST00000002152.12 0.120468390175902 e8.5 2 ENSMUSG00000002083 Bbc3
666 ENSMUST00000002152.12 0.462131656997977 e9.5 2 ENSMUSG00000002083 Bbc3
682 ENSMUST00000002275.14 -1.1051445146649 e7.5 2 ENSMUSG00000002205 Vrk3
683 ENSMUST00000002275.14 0.147326363431441 e8.5 2 ENSMUSG00000002205 Vrk3
684 ENSMUST00000002275.14 0.928352878547171 e9.5 2 ENSMUSG00000002205 Vrk3
688 ENSMUST00000002284.10 0.0231696365539544 e7.5 2 ENSMUSG00000046223 Plaur
689 ENSMUST00000002284.10 -0.313972395073051 e8.5 2 ENSMUSG00000046223 Plaur
690 ENSMUST00000002284.10 0.353597237533707 e9.5 2 ENSMUSG00000046223 Plaur
703 ENSMUST00000002303.11 -0.895145663433175 e7.5 2 ENSMUSG00000002233 Rhoc
704 ENSMUST00000002303.11 -0.303282427581376 e8.5 2 ENSMUSG00000002233 Rhoc
705 ENSMUST00000002303.11 1.25908457653083 e9.5 2 ENSMUSG00000002233 Rhoc
712 ENSMUST00000002336.15 -1.09119095210975 e7.5 2 ENSMUSG00000002266 Zim1
713 ENSMUST00000002336.15 -0.0804151826706263 e8.5 2 ENSMUSG00000002266 Zim1
714 ENSMUST00000002336.15 1.1876891713145 e9.5 2 ENSMUSG00000002266 Zim1
715 ENSMUST00000002344.6 -0.50775994650073 e7.5 2 ENSMUSG00000002274 Metrn
716 ENSMUST00000002344.6 -0.140005742464689 e8.5 2 ENSMUSG00000002274 Metrn
717 ENSMUST00000002344.6 0.675766837458357 e9.5 2 ENSMUSG00000002274 Metrn
724 ENSMUST00000002379.14 -0.364106540040101 e7.5 2 ENSMUSG00000002308 Cd320
725 ENSMUST00000002379.14 -0.687349031907132 e8.5 2 ENSMUSG00000002308 Cd320
726 ENSMUST00000002379.14 1.18892537832866 e9.5 2 ENSMUSG00000002308 Cd320
730 ENSMUST00000002391.14 -0.269402522407182 e7.5 2 ENSMUSG00000002320 Tm9sf1
731 ENSMUST00000002391.14 0.394183621726386 e8.5 2 ENSMUSG00000002320 Tm9sf1
732 ENSMUST00000002391.14 -0.20361782366448 e9.5 2 ENSMUSG00000002320 Tm9sf1
733 ENSMUST00000002395.7 -1.09522680708842 e7.5 2 ENSMUSG00000002324 Rec8
734 ENSMUST00000002395.7 -0.087578816289363 e8.5 2 ENSMUSG00000002324 Rec8
735 ENSMUST00000002395.7 1.20032138663565 e9.5 2 ENSMUSG00000002324 Rec8
739 ENSMUST00000002398.8 -0.540087611045062 e7.5 2 ENSMUSG00000022220 Adcy4
740 ENSMUST00000002398.8 -0.357378550290229 e8.5 2 ENSMUSG00000022220 Adcy4
741 ENSMUST00000002398.8 0.968941871393337 e9.5 2 ENSMUSG00000022220 Adcy4
763 ENSMUST00000002457.1 -1.29987363935993 e7.5 2 ENSMUSG00000002384 Bmp8b
764 ENSMUST00000002457.1 0.75935600001728 e8.5 2 ENSMUSG00000002384 Bmp8b
765 ENSMUST00000002457.1 0.388646439339193 e9.5 2 ENSMUSG00000002384 Bmp8b
781 ENSMUST00000002518.8 -1.09194023720896 e7.5 2 ENSMUSG00000054452 Tle5
782 ENSMUST00000002518.8 -0.0216640274931401 e8.5 2 ENSMUSG00000054452 Tle5
783 ENSMUST00000002518.8 1.11793707020072 e9.5 2 ENSMUSG00000054452 Tle5
793 ENSMUST00000002572.5 -0.583612380666315 e7.5 2 ENSMUSG00000002504 Slc9a3r2
