"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","weight"
"110613","60.6693378","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000027952","false","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000027952","0.0327508806458495"
"114709","34.26052364","interacts with","ENSMUSG00000038482 (interacts with) ENSMUSG00000039768","false","interacts with","ENSMUSG00000038482 (interacts with) ENSMUSG00000039768","0.0203126384427967"
"114713","52.84308053","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000030881","false","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000030881","0.020309570273685"
"114716","57.70143246","interacts with","ENSMUSG00000004099 (interacts with) ENSMUSG00000000420","false","interacts with","ENSMUSG00000004099 (interacts with) ENSMUSG00000000420","0.0202995089931551"
"110620","67.88642204","interacts with","ENSMUSG00000044791 (interacts with) ENSMUSG00000029467","false","interacts with","ENSMUSG00000044791 (interacts with) ENSMUSG00000029467","0.0326929112956888"
"110621","105.85434622","interacts with","ENSMUSG00000050966 (interacts with) ENSMUSG00000020098","false","interacts with","ENSMUSG00000050966 (interacts with) ENSMUSG00000020098","0.0326879204030505"
"110625","28.8283769","interacts with","ENSMUSG00000001472 (interacts with) ENSMUSG00000032115","false","interacts with","ENSMUSG00000001472 (interacts with) ENSMUSG00000032115","0.0326602917073807"
"110627","27.14265577","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000022295","false","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000022295","0.0326188855429374"
"114723","10.16942269","interacts with","ENSMUSG00000090083 (interacts with) ENSMUSG00000021546","false","interacts with","ENSMUSG00000090083 (interacts with) ENSMUSG00000021546","0.0202887328416983"
"110634","17.21775411","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000010760","false","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000010760","0.0325738776047198"
"110633","13.59121996","interacts with","ENSMUSG00000021546 (interacts with) ENSMUSG00000026202","false","interacts with","ENSMUSG00000021546 (interacts with) ENSMUSG00000026202","0.0325953170474343"
"114729","223.6836558","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000027201","false","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000027201","0.0202825182796115"
"110635","39.15071313","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000027952","false","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000027952","0.03257051472828"
"114734","68.77059001","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000037851","false","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000037851","0.0202722143853762"
"114736","158.91370967","interacts with","ENSMUSG00000007415 (interacts with) ENSMUSG00000031134","false","interacts with","ENSMUSG00000007415 (interacts with) ENSMUSG00000031134","0.0202698927882727"
"110642","25.48388573","interacts with","ENSMUSG00000007415 (interacts with) ENSMUSG00000000420","false","interacts with","ENSMUSG00000007415 (interacts with) ENSMUSG00000000420","0.0324892789608812"
"110644","45.83378262","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000037351","false","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000037351","0.0324836959390117"
"110643","58.46387257","interacts with","ENSMUSG00000031134 (interacts with) ENSMUSG00000022295","false","interacts with","ENSMUSG00000031134 (interacts with) ENSMUSG00000022295","0.0324850417176901"
"110646","52.3033232","interacts with","ENSMUSG00000007415 (interacts with) ENSMUSG00000013787","false","interacts with","ENSMUSG00000007415 (interacts with) ENSMUSG00000013787","0.0324612158032796"
"114744","174.34708152","interacts with","ENSMUSG00000056758 (interacts with) ENSMUSG00000033721","false","interacts with","ENSMUSG00000056758 (interacts with) ENSMUSG00000033721","0.0202540508280896"
"110650","72.44247502","interacts with","ENSMUSG00000013787 (interacts with) ENSMUSG00000020840","false","interacts with","ENSMUSG00000013787 (interacts with) ENSMUSG00000020840","0.0324429801802132"
"114746","62.06539882","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000026605","false","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000026605","0.0202466892720969"
"110651","13.78752935","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000021546","false","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000021546","0.032426507126171"
"114752","35.66882358","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000041431","false","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000041431","0.0202362079465303"
"114751","37.33662247","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000038388","false","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000038388","0.0202367896439033"
"114754","72.85057369","interacts with","ENSMUSG00000057113 (interacts with) ENSMUSG00000026646","false","interacts with","ENSMUSG00000057113 (interacts with) ENSMUSG00000026646","0.02023454136784"
"114756","38.31804644","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000035799","false","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000035799","0.0202256855198574"
"110661","135.46039031","interacts with","ENSMUSG00000027478 (interacts with) ENSMUSG00000020986","false","interacts with","ENSMUSG00000027478 (interacts with) ENSMUSG00000020986","0.0323509599376295"
"114759","80.88302911","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000007415","false","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000007415","0.0202198615747784"
"114764","63.43859334","interacts with","ENSMUSG00000029994 (interacts with) ENSMUSG00000036112","false","interacts with","ENSMUSG00000029994 (interacts with) ENSMUSG00000036112","0.0202114024398069"
"110669","47.9860647","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000039952","false","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000039952","0.032310335075129"
"114765","56.90044204","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000058258","false","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000058258","0.0202098333592543"
"114767","45.00024989","interacts with","ENSMUSG00000042507 (interacts with) ENSMUSG00000058006","false","interacts with","ENSMUSG00000042507 (interacts with) ENSMUSG00000058006","0.0202044709069205"
"110677","18.56292072","interacts with","ENSMUSG00000021546 (interacts with) ENSMUSG00000022865","false","interacts with","ENSMUSG00000021546 (interacts with) ENSMUSG00000022865","0.0322771571679052"
"110679","80.67478615","interacts with","ENSMUSG00000026605 (interacts with) ENSMUSG00000021469","false","interacts with","ENSMUSG00000026605 (interacts with) ENSMUSG00000021469","0.0322649650764756"
"110682","33.2618315","interacts with","ENSMUSG00000022914 (interacts with) ENSMUSG00000071847","false","interacts with","ENSMUSG00000022914 (interacts with) ENSMUSG00000071847","0.0322486403283539"
"114777","51.31387242","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000001228","false","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000001228","0.0201808663439187"
"110681","60.23250577","interacts with","ENSMUSG00000015522 (interacts with) ENSMUSG00000036112","false","interacts with","ENSMUSG00000015522 (interacts with) ENSMUSG00000036112","0.0322513622233895"
"110684","38.79524624","interacts with","ENSMUSG00000026234 (interacts with) ENSMUSG00000027952","false","interacts with","ENSMUSG00000026234 (interacts with) ENSMUSG00000027952","0.0322407890126207"
"110686","25.22285528","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000026202","false","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000026202","0.0322362376324661"
"110688","46.14560454","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000093930","false","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000093930","0.0322266793817611"
"114792","57.64453986","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000038178","false","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000038178","0.0201704463044044"
"110695","29.45769395","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000030986","false","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000030986","0.0321614009806691"
"114795","79.79959098","interacts with","ENSMUSG00000032113 (interacts with) ENSMUSG00000024947","false","interacts with","ENSMUSG00000032113 (interacts with) ENSMUSG00000024947","0.0201683501697225"
"114799","27.23437475","interacts with","ENSMUSG00000035478 (interacts with) ENSMUSG00000041837","false","interacts with","ENSMUSG00000035478 (interacts with) ENSMUSG00000041837","0.0201641468168365"
"110705","49.32717108","interacts with","ENSMUSG00000035799 (interacts with) ENSMUSG00000030986","false","interacts with","ENSMUSG00000035799 (interacts with) ENSMUSG00000030986","0.0321152843599595"
"114804","57.43929033","interacts with","ENSMUSG00000004099 (interacts with) ENSMUSG00000032254","false","interacts with","ENSMUSG00000004099 (interacts with) ENSMUSG00000032254","0.0201529336416936"
"114812","30.41602847","interacts with","ENSMUSG00000057113 (interacts with) ENSMUSG00000037851","false","interacts with","ENSMUSG00000057113 (interacts with) ENSMUSG00000037851","0.0201471204813892"
"114814","64.11682089","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000093930","false","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000093930","0.020143190347577"
"110717","60.6693378","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000028809","false","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000028809","0.0320144558212688"
"114816","31.07986419","interacts with","ENSMUSG00000029994 (interacts with) ENSMUSG00000033227","false","interacts with","ENSMUSG00000029994 (interacts with) ENSMUSG00000033227","0.020142264122221"
"110720","22.30293731","interacts with","ENSMUSG00000035799 (interacts with) ENSMUSG00000036580","false","interacts with","ENSMUSG00000035799 (interacts with) ENSMUSG00000036580","0.0320086991305656"
"114818","26.55991876","interacts with","ENSMUSG00000026605 (interacts with) ENSMUSG00000022865","false","interacts with","ENSMUSG00000026605 (interacts with) ENSMUSG00000022865","0.020133381603762"
"110724","41.76750249","interacts with","ENSMUSG00000090083 (interacts with) ENSMUSG00000046432","false","interacts with","ENSMUSG00000090083 (interacts with) ENSMUSG00000046432","0.0319971168912085"
"110729","28.12429174","interacts with","ENSMUSG00000032113 (interacts with) ENSMUSG00000048087","false","interacts with","ENSMUSG00000032113 (interacts with) ENSMUSG00000048087","0.0319615216681528"
"114830","106.64699053","interacts with","ENSMUSG00000015522 (interacts with) ENSMUSG00000022841","false","interacts with","ENSMUSG00000015522 (interacts with) ENSMUSG00000022841","0.020114876879515"
"110735","54.19027422","interacts with","ENSMUSG00000071771 (interacts with) ENSMUSG00000001642","false","interacts with","ENSMUSG00000071771 (interacts with) ENSMUSG00000001642","0.0319259989345551"
"114839","44.61219807","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000046432","false","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000046432","0.0201056195365705"
"114842","130.32382946","interacts with","ENSMUSG00000042507 (interacts with) ENSMUSG00000029014","false","interacts with","ENSMUSG00000042507 (interacts with) ENSMUSG00000029014","0.0201030669840383"
"110745","64.79290455","interacts with","ENSMUSG00000031422 (interacts with) ENSMUSG00000035504","false","interacts with","ENSMUSG00000031422 (interacts with) ENSMUSG00000035504","0.0318127348790503"
"114846","49.18091333","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000040029","false","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000040029","0.0200937411133105"
"110754","112.20234037","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000042557","false","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000042557","0.0317370458183323"
"114850","115.24835108","interacts with","ENSMUSG00000050966 (interacts with) ENSMUSG00000034042","false","interacts with","ENSMUSG00000050966 (interacts with) ENSMUSG00000034042","0.0200818511840559"
"114849","89.22890801","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000035212","false","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000035212","0.0200840957336047"
"110757","58.17043951","interacts with","ENSMUSG00000031161 (interacts with) ENSMUSG00000035504","false","interacts with","ENSMUSG00000031161 (interacts with) ENSMUSG00000035504","0.0317172838627638"
"114860","42.63877329","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000078521","false","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000078521","0.0200642230222586"
"114862","58.19105358","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000024947","false","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000024947","0.0200633556875732"
"110765","69.40273128","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000041837","false","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000041837","0.0316513048829229"
"114861","43.54926023","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000025203","false","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000025203","0.0200639422530313"
"114863","72.41984129","interacts with","ENSMUSG00000026646 (interacts with) ENSMUSG00000035212","false","interacts with","ENSMUSG00000026646 (interacts with) ENSMUSG00000035212","0.0200631983386207"
"110769","24.82943409","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000046550","false","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000046550","0.0316215627429963"
"114867","45.44786251","interacts with","ENSMUSG00000007415 (interacts with) ENSMUSG00000024947","false","interacts with","ENSMUSG00000007415 (interacts with) ENSMUSG00000024947","0.0200608562835184"
"114869","36.47721918","interacts with","ENSMUSG00000032113 (interacts with) ENSMUSG00000040029","false","interacts with","ENSMUSG00000032113 (interacts with) ENSMUSG00000040029","0.0200595151950154"
"114874","506.85604689","interacts with","ENSMUSG00000056758 (interacts with) ENSMUSG00000041215","false","interacts with","ENSMUSG00000056758 (interacts with) ENSMUSG00000041215","0.0200548254108857"
"114873","60.1885978","interacts with","ENSMUSG00000026234 (interacts with) ENSMUSG00000032115","false","interacts with","ENSMUSG00000026234 (interacts with) ENSMUSG00000032115","0.0200548859819854"
"110782","25.9836215","interacts with","ENSMUSG00000026605 (interacts with) ENSMUSG00000048087","false","interacts with","ENSMUSG00000026605 (interacts with) ENSMUSG00000048087","0.0315331241153701"
"114878","37.76948534","interacts with","ENSMUSG00000071770 (interacts with) ENSMUSG00000041431","false","interacts with","ENSMUSG00000071770 (interacts with) ENSMUSG00000041431","0.020050021294205"
"114880","158.51249187","interacts with","ENSMUSG00000031131 (interacts with) ENSMUSG00000055612","false","interacts with","ENSMUSG00000031131 (interacts with) ENSMUSG00000055612","0.0200494571949335"
"114879","93.36852895","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000027478","false","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000027478","0.0200495710524073"
"114881","71.86444464","interacts with","ENSMUSG00000042507 (interacts with) ENSMUSG00000031131","false","interacts with","ENSMUSG00000042507 (interacts with) ENSMUSG00000031131","0.0200489640270103"
"110787","107.02638703","interacts with","ENSMUSG00000031134 (interacts with) ENSMUSG00000037434","false","interacts with","ENSMUSG00000031134 (interacts with) ENSMUSG00000037434","0.0314978456906783"
"110790","51.58979242","interacts with","ENSMUSG00000050966 (interacts with) ENSMUSG00000032348","false","interacts with","ENSMUSG00000050966 (interacts with) ENSMUSG00000032348","0.0314716823078775"
"114885","74.12608896","interacts with","ENSMUSG00000013787 (interacts with) ENSMUSG00000019478","false","interacts with","ENSMUSG00000013787 (interacts with) ENSMUSG00000019478","0.0200451445255883"
"110789","32.91036931","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000034165","false","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000034165","0.0314772771897781"
"110792","36.35065646","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000007850","false","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000007850","0.0314666166603095"
"110794","49.01130215","interacts with","ENSMUSG00000003233 (interacts with) ENSMUSG00000063229","false","interacts with","ENSMUSG00000003233 (interacts with) ENSMUSG00000063229","0.0314626617547793"
"114892","41.62884061","interacts with","ENSMUSG00000026234 (interacts with) ENSMUSG00000041837","false","interacts with","ENSMUSG00000026234 (interacts with) ENSMUSG00000041837","0.0200362227251595"
"110795","38.72651921","interacts with","ENSMUSG00000022914 (interacts with) ENSMUSG00000031422","false","interacts with","ENSMUSG00000022914 (interacts with) ENSMUSG00000031422","0.0314524204562628"
"110800","16.54468397","interacts with","ENSMUSG00000029994 (interacts with) ENSMUSG00000021546","false","interacts with","ENSMUSG00000029994 (interacts with) ENSMUSG00000021546","0.0314294408437003"
"110802","12.42927912","interacts with","ENSMUSG00000026646 (interacts with) ENSMUSG00000029591","false","interacts with","ENSMUSG00000026646 (interacts with) ENSMUSG00000029591","0.0314219487935181"
"114900","36.29387415","interacts with","ENSMUSG00000004099 (interacts with) ENSMUSG00000035365","false","interacts with","ENSMUSG00000004099 (interacts with) ENSMUSG00000035365","0.0200242447520633"
"114902","14.76662122","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000026234","false","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000026234","0.0200228244425856"
"114903","37.31308048","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000039831","false","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000039831","0.0200222520058655"
"114907","135.28327747","interacts with","ENSMUSG00000027478 (interacts with) ENSMUSG00000069539","false","interacts with","ENSMUSG00000027478 (interacts with) ENSMUSG00000069539","0.0200207401247863"
"110814","36.98137525","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000032115","false","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000032115","0.0313718639278889"
"110813","29.4872652","interacts with","ENSMUSG00000026234 (interacts with) ENSMUSG00000042719","false","interacts with","ENSMUSG00000026234 (interacts with) ENSMUSG00000042719","0.0313738711620241"
"114914","26.23854144","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000059890","false","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000059890","0.0200170921506732"
"114913","32.03673261","interacts with","ENSMUSG00000026605 (interacts with) ENSMUSG00000059890","false","interacts with","ENSMUSG00000026605 (interacts with) ENSMUSG00000059890","0.0200173570501897"
"110819","25.46273723","interacts with","ENSMUSG00000034042 (interacts with) ENSMUSG00000041936","false","interacts with","ENSMUSG00000034042 (interacts with) ENSMUSG00000041936","0.0313226434267539"
"114918","220.00157839","interacts with","ENSMUSG00000027478 (interacts with) ENSMUSG00000028068","false","interacts with","ENSMUSG00000027478 (interacts with) ENSMUSG00000028068","0.0200127273968218"
"110821","39.30160765","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000032348","false","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000032348","0.0313008965560809"
"110830","22.31261717","interacts with","ENSMUSG00000026646 (interacts with) ENSMUSG00000041837","false","interacts with","ENSMUSG00000026646 (interacts with) ENSMUSG00000041837","0.0312275664215396"
"110829","135.24475783","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000024827","false","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000024827","0.0312323348480092"
"114930","61.25694673","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000032834","false","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000032834","0.0199967601526266"
"114931","46.87243711","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000039831","false","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000039831","0.0199956834487467"
"110841","51.37846804","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000078521","false","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000078521","0.0311742316302172"
"114940","120.17211323","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000009575","false","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000009575","0.0199874794247238"
"114939","42.53828806","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000040029","false","interacts with","ENSMUSG00000027201 (interacts with) ENSMUSG00000040029","0.0199879453380394"
"110843","20.85160866","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000024378","false","interacts with","ENSMUSG00000042557 (interacts with) ENSMUSG00000024378","0.031170460191033"
"114942","83.63329119","interacts with","ENSMUSG00000015522 (interacts with) ENSMUSG00000074182","false","interacts with","ENSMUSG00000015522 (interacts with) ENSMUSG00000074182","0.0199872320577961"
"110850","49.7687915","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000035575","false","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000035575","0.0310716568109114"
"114945","130.32873196","interacts with","ENSMUSG00000027478 (interacts with) ENSMUSG00000040857","false","interacts with","ENSMUSG00000027478 (interacts with) ENSMUSG00000040857","0.019984431458031"
"114950","53.42980717","interacts with","ENSMUSG00000003233 (interacts with) ENSMUSG00000020840","false","interacts with","ENSMUSG00000003233 (interacts with) ENSMUSG00000020840","0.0199767774250999"
"110853","37.04373739","interacts with","ENSMUSG00000035478 (interacts with) ENSMUSG00000038178","false","interacts with","ENSMUSG00000035478 (interacts with) ENSMUSG00000038178","0.0310497717752259"
"110857","43.35572312","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000032115","false","interacts with","ENSMUSG00000041215 (interacts with) ENSMUSG00000032115","0.0310126618978806"
"110859","48.4874112","interacts with","ENSMUSG00000001472 (interacts with) ENSMUSG00000028809","false","interacts with","ENSMUSG00000001472 (interacts with) ENSMUSG00000028809","0.0310050100778506"
"114958","28.33261347","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000033721","false","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000033721","0.0199662226848991"
"114957","57.33100684","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000029014","false","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000029014","0.0199672902389267"
"110865","42.5774058","interacts with","ENSMUSG00000026646 (interacts with) ENSMUSG00000009575","false","interacts with","ENSMUSG00000026646 (interacts with) ENSMUSG00000009575","0.0309749415484206"
"114964","37.20830889","interacts with","ENSMUSG00000035478 (interacts with) ENSMUSG00000036112","false","interacts with","ENSMUSG00000035478 (interacts with) ENSMUSG00000036112","0.0199559074598662"
"110890","20.34900147","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000048087","false","interacts with","ENSMUSG00000025764 (interacts with) ENSMUSG00000048087","0.0308433031750638"
"110891","43.28376473","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000021546","false","interacts with","ENSMUSG00000020098 (interacts with) ENSMUSG00000021546","0.0308325918013556"
"110896","129.72908373","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000009575","false","interacts with","ENSMUSG00000032481 (interacts with) ENSMUSG00000009575","0.0308039490576284"
"110895","67.67923011","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000020964","false","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000020964","0.0308062378466194"
"114993","129.8767324","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000034042","false","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000034042","0.019907665210498"
"114996","52.21907891","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000030811","false","interacts with","ENSMUSG00000029014 (interacts with) ENSMUSG00000030811","0.0199049060758634"
"115004","39.85633755","interacts with","ENSMUSG00000001472 (interacts with) ENSMUSG00000001228","false","interacts with","ENSMUSG00000001472 (interacts with) ENSMUSG00000001228","0.0198976512156834"
"110907","21.00121348","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000025871","false","interacts with","ENSMUSG00000021469 (interacts with) ENSMUSG00000025871","0.0307271161593421"
"115006","66.80245608","interacts with","ENSMUSG00000015522 (interacts with) ENSMUSG00000025195","false","interacts with","ENSMUSG00000015522 (interacts with) ENSMUSG00000025195","0.0198953985727933"
"115008","17.06864406","interacts with","ENSMUSG00000090083 (interacts with) ENSMUSG00000033227","false","interacts with","ENSMUSG00000090083 (interacts with) ENSMUSG00000033227","0.0198938779748288"
"110914","26.20297585","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000007850","false","interacts with","ENSMUSG00000026873 (interacts with) ENSMUSG00000007850","0.0306734152708349"
"110913","75.43319609","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000009575","false","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000009575","0.0306791186965856"
"110915","54.14426362","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000020098","false","interacts with","ENSMUSG00000007872 (interacts with) ENSMUSG00000020098","0.0306560529046577"
"115013","53.7799163","interacts with","ENSMUSG00000003233 (interacts with) ENSMUSG00000024253","false","interacts with","ENSMUSG00000003233 (interacts with) ENSMUSG00000024253","0.0198859069359416"
