"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1011","1","2.44859813","9.11E-5","0.40839695","0.71111111","10","4","false","ENSMUSG00000064179","55.7","10","0","0","0.63785047","false","0","ENSMUSG00000064179","168","0.48859649"
"501","1","1.94392523","0.00445264","0.51442308","0.35947712","18","3","false","ENSMUSG00000023031","57.44444444","18","0","0","0.76401869","false","0","ENSMUSG00000023031","21654","0.27617521"
"3063","1","2.43925234","2.122E-5","0.40996169","0.5","4","4","false","ENSMUSG00000034708","65.25","4","0","0","0.64018692","false","0","ENSMUSG00000034708","66","0.50192308"
"504","1","2.0046729","0.00232966","0.4988345","0.40952381","15","3","false","ENSMUSG00000064039","63.73333333","15","0","0","0.74883178","false","0","ENSMUSG00000064039","15202","0.32188552"
"511","1","2.45327103","9.11E-5","0.40761905","0.71111111","10","4","false","ENSMUSG00000041921","53.7","10","0","0","0.63668224","false","0","ENSMUSG00000041921","168","0.47522124"
"515","1","1.93925234","0.00536705","0.51566265","0.34761905","21","3","false","ENSMUSG00000007209","58.42857143","21","0","0","0.76518692","false","0","ENSMUSG00000007209","24874","0.28363384"
"2054","1","2.31308411","1.6966E-4","0.43232323","0.46666667","6","4","false","ENSMUSG00000027298","53.83333333","6","0","0","0.67172897","false","0","ENSMUSG00000027298","364","0.37529138"
"524","1","1.75700935","0.04575168","0.56914894","0.19131615","69","3","false","ENSMUSG00000002325","22.10447761","69","0","2","0.81074766","false","0","ENSMUSG00000002325","52194","0.11107778"
"525","1","2.3317757","8.413E-5","0.42885772","0.72222222","9","4","false","ENSMUSG00000028207","63.77777778","9","0","0","0.66705607","false","0","ENSMUSG00000028207","266","0.43984674"
"3087","1","2.58411215","2.605E-5","0.38698011","0.0","3","4","false","ENSMUSG00000086040","62.66666667","3","0","0","0.60397196","false","0","ENSMUSG00000086040","96","0.58730159"
"2065","1","2.53271028","4.15E-6","0.39483395","0.66666667","3","4","false","ENSMUSG00000019647","68.33333333","3","0","0","0.61682243","false","0","ENSMUSG00000019647","12","0.60471976"
"2069","1","2.71495327","1.25E-5","0.36833046","0.0","2","4","false","ENSMUSG00000026883","68.0","2","0","0","0.57126168","false","0","ENSMUSG00000026883","36","0.67"
"2581","1","2.87850467","0.0","0.3474026","0.0","1","4","false","ENSMUSG00000030064","44.0","1","0","0","0.53037383","false","0","ENSMUSG00000030064","0","0.0"
"537","1","2.14018692","7.4601E-4","0.46724891","0.38888889","9","3","false","ENSMUSG00000074457","56.22222222","9","0","0","0.71495327","false","0","ENSMUSG00000074457","2876","0.32126984"
"2589","1","2.42990654","4.558E-5","0.41153846","0.33333333","4","4","false","ENSMUSG00000026121","67.0","4","0","0","0.64252336","false","0","ENSMUSG00000026121","160","0.51346154"
"542","1","1.88317757","0.0437855","0.53101737","0.1627907","47","3","false","ENSMUSG00000009248","20.22727273","47","0","3","0.77920561","false","0","ENSMUSG00000009248","16822","0.10499527"
"1057","1","2.5","2.269E-5","0.4","0.66666667","6","4","false","ENSMUSG00000024213","60.0","6","0","0","0.625","false","0","ENSMUSG00000024213","46","0.56074766"
"1059","1","2.44859813","3.351E-5","0.40839695","0.33333333","4","4","false","ENSMUSG00000028128","63.5","4","0","0","0.63785047","false","0","ENSMUSG00000028128","102","0.4980315"
"3619","1","2.79439252","2.241E-5","0.35785953","0.0","2","4","false","ENSMUSG00000064145","43.5","2","0","0","0.55140187","false","0","ENSMUSG00000064145","38","0.625"
"549","1","2.31775701","9.902E-5","0.43145161","0.71111111","10","4","false","ENSMUSG00000024219","64.4","10","0","0","0.67056075","false","0","ENSMUSG00000024219","308","0.43809524"
"5672","1","2.95327103","0.0","0.33860759","0.0","1","4","false","ENSMUSG00000053604","42.0","1","0","0","0.51168224","false","0","ENSMUSG00000053604","0","0.0"
"1064","1","2.24766355","3.9489E-4","0.44490644","0.57142857","8","4","false","ENSMUSG00000026031","60.5","8","0","0","0.68808411","false","0","ENSMUSG00000026031","2606","0.39285714"
"2089","1","2.63551402","0.0","0.37943262","1.0","2","4","false","ENSMUSG00000020592","63.0","2","0","0","0.5911215","false","0","ENSMUSG00000020592","0","0.64948454"
"3627","1","2.57009346","2.628E-5","0.38909091","0.0","2","4","false","ENSMUSG00000026576","67.5","2","0","0","0.60747664","false","0","ENSMUSG00000026576","96","0.63942308"
"558","1","1.89252336","0.07368779","0.52839506","0.05575066","68","3","false","ENSMUSG00000030970","13.66176471","68","0","0","0.77686916","false","0","ENSMUSG00000030970","75724","0.08455882"
"561","1","1.82242991","0.08284968","0.54871795","0.09724107","69","3","false","ENSMUSG00000023927","16.11940299","69","0","2","0.79439252","false","0","ENSMUSG00000023927","67652","0.08913765"
"2099","1","2.54205607","1.404E-5","0.39338235","0.66666667","4","4","false","ENSMUSG00000030844","52.5","4","0","0","0.61448598","false","0","ENSMUSG00000030844","28","0.525"
"2613","1","2.97663551","0.0","0.33594976","0.0","1","4","false","ENSMUSG00000051950","66.0","1","0","0","0.50584112","false","0","ENSMUSG00000051950","0","0.0"
"3126","1","2.35981308","7.152E-5","0.42376238","0.33333333","4","4","false","ENSMUSG00000020758","60.5","4","0","0","0.66004673","false","0","ENSMUSG00000020758","154","0.4462963"
"1079","1","1.95794393","0.05096972","0.51073986","0.10336818","43","3","false","ENSMUSG00000015619","17.83333333","43","0","1","0.76051402","false","0","ENSMUSG00000015619","21022","0.10108844"
"2618","1","3.05140187","0.0","0.32771822","0.0","1","4","false","ENSMUSG00000071708","38.0","1","0","0","0.48714953","false","0","ENSMUSG00000071708","0","0.0"
"1596","1","2.54205607","5.48E-6","0.39338235","0.83333333","4","4","false","ENSMUSG00000029875","57.25","4","0","0","0.61448598","false","0","ENSMUSG00000029875","12","0.5725"
"1085","1","2.01869159","0.0024924","0.49537037","0.33333333","13","3","false","ENSMUSG00000039062","57.53846154","13","0","0","0.7453271","false","0","ENSMUSG00000039062","10842","0.29207341"
"577","1","2.17757009","8.569E-4","0.45922747","0.48717949","13","4","false","ENSMUSG00000043089","58.61538462","13","0","0","0.70560748","false","0","ENSMUSG00000043089","1878","0.35741088"
"1601","1","2.37383178","2.0556E-4","0.42125984","0.4","5","4","false","ENSMUSG00000022661","52.4","5","0","0","0.65654206","false","0","ENSMUSG00000022661","364","0.39545455"
"72","1","2.11682243","0.03256227","0.47240618","0.16784314","52","3","false","ENSMUSG00000031565","19.03921569","52","0","1","0.72079439","false","0","ENSMUSG00000031565","82118","0.1405955"
"73","1","2.09345794","0.00295747","0.47767857","0.4","11","3","false","ENSMUSG00000025967","60.63636364","11","0","0","0.72663551","false","0","ENSMUSG00000025967","17308","0.33134625"
"3146","1","3.02803738","0.0","0.33024691","0.0","1","4","false","ENSMUSG00000041440","68.0","1","0","0","0.49299065","false","0","ENSMUSG00000041440","0","0.0"
"75","1","2.3411215","0.00630034","0.42714571","0.20870871","39","4","false","ENSMUSG00000006715","16.45945946","39","0","2","0.66471963","false","0","ENSMUSG00000006715","14694","0.15527792"
"1614","1","2.37383178","4.179E-5","0.42125984","0.66666667","6","4","false","ENSMUSG00000030790","66.16666667","6","0","0","0.65654206","false","0","ENSMUSG00000030790","144","0.47601918"
"78","1","2.26168224","8.0754E-4","0.44214876","0.47619048","7","4","false","ENSMUSG00000114635","58.0","7","0","0","0.68457944","false","0","ENSMUSG00000114635","4774","0.37662338"
"80","1","2.23831776","0.01599891","0.44676409","0.26086957","51","3","false","ENSMUSG00000042354","19.2826087","51","0","5","0.69042056","false","0","ENSMUSG00000042354","24352","0.16604198"
"83","1","2.00934579","0.00498501","0.49767442","0.36666667","16","3","false","ENSMUSG00000078795","60.125","16","0","0","0.74766355","false","0","ENSMUSG00000078795","27106","0.3067602"
"85","1","2.79439252","0.0","0.35785953","1.0","5","4","false","ENSMUSG00000042306","63.4","5","0","0","0.55140187","false","0","ENSMUSG00000042306","0","0.65360825"
"2142","1","2.35981308","1.4588E-4","0.42376238","0.4","6","4","false","ENSMUSG00000017969","60.83333333","6","0","0","0.66004673","false","0","ENSMUSG00000017969","362","0.44607843"
"94","1","2.56542056","1.079E-5","0.38979964","0.9047619","7","4","false","ENSMUSG00000051439","51.28571429","7","0","0","0.60864486","false","0","ENSMUSG00000051439","24","0.51803752"
"607","1","1.96728972","0.05878639","0.50831354","0.08691835","68","3","false","ENSMUSG00000028640","14.08823529","68","0","0","0.75817757","false","0","ENSMUSG00000028640","76374","0.09469396"
"3167","1","2.57476636","6.697E-5","0.38838475","0.0","2","4","false","ENSMUSG00000020034","58.0","2","0","0","0.60630841","false","0","ENSMUSG00000020034","156","0.57575758"
"4192","1","2.62616822","1.028E-5","0.38078292","0.0","2","4","false","ENSMUSG00000034684","67.5","2","0","0","0.59345794","false","0","ENSMUSG00000034684","40","0.67171717"
"96","1","2.04205607","0.00164448","0.48970252","0.38181818","11","3","false","ENSMUSG00000020701","63.63636364","11","0","0","0.73948598","false","0","ENSMUSG00000020701","11744","0.32802249"
"1120","1","2.37850467","9.052E-5","0.42043222","0.61904762","7","4","false","ENSMUSG00000052085","63.57142857","7","0","0","0.65537383","false","0","ENSMUSG00000052085","338","0.46402503"
"609","1","1.96728972","0.00406568","0.50831354","0.31666667","16","3","false","ENSMUSG00000021822","59.375","16","0","0","0.75817757","false","0","ENSMUSG00000021822","19898","0.28963415"
"2147","1","2.96728972","0.0","0.33700787","1.0","2","4","false","ENSMUSG00000037805","57.0","2","0","0","0.50817757","false","0","ENSMUSG00000037805","0","0.74025974"
"102","1","2.54205607","4.648E-5","0.39338235","0.77777778","9","4","false","ENSMUSG00000006490","56.11111111","9","0","0","0.61448598","false","0","ENSMUSG00000006490","86","0.52440291"
"1639","1","2.59813084","1.156E-5","0.38489209","0.66666667","4","4","false","ENSMUSG00000022283","65.0","4","0","0","0.60046729","false","0","ENSMUSG00000022283","24","0.65"
"106","1","2.12616822","0.00212918","0.47032967","0.44444444","10","4","false","ENSMUSG00000040296","60.3","10","0","0","0.71845794","false","0","ENSMUSG00000040296","11768","0.34011299"
"1133","1","1.99065421","0.00210023","0.50234742","0.4","15","3","false","ENSMUSG00000017057","56.2","15","0","0","0.75233645","false","0","ENSMUSG00000017057","10080","0.27960199"
"1650","1","2.14953271","0.00114438","0.46521739","0.38888889","9","4","false","ENSMUSG00000052776","60.11111111","9","0","0","0.71261682","false","0","ENSMUSG00000052776","8306","0.34546616"
"4723","1","2.63551402","0.0","0.37943262","1.0","2","4","false","ENSMUSG00000006589","63.0","2","0","0","0.5911215","false","0","ENSMUSG00000006589","0","0.64948454"
"2676","1","2.4953271","1.564E-5","0.40074906","0.66666667","4","4","false","ENSMUSG00000032349","65.0","4","0","0","0.62616822","false","0","ENSMUSG00000032349","56","0.52419355"
"117","1","2.77570093","1.036E-5","0.36026936","0.9047619","7","4","false","ENSMUSG00000033213","57.14285714","7","0","0","0.55607477","false","0","ENSMUSG00000033213","26","0.57720058"
"2679","1","2.57943925","5.204E-5","0.38768116","0.0","2","4","false","ENSMUSG00000048720","59.0","2","0","0","0.60514019","false","0","ENSMUSG00000048720","428","0.59793814"
"1145","1","2.30373832","1.2881E-4","0.43407708","0.47619048","7","4","false","ENSMUSG00000030539","62.0","7","0","0","0.67406542","false","0","ENSMUSG00000030539","320","0.42176871"
"122","1","2.13084112","0.03427572","0.46929825","0.15151515","70","3","false","ENSMUSG00000001156","16.72727273","70","0","4","0.71728972","false","0","ENSMUSG00000001156","93222","0.14043799"
"634","1","2.0046729","0.02909726","0.4988345","0.13032581","57","3","false","ENSMUSG00000041235","17.64912281","57","0","0","0.74883178","false","0","ENSMUSG00000041235","40006","0.11500975"
"123","1","2.77570093","1.036E-5","0.36026936","0.9047619","7","4","false","ENSMUSG00000060036","57.14285714","7","0","0","0.55607477","false","0","ENSMUSG00000060036","26","0.57720058"
"126","1","2.19158879","5.1323E-4","0.45628998","0.48888889","10","4","false","ENSMUSG00000090733","63.6","10","0","0","0.7021028","false","0","ENSMUSG00000090733","4426","0.38957055"
"639","1","1.97196262","0.00283007","0.507109","0.39166667","16","3","false","ENSMUSG00000050635","60.625","16","0","0","0.75700935","false","0","ENSMUSG00000050635","16872","0.29718137"
"4224","1","2.68691589","2.143E-5","0.37217391","0.0","2","4","false","ENSMUSG00000055401","49.0","2","0","0","0.57827103","false","0","ENSMUSG00000055401","46","0.61538462"
"128","1","2.03738318","0.00253952","0.49082569","0.35897436","13","3","false","ENSMUSG00000032363","63.69230769","13","0","0","0.74065421","false","0","ENSMUSG00000032363","20028","0.33001196"
"641","1","2.28971963","2.5011E-4","0.43673469","0.58181818","11","4","false","ENSMUSG00000020689","65.27272727","11","0","0","0.67757009","false","0","ENSMUSG00000020689","892","0.42942584"
"3715","1","2.53738318","1.297E-5","0.39410681","0.66666667","4","4","false","ENSMUSG00000028232","61.25","4","0","0","0.61565421","false","0","ENSMUSG00000028232","42","0.546875"
"649","1","2.3317757","1.1209E-4","0.42885772","0.52380952","7","4","false","ENSMUSG00000039126","66.57142857","7","0","0","0.66705607","false","0","ENSMUSG00000039126","382","0.45286686"
"4234","1","2.90654206","0.0","0.34405145","0.0","1","4","false","ENSMUSG00000028293","70.0","1","0","0","0.52336449","false","0","ENSMUSG00000028293","0","0.0"
"652","1","1.85046729","0.05268257","0.54040404","0.2253194","47","3","false","ENSMUSG00000036306","25.97619048","47","0","5","0.78738318","false","0","ENSMUSG00000036306","19826","0.12887941"
"140","1","2.18224299","0.00173037","0.45824411","0.38888889","9","4","false","ENSMUSG00000052305","58.22222222","9","0","0","0.70443925","false","0","ENSMUSG00000052305","9892","0.35298103"
"4237","1","2.48598131","1.2304E-4","0.40225564","0.0","2","4","false","ENSMUSG00000040591","66.5","2","0","0","0.62850467","false","0","ENSMUSG00000040591","786","0.53688525"
"142","1","2.19158879","0.00106275","0.45628998","0.28571429","7","4","false","ENSMUSG00000063952","60.42857143","7","0","0","0.7021028","false","0","ENSMUSG00000063952","6338","0.35969388"
"2190","1","2.30841121","1.7237E-4","0.43319838","0.26666667","6","4","false","ENSMUSG00000028381","63.0","6","0","0","0.6728972","false","0","ENSMUSG00000028381","462","0.43448276"
"3727","1","2.73831776","0.0","0.36518771","1.0","2","4","false","ENSMUSG00000046731","43.0","2","0","0","0.56542056","false","0","ENSMUSG00000046731","0","0.671875"
"656","1","2.28504673","2.7836E-4","0.43762781","0.59090909","12","4","false","ENSMUSG00000037463","64.75","12","0","0","0.67873832","false","0","ENSMUSG00000037463","972","0.42598684"
"2705","1","2.5","2.988E-5","0.4","0.5","5","4","false","ENSMUSG00000022951","60.2","5","0","0","0.625","false","0","ENSMUSG00000022951","62","0.55740741"
"2708","1","2.37850467","6.304E-5","0.42043222","0.6","5","4","false","ENSMUSG00000035530","56.6","5","0","0","0.65537383","false","0","ENSMUSG00000035530","116","0.43875969"
"660","1","2.3271028","1.1281E-4","0.42971888","0.53333333","6","4","false","ENSMUSG00000055447","63.66666667","6","0","0","0.6682243","false","0","ENSMUSG00000055447","280","0.4547619"
"153","1","2.12149533","0.02682757","0.47136564","0.18846154","71","3","false","ENSMUSG00000022831","18.55384615","71","0","6","0.71962617","false","0","ENSMUSG00000022831","78918","0.1519546"
"154","1","2.42523364","1.2802E-4","0.41233141","0.74242424","12","4","false","ENSMUSG00000042993","54.41666667","12","0","0","0.64369159","false","0","ENSMUSG00000042993","216","0.46509972"
"160","1","2.14485981","0.03374518","0.46623094","0.13613749","68","3","false","ENSMUSG00000010376","15.58208955","68","0","1","0.71378505","false","0","ENSMUSG00000010376","71216","0.13749835"
"674","1","2.29906542","2.1046E-4","0.43495935","0.6","11","4","false","ENSMUSG00000005397","64.54545455","11","0","0","0.67523364","false","0","ENSMUSG00000005397","744","0.43030303"
"1188","1","2.3364486","1.1934E-4","0.428","0.63888889","9","4","false","ENSMUSG00000048120","64.55555556","9","0","0","0.66588785","false","0","ENSMUSG00000048120","448","0.44830247"
"165","1","2.45327103","8.4E-5","0.40761905","0.75555556","10","4","false","ENSMUSG00000046056","53.6","10","0","0","0.63668224","false","0","ENSMUSG00000046056","154","0.47433628"
"3241","1","2.35514019","7.452E-5","0.42460317","0.6","5","4","false","ENSMUSG00000042042","58.0","5","0","0","0.66121495","false","0","ENSMUSG00000042042","154","0.43283582"
