"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","weight"
"2455","67.86002541","interacts with","ENSMUSG00000041235 (interacts with) ENSMUSG00000022246","false","interacts with","ENSMUSG00000041235 (interacts with) ENSMUSG00000022246","0.0225363519480922"
"3446","43.58203618","interacts with","ENSMUSG00000026104 (interacts with) ENSMUSG00000043089","false","interacts with","ENSMUSG00000026104 (interacts with) ENSMUSG00000043089","0.0225319047235615"
"2489","53.35914106","interacts with","ENSMUSG00000041235 (interacts with) ENSMUSG00000027298","false","interacts with","ENSMUSG00000041235 (interacts with) ENSMUSG00000027298","0.0261463111474014"
"4798","48.95637136","interacts with","ENSMUSG00000022831 (interacts with) ENSMUSG00000022893","false","interacts with","ENSMUSG00000022831 (interacts with) ENSMUSG00000022893","0.0225231503227767"
"3540","64.04306565","interacts with","ENSMUSG00000030551 (interacts with) ENSMUSG00000052085","false","interacts with","ENSMUSG00000030551 (interacts with) ENSMUSG00000052085","0.0261383859486735"
"2488","35.7994461","interacts with","ENSMUSG00000041235 (interacts with) ENSMUSG00000000817","false","interacts with","ENSMUSG00000041235 (interacts with) ENSMUSG00000000817","0.0261375609057411"
"2665","214.8431864","interacts with","ENSMUSG00000028640 (interacts with) ENSMUSG00000072214","false","interacts with","ENSMUSG00000028640 (interacts with) ENSMUSG00000072214","0.0225210147219975"
"3050","56.61252839","interacts with","ENSMUSG00000009248 (interacts with) ENSMUSG00000024440","false","interacts with","ENSMUSG00000009248 (interacts with) ENSMUSG00000024440","0.0225176524048383"
"4161","172.35164079","interacts with","ENSMUSG00000005413 (interacts with) ENSMUSG00000019647","false","interacts with","ENSMUSG00000005413 (interacts with) ENSMUSG00000019647","0.0261110936535542"
"4749","52.61138743","interacts with","ENSMUSG00000010376 (interacts with) ENSMUSG00000051439","false","interacts with","ENSMUSG00000010376 (interacts with) ENSMUSG00000051439","0.0261074410233227"
