"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"55791","3","2.32248521","6.03E-6","0.43057325","0.76190476","7","4","false","Hip1","124.0","7","0","0","0.73550296","false","0","Hip1","162","0.53913043"
"52723","3","2.05325444","3.4541E-4","0.4870317","0.63054187","29","3","false","Psmd4","104.72413793","29","0","0","0.78934911","false","0","Psmd4","6208","0.35987676"
"54261","3","2.0","0.00189037","0.5","0.32043011","31","3","false","Klhl13","83.90322581","31","0","0","0.8","false","0","Klhl13","21654","0.27330041"
"62968","3","3.0739645","0.0","0.3253128","0.0","1","5","false","Atg4b","64.0","1","0","0","0.5852071","false","0","Atg4b","0","0.0"
"65530","3","2.86686391","0.0","0.34881321","0.0","1","4","false","Cryl1","87.0","1","0","0","0.62662722","false","0","Cryl1","0","0.0"
"58364","3","2.5443787","7.257E-5","0.39302326","0.4","6","4","false","Card10","60.16666667","6","0","0","0.69112426","false","0","Card10","484","0.3498062"
"50685","3","2.20710059","5.019E-5","0.45308311","0.57575758","12","4","false","Parvb","115.58333333","12","0","0","0.75857988","false","0","Parvb","1006","0.44284802"
"48637","3","2.13609467","3.4502E-4","0.46814404","0.35947712","18","4","false","Capn2","92.16666667","18","0","0","0.77278107","false","0","Capn2","6432","0.33034648"
"49662","3","2.05029586","4.0512E-4","0.48773449","0.55291005","28","3","false","Slc13a4","103.39285714","28","0","0","0.78994083","false","0","Slc13a4","7724","0.35287665"
"54783","3","2.0295858","0.00106369","0.49271137","0.33695652","24","3","false","Rnf216","89.08333333","24","0","0","0.79408284","false","0","Rnf216","12176","0.29303728"
"49665","3","2.06804734","4.4578E-4","0.48354793","0.52666667","25","4","false","Nisch","101.2","25","0","0","0.78639053","false","0","Nisch","8570","0.34776632"
"52225","3","2.31952663","8.439E-5","0.43112245","0.33333333","9","4","false","Hgsnat","86.44444444","9","0","0","0.73609467","false","0","Hgsnat","1178","0.37052933"
"62978","3","3.01775148","0.0","0.33137255","0.0","1","4","false","Hk1","50.0","1","0","0","0.5964497","false","0","Hk1","0","0.0"
"50693","3","2.0739645","2.9926E-4","0.48216833","0.6","25","4","false","Mtfr1l","102.68","25","0","0","0.7852071","false","0","Mtfr1l","5878","0.35529412"
"54794","3","2.14792899","1.9753E-4","0.46556474","0.42857143","14","4","false","Ucp2","103.78571429","14","0","0","0.7704142","false","0","Ucp2","4564","0.37332991"
"48653","3","1.8816568","0.01720022","0.53144654","0.16404582","104","3","false","Pcgf5","34.75490196","104","0","2","0.82366864","false","0","Pcgf5","32660","0.12634581"
"49679","3","1.86390533","0.02231191","0.53650794","0.13388278","105","3","false","Tox2","31.4","105","0","0","0.82721893","false","0","Tox2","56958","0.11328864"
"55824","3","2.0591716","4.9099E-4","0.48563218","0.4743083","23","3","false","Tpmt","95.69565217","23","0","0","0.78816568","false","0","Tpmt","4936","0.32439204"
"47635","3","1.94378698","0.03102597","0.51445967","0.13925439","98","4","false","Glis1","27.28125","98","0","2","0.8112426","false","0","Glis1","128362","0.10179571"
"56854","3","2.24556213","1.388E-5","0.44532279","0.6","10","4","false","Csnk1e","102.0","10","0","0","0.75088757","false","0","Csnk1e","150","0.41463415"
