"SUID","EdgeBetweenness","interaction","name","regulatoryGene","selected","shared interaction","shared name","weight"
"57372","71.67100226","interacts with","Cdk2 (interacts with) Tmem120a","ENSMUSG00000025358","false","interacts with","Cdk2 (interacts with) Tmem120a","0.0224865898131795"
"57374","93.78920222","interacts with","Hes1 (interacts with) Eid1","ENSMUSG00000022528","false","interacts with","Hes1 (interacts with) Eid1","0.0224856595465293"
"65565","14.7772037","interacts with","Limd1 (interacts with) Dap","ENSMUSG00000025239","false","interacts with","Limd1 (interacts with) Dap","0.0173721558762531"
"49184","84.34187667","interacts with","Kank1 (interacts with) Kif13b","ENSMUSG00000032702","false","interacts with","Kank1 (interacts with) Kif13b","0.0370692615674561"
"57376","29.44118545","interacts with","Pramef12 (interacts with) Jun","ENSMUSG00000028591","false","interacts with","Pramef12 (interacts with) Jun","0.0224835073147751"
"65569","93.25152812","interacts with","Smad4 (interacts with) Tead1","ENSMUSG00000024515","false","interacts with","Smad4 (interacts with) Tead1","0.017371497009588"
"65572","35.03296172","interacts with","Tead3 (interacts with) Nusap1","ENSMUSG00000002249","false","interacts with","Tead3 (interacts with) Nusap1","0.0173692970561706"
"65574","67.60947057","interacts with","Hexim1 (interacts with) Csnk1e","ENSMUSG00000048878","false","interacts with","Hexim1 (interacts with) Csnk1e","0.0173685711775186"
"57384","39.47116076","interacts with","Hexim1 (interacts with) Tubb3","ENSMUSG00000048878","false","interacts with","Hexim1 (interacts with) Tubb3","0.0224757558972796"
"57385","364.3913771","interacts with","Tead1 (interacts with) Ublcp1","ENSMUSG00000055320","false","interacts with","Tead1 (interacts with) Ublcp1","0.0224756988974851"
"65577","25.6831651","interacts with","Rbm15b (interacts with) Rgl2","ENSMUSG00000074102","false","interacts with","Rbm15b (interacts with) Rgl2","0.0173677289378261"
"57392","58.88087442","interacts with","Elmsan1 (interacts with) Ppcs","ENSMUSG00000042507","false","interacts with","Elmsan1 (interacts with) Ppcs","0.0224687249478478"
"57395","50.22468061","interacts with","Tead3 (interacts with) Col18a1","ENSMUSG00000002249","false","interacts with","Tead3 (interacts with) Col18a1","0.0224680623769033"
"65590","82.12255155","interacts with","Smad4 (interacts with) Znhit1","ENSMUSG00000024515","false","interacts with","Smad4 (interacts with) Znhit1","0.0173616367339134"
"57398","122.62819465","interacts with","Loxl2 (interacts with) Nup62cl","ENSMUSG00000034205","false","interacts with","Loxl2 (interacts with) Nup62cl","0.0224652273261741"
"65589","66.43928376","interacts with","Loxl2 (interacts with) Lhx2","ENSMUSG00000034205","false","interacts with","Loxl2 (interacts with) Lhx2","0.0173619824722302"
"65591","31.75584032","interacts with","Dpf3 (interacts with) Tapbp","ENSMUSG00000021221","false","interacts with","Dpf3 (interacts with) Tapbp","0.0173611730271994"
"57402","39.01707855","interacts with","Dpf3 (interacts with) Chst14","ENSMUSG00000021221","false","interacts with","Dpf3 (interacts with) Chst14","0.0224632092406893"
"57405","49.20360321","interacts with","Rhox9 (interacts with) Dpf3","ENSMUSG00000068048","false","interacts with","Rhox9 (interacts with) Dpf3","0.0224614434932593"
"65598","59.47017865","interacts with","Rhox4g (interacts with) Ppcs","ENSMUSG00000079628","false","interacts with","Rhox4g (interacts with) Ppcs","0.0173586171244623"
"57407","269.15960709","interacts with","Rhox4g (interacts with) Cbx4","ENSMUSG00000079628","false","interacts with","Rhox4g (interacts with) Cbx4","0.0224604057143011"
"65600","143.12736885","interacts with","Adnp2 (interacts with) Gramd2","ENSMUSG00000053950","false","interacts with","Adnp2 (interacts with) Gramd2","0.0173582474385923"
"65601","43.06559825","interacts with","Chd8 (interacts with) Creld1","ENSMUSG00000053754","false","interacts with","Chd8 (interacts with) Creld1","0.0173576630007782"
"57410","26.73390843","interacts with","Hes1 (interacts with) Adra2b","ENSMUSG00000022528","false","interacts with","Hes1 (interacts with) Adra2b","0.0224594728550857"
"65610","25.09225784","interacts with","Rhox12 (interacts with) Exoc3l4","ENSMUSG00000071766","false","interacts with","Rhox12 (interacts with) Exoc3l4","0.0173550755700918"
"65609","78.40036258","interacts with","Loxl2 (interacts with) Sin3b","ENSMUSG00000034205","false","interacts with","Loxl2 (interacts with) Sin3b","0.0173554615970135"
"57419","144.40990462","interacts with","Rhox12 (interacts with) Rhox6","ENSMUSG00000071766","false","interacts with","Rhox12 (interacts with) Rhox6","0.0224502161675836"
"65612","154.4804787","interacts with","Rhox6 (interacts with) Actc1","ENSMUSG00000006200","false","interacts with","Rhox6 (interacts with) Actc1","0.0173544638388466"
"65614","28.45927525","interacts with","Brms1l (interacts with) Atp6v0d1","ENSMUSG00000012076","false","interacts with","Brms1l (interacts with) Atp6v0d1","0.0173542913897807"
"57421","62.14020957","interacts with","Cdk2 (interacts with) Hapln1","ENSMUSG00000025358","false","interacts with","Cdk2 (interacts with) Hapln1","0.0224482880268356"
"65613","42.27009526","interacts with","Hsbp1 (interacts with) Timp1","ENSMUSG00000031839","false","interacts with","Hsbp1 (interacts with) Timp1","0.0173543109117589"
"57423","33.80631139","interacts with","Gata1 (interacts with) Capn2","ENSMUSG00000031162","false","interacts with","Gata1 (interacts with) Capn2","0.0224453759664717"
"57424","39.73330603","interacts with","Gata1 (interacts with) Phlda3","ENSMUSG00000031162","false","interacts with","Gata1 (interacts with) Phlda3","0.0224450834413246"
"65615","36.97810229","interacts with","Mta3 (interacts with) Pcgf5","ENSMUSG00000055817","false","interacts with","Mta3 (interacts with) Pcgf5","0.0173536148878936"
"57428","56.82429531","interacts with","Pcgf5 (interacts with) Atxn10","ENSMUSG00000024805","false","interacts with","Pcgf5 (interacts with) Atxn10","0.0224362490213243"
"65619","21.3107776","interacts with","Rbm15b (interacts with) Bclaf3","ENSMUSG00000074102","false","interacts with","Rbm15b (interacts with) Bclaf3","0.0173518770246668"
"65622","100.44055605","interacts with","Rxra (interacts with) Gatd3a","ENSMUSG00000015846","false","interacts with","Rxra (interacts with) Gatd3a","0.0173501215641858"
"57429","46.52999718","interacts with","Loxl2 (interacts with) Bclaf3","ENSMUSG00000034205","false","interacts with","Loxl2 (interacts with) Bclaf3","0.0224362081899715"
"65624","103.51905167","interacts with","Thyn1 (interacts with) Foxf1","ENSMUSG00000035443","false","interacts with","Thyn1 (interacts with) Foxf1","0.0173490842839516"
"57436","41.43176751","interacts with","Zfp513 (interacts with) Slc25a39","ENSMUSG00000043059","false","interacts with","Zfp513 (interacts with) Slc25a39","0.0224320190906099"
"65627","26.24533195","interacts with","Pbx2 (interacts with) Rnf216","ENSMUSG00000034673","false","interacts with","Pbx2 (interacts with) Rnf216","0.0173475868899916"
"49244","30.05287615","interacts with","Fam83g (interacts with) Lrrc32","ENSMUSG00000042377","false","interacts with","Fam83g (interacts with) Lrrc32","0.0368360143041033"
"57441","118.50177732","interacts with","Lhx2 (interacts with) Fut4","ENSMUSG00000000247","false","interacts with","Lhx2 (interacts with) Fut4","0.0224223674332209"
"49251","346.90256847","interacts with","Tead1 (interacts with) Dapk3","ENSMUSG00000055320","false","interacts with","Tead1 (interacts with) Dapk3","0.036795051202273"
"65636","83.80353519","interacts with","Foxf1 (interacts with) Cdc42ep5","ENSMUSG00000042812","false","interacts with","Foxf1 (interacts with) Cdc42ep5","0.017344837026618"
"57444","28.91826229","interacts with","Dapk3 (interacts with) Bace1","ENSMUSG00000034974","false","interacts with","Dapk3 (interacts with) Bace1","0.0224209155993251"
"57446","71.78871152","interacts with","Hsbp1 (interacts with) Nrep","ENSMUSG00000031839","false","interacts with","Hsbp1 (interacts with) Nrep","0.0224204096988536"
"65637","25.27627858","interacts with","Sin3b (interacts with) Bckdk","ENSMUSG00000031622","false","interacts with","Sin3b (interacts with) Bckdk","0.0173444467503482"
"65640","31.82757412","interacts with","Hexim1 (interacts with) Mdh1","ENSMUSG00000048878","false","interacts with","Hexim1 (interacts with) Mdh1","0.0173408420432874"
"57449","24.44008583","interacts with","Mta3 (interacts with) Urgcp","ENSMUSG00000055817","false","interacts with","Mta3 (interacts with) Urgcp","0.022415183472176"
"57453","22.81359971","interacts with","Wwp1 (interacts with) Rgl2","ENSMUSG00000041058","false","interacts with","Wwp1 (interacts with) Rgl2","0.0224136836973813"
"65645","13.97402613","interacts with","Pramef12 (interacts with) Psmd4","ENSMUSG00000028591","false","interacts with","Pramef12 (interacts with) Psmd4","0.0173394707127008"
"57457","20.54611026","interacts with","Ncor2 (interacts with) Jun","ENSMUSG00000029478","false","interacts with","Ncor2 (interacts with) Jun","0.0224106555306268"
"57458","18.26645706","interacts with","Chd8 (interacts with) Stard8","ENSMUSG00000053754","false","interacts with","Chd8 (interacts with) Stard8","0.0224091115181698"
"57460","16.6701665","interacts with","Batf3 (interacts with) Snx24","ENSMUSG00000026630","false","interacts with","Batf3 (interacts with) Snx24","0.0224075103301388"
"65653","47.78740121","interacts with","Rhox4g (interacts with) Lyplal1","ENSMUSG00000079628","false","interacts with","Rhox4g (interacts with) Lyplal1","0.0173346268242248"
"65656","52.15342419","interacts with","Elmsan1 (interacts with) Hexb","ENSMUSG00000042507","false","interacts with","Elmsan1 (interacts with) Hexb","0.0173336255935086"
"65655","46.79826956","interacts with","Cbx4 (interacts with) Emc8","ENSMUSG00000039989","false","interacts with","Cbx4 (interacts with) Emc8","0.0173340218561047"
"65658","26.15555145","interacts with","Hexim1 (interacts with) Bcam","ENSMUSG00000048878","false","interacts with","Hexim1 (interacts with) Bcam","0.0173325323634178"
"57466","46.01683488","interacts with","Dapk3 (interacts with) Oxsr1","ENSMUSG00000034974","false","interacts with","Dapk3 (interacts with) Oxsr1","0.0224034182803399"
"57469","32.40942603","interacts with","Thyn1 (interacts with) Fuca2","ENSMUSG00000035443","false","interacts with","Thyn1 (interacts with) Fuca2","0.0224011290924557"
"65661","66.79998472","interacts with","Gata1 (interacts with) Hmgn2","ENSMUSG00000031162","false","interacts with","Gata1 (interacts with) Hmgn2","0.0173306888437353"
"65664","24.24075257","interacts with","Batf3 (interacts with) Pmp22","ENSMUSG00000026630","false","interacts with","Batf3 (interacts with) Pmp22","0.017330015183538"
"57473","46.50001394","interacts with","Lhx2 (interacts with) Cotl1","ENSMUSG00000000247","false","interacts with","Lhx2 (interacts with) Cotl1","0.022398722146816"
"57475","29.2178997","interacts with","Hes1 (interacts with) Lrrc41","ENSMUSG00000022528","false","interacts with","Hes1 (interacts with) Lrrc41","0.0223953888946049"
"65667","42.61376507","interacts with","Jun (interacts with) Chst14","ENSMUSG00000052684","false","interacts with","Jun (interacts with) Chst14","0.0173291132915229"
"65670","148.21917151","interacts with","Rxra (interacts with) Zfpm1","ENSMUSG00000015846","false","interacts with","Rxra (interacts with) Zfpm1","0.0173286727093874"
"57477","46.48916214","interacts with","Pcgf5 (interacts with) Il2rb","ENSMUSG00000024805","false","interacts with","Pcgf5 (interacts with) Il2rb","0.0223924082477278"
"65671","84.47531956","interacts with","Jun (interacts with) Slc25a39","ENSMUSG00000052684","false","interacts with","Jun (interacts with) Slc25a39","0.017328268064431"
"57481","24.07570637","interacts with","Hes1 (interacts with) Gmpr","ENSMUSG00000022528","false","interacts with","Hes1 (interacts with) Gmpr","0.0223907387155041"
"65674","28.41337174","interacts with","Zfp655 (interacts with) Epn3","ENSMUSG00000007812","false","interacts with","Zfp655 (interacts with) Epn3","0.017327668876581"
"57482","25.85753603","interacts with","Rbm15b (interacts with) Klhl13","ENSMUSG00000074102","false","interacts with","Rbm15b (interacts with) Klhl13","0.0223904021964158"
"65675","19.55044774","interacts with","Rhox6 (interacts with) Bclaf3","ENSMUSG00000006200","false","interacts with","Rhox6 (interacts with) Bclaf3","0.017327076818194"
"65678","52.37485759","interacts with","Tcf25 (interacts with) Slc25a51","ENSMUSG00000001472","false","interacts with","Tcf25 (interacts with) Slc25a51","0.017326330371298"
"57488","28.24803197","interacts with","Zfpm1 (interacts with) Mdh1","ENSMUSG00000049577","false","interacts with","Zfpm1 (interacts with) Mdh1","0.0223849567276387"
"65682","26.76318475","interacts with","Prdx5 (interacts with) Hmgcl","ENSMUSG00000024953","false","interacts with","Prdx5 (interacts with) Hmgcl","0.0173240223151563"
"57489","48.0403657","interacts with","Zxdc (interacts with) Flad1","ENSMUSG00000034430","false","interacts with","Zxdc (interacts with) Flad1","0.0223846322808042"
"65681","46.79718565","interacts with","Ncor2 (interacts with) Klhl13","ENSMUSG00000029478","false","interacts with","Ncor2 (interacts with) Klhl13","0.017324744044439"
"49298","39.42555446","interacts with","Rhox4g (interacts with) Abcd3","ENSMUSG00000079628","false","interacts with","Rhox4g (interacts with) Abcd3","0.036661482561168"
"57492","32.36469111","interacts with","Prdx5 (interacts with) Klhl13","ENSMUSG00000024953","false","interacts with","Prdx5 (interacts with) Klhl13","0.0223840446825318"
"65687","52.65258381","interacts with","Cdk2 (interacts with) Mgst3","ENSMUSG00000025358","false","interacts with","Cdk2 (interacts with) Mgst3","0.0173218213643104"
"57497","44.97359607","interacts with","Nfe2l2 (interacts with) Myl12b","ENSMUSG00000015839","false","interacts with","Nfe2l2 (interacts with) Myl12b","0.0223809115721263"
"65690","34.14650649","interacts with","Prdx5 (interacts with) Prr5","ENSMUSG00000024953","false","interacts with","Prdx5 (interacts with) Prr5","0.017318418131626"
"65689","85.3076197","interacts with","Thyn1 (interacts with) Prr11","ENSMUSG00000035443","false","interacts with","Thyn1 (interacts with) Prr11","0.0173187242174375"
"57499","55.9806292","interacts with","Dapk3 (interacts with) Etfdh","ENSMUSG00000034974","false","interacts with","Dapk3 (interacts with) Etfdh","0.022379743957485"
"65691","20.96769381","interacts with","Zfpm1 (interacts with) Urod","ENSMUSG00000049577","false","interacts with","Zfpm1 (interacts with) Urod","0.0173181361384865"
"49309","18.08158443","interacts with","Senp1 (interacts with) Ppp2r5a","ENSMUSG00000033075","false","interacts with","Senp1 (interacts with) Ppp2r5a","0.0366407202128428"
"65693","58.26267858","interacts with","Tcf25 (interacts with) Ucp2","ENSMUSG00000001472","false","interacts with","Tcf25 (interacts with) Ucp2","0.0173177371402427"
"65697","76.68186666","interacts with","Rhox9 (interacts with) Gpd1l","ENSMUSG00000068048","false","interacts with","Rhox9 (interacts with) Gpd1l","0.0173160575938277"
"65700","51.9283661","interacts with","Smad5 (interacts with) Tnrc18","ENSMUSG00000021540","false","interacts with","Smad5 (interacts with) Tnrc18","0.0173151586893223"
"65699","46.81559563","interacts with","Smad4 (interacts with) Myl12b","ENSMUSG00000024515","false","interacts with","Smad4 (interacts with) Myl12b","0.0173154499895987"
"57508","38.02167229","interacts with","Dpf3 (interacts with) Jcad","ENSMUSG00000021221","false","interacts with","Dpf3 (interacts with) Jcad","0.0223650634853629"
"65704","126.93468866","interacts with","Pbx2 (interacts with) Llgl2","ENSMUSG00000034673","false","interacts with","Pbx2 (interacts with) Llgl2","0.0173129730273671"
"65706","66.87430753","interacts with","Tead1 (interacts with) Atp6v0d1","ENSMUSG00000055320","false","interacts with","Tead1 (interacts with) Atp6v0d1","0.0173116956440795"
"57514","30.93677739","interacts with","Dapk3 (interacts with) Flad1","ENSMUSG00000034974","false","interacts with","Dapk3 (interacts with) Flad1","0.0223597910223156"
"57515","30.60577486","interacts with","Mta3 (interacts with) Lhx2","ENSMUSG00000055817","false","interacts with","Mta3 (interacts with) Lhx2","0.0223587128750557"
"65710","47.76429265","interacts with","Rhox6 (interacts with) App","ENSMUSG00000006200","false","interacts with","Rhox6 (interacts with) App","0.0173089335227267"
"65711","25.25698822","interacts with","Batf3 (interacts with) Pmepa1","ENSMUSG00000026630","false","interacts with","Batf3 (interacts with) Pmepa1","0.0173082975085696"
"49331","99.4140794","interacts with","Znfx1 (interacts with) Abcd1","ENSMUSG00000039501","false","interacts with","Znfx1 (interacts with) Abcd1","0.0365872034961284"
"65717","31.17738205","interacts with","Klf1 (interacts with) Slc25a10","ENSMUSG00000054191","false","interacts with","Klf1 (interacts with) Slc25a10","0.017304964857148"
"65720","30.18660094","interacts with","Cbx4 (interacts with) Hmbs","ENSMUSG00000039989","false","interacts with","Cbx4 (interacts with) Hmbs","0.017303236651344"
"49338","595.396874","interacts with","Loxl2 (interacts with) Rxra","ENSMUSG00000034205","false","interacts with","Loxl2 (interacts with) Rxra","0.0365751756780503"
"57532","98.76210957","interacts with","Cbx4 (interacts with) Dolk","ENSMUSG00000039989","false","interacts with","Cbx4 (interacts with) Dolk","0.0223478231994171"
"65725","17.17724431","interacts with","Chd8 (interacts with) Adra2b","ENSMUSG00000053754","false","interacts with","Chd8 (interacts with) Adra2b","0.0173013487120716"
"57534","30.83151605","interacts with","Sin3b (interacts with) Dap","ENSMUSG00000031622","false","interacts with","Sin3b (interacts with) Dap","0.0223469608552448"
"57536","30.24551295","interacts with","Cbx4 (interacts with) Ncor2","ENSMUSG00000039989","false","interacts with","Cbx4 (interacts with) Ncor2","0.0223458801098206"
"65730","492.00981485","interacts with","Smad5 (interacts with) Shisal1","ENSMUSG00000021540","false","interacts with","Smad5 (interacts with) Shisal1","0.0172994840914762"
"57538","48.79786921","interacts with","Rhox9 (interacts with) Gimap4","ENSMUSG00000068048","false","interacts with","Rhox9 (interacts with) Gimap4","0.0223450994851128"
"65735","23.77464284","interacts with","Pbx2 (interacts with) Bcam","ENSMUSG00000034673","false","interacts with","Pbx2 (interacts with) Bcam","0.0172969916663867"
"65738","348.79001829","interacts with","Zxdc (interacts with) Ubxn4","ENSMUSG00000034430","false","interacts with","Zxdc (interacts with) Ubxn4","0.0172946753404389"
"57546","48.4279482","interacts with","Rhox9 (interacts with) Chst13","ENSMUSG00000068048","false","interacts with","Rhox9 (interacts with) Chst13","0.0223390225559008"
"57550","48.10137383","interacts with","Lhx2 (interacts with) Chst13","ENSMUSG00000000247","false","interacts with","Lhx2 (interacts with) Chst13","0.0223318185579024"
"65744","30.84788284","interacts with","Zfp513 (interacts with) Fbxl19","ENSMUSG00000043059","false","interacts with","Zfp513 (interacts with) Fbxl19","0.0172916764268633"
"57553","20.60258389","interacts with","Rhox9 (interacts with) Cpeb4","ENSMUSG00000068048","false","interacts with","Rhox9 (interacts with) Cpeb4","0.0223304277711566"
"57554","38.16431581","interacts with","Tead3 (interacts with) Abcd3","ENSMUSG00000002249","false","interacts with","Tead3 (interacts with) Abcd3","0.0223301246180953"
"57557","31.85867564","interacts with","Tcf25 (interacts with) Stard8","ENSMUSG00000001472","false","interacts with","Tcf25 (interacts with) Stard8","0.0223297126629665"
"65750","84.67440115","interacts with","Rhox12 (interacts with) Timp2","ENSMUSG00000071766","false","interacts with","Rhox12 (interacts with) Timp2","0.017290037627916"
"65754","27.92768593","interacts with","Elmsan1 (interacts with) Smoc1","ENSMUSG00000042507","false","interacts with","Elmsan1 (interacts with) Smoc1","0.0172873145578749"
"57562","31.83586672","interacts with","Wwp1 (interacts with) Zfyve21","ENSMUSG00000041058","false","interacts with","Wwp1 (interacts with) Zfyve21","0.0223276936881219"
"65756","294.16242126","interacts with","Rxra (interacts with) Vamp5","ENSMUSG00000015846","false","interacts with","Rxra (interacts with) Vamp5","0.0172855737748192"
"65755","15.08125213","interacts with","Pramef12 (interacts with) Pcmt1","ENSMUSG00000028591","false","interacts with","Pramef12 (interacts with) Pcmt1","0.0172860387215369"
"65757","19.85226384","interacts with","Mta3 (interacts with) Hexim1","ENSMUSG00000055817","false","interacts with","Mta3 (interacts with) Hexim1","0.0172855359053119"
"57566","25.97338556","interacts with","Limd1 (interacts with) Col1a1","ENSMUSG00000025239","false","interacts with","Limd1 (interacts with) Col1a1","0.0223227598591503"
"57567","114.06451809","interacts with","Jun (interacts with) Gypc","ENSMUSG00000052684","false","interacts with","Jun (interacts with) Gypc","0.0223204993956581"
"57570","36.97292292","interacts with","Thyn1 (interacts with) Stxbp2","ENSMUSG00000035443","false","interacts with","Thyn1 (interacts with) Stxbp2","0.0223176821320174"
"65764","38.45898974","interacts with","Dapk3 (interacts with) Phlda3","ENSMUSG00000034974","false","interacts with","Dapk3 (interacts with) Phlda3","0.0172822755907512"
"65763","126.06358077","interacts with","Zxdc (interacts with) Card10","ENSMUSG00000034430","false","interacts with","Zxdc (interacts with) Card10","0.0172826548192393"
"65766","139.63762961","interacts with","Rbm15b (interacts with) Prr5","ENSMUSG00000074102","false","interacts with","Rbm15b (interacts with) Prr5","0.0172805373260833"
"57575","51.95557778","interacts with","Glis2 (interacts with) Tbc1d14","ENSMUSG00000014303","false","interacts with","Glis2 (interacts with) Tbc1d14","0.0223159744775118"
"65767","27.1602454","interacts with","Zfp652 (interacts with) Hmbs","ENSMUSG00000075595","false","interacts with","Zfp652 (interacts with) Hmbs","0.0172803624069276"
"65770","48.36689943","interacts with","Glis2 (interacts with) Abhd17c","ENSMUSG00000014303","false","interacts with","Glis2 (interacts with) Abhd17c","0.0172798810468279"
"57578","127.55615061","interacts with","Tead1 (interacts with) Zfp652","ENSMUSG00000055320","false","interacts with","Tead1 (interacts with) Zfp652","0.0223118400592501"
"65769","26.66674346","interacts with","Sin3b (interacts with) Cpeb4","ENSMUSG00000031622","false","interacts with","Sin3b (interacts with) Cpeb4","0.0172799363419503"
"65771","77.31866206","interacts with","Cdk2 (interacts with) Epn3","ENSMUSG00000025358","false","interacts with","Cdk2 (interacts with) Epn3","0.0172797434232957"
"57581","21.55612834","interacts with","Wwp1 (interacts with) Gas2l1","ENSMUSG00000041058","false","interacts with","Wwp1 (interacts with) Gas2l1","0.0223062364591567"
"57583","43.89063588","interacts with","Nfe2l2 (interacts with) Fbxl19","ENSMUSG00000015839","false","interacts with","Nfe2l2 (interacts with) Fbxl19","0.0223058711202222"
"57585","42.55911057","interacts with","Rhox4g (interacts with) Ldlrap1","ENSMUSG00000079628","false","interacts with","Rhox4g (interacts with) Ldlrap1","0.0223048193624936"
"57586","44.69503263","interacts with","Cbx4 (interacts with) Lrrc32","ENSMUSG00000039989","false","interacts with","Cbx4 (interacts with) Lrrc32","0.0223044080799904"
"49394","333.83979651","interacts with","Fam83g (interacts with) Pakap","ENSMUSG00000042377","false","interacts with","Fam83g (interacts with) Pakap","0.0363265593295651"
"57587","17.61125715","interacts with","Pramef12 (interacts with) Smoc1","ENSMUSG00000028591","false","interacts with","Pramef12 (interacts with) Smoc1","0.0223020181085386"
"65779","48.74552707","interacts with","Rhox6 (interacts with) Rfesd","ENSMUSG00000006200","false","interacts with","Rhox6 (interacts with) Rfesd","0.0172765441314784"
"65782","15.11674561","interacts with","Pramef12 (interacts with) Exoc3l4","ENSMUSG00000028591","false","interacts with","Pramef12 (interacts with) Exoc3l4","0.0172759331768187"
