"SUID","EdgeBetweenness","interaction","name","regulatoryGene","selected","shared interaction","shared name","weight"
"65621","43.2289277","interacts with","Vgll4 (interacts with) Tprn","ENSMUSG00000030315","false","interacts with","Vgll4 (interacts with) Tprn","0.0173505318698229"
"49239","60.50317801","interacts with","Apbb1 (interacts with) Tmed1","ENSMUSG00000037032","false","interacts with","Apbb1 (interacts with) Tmed1","0.0368412370790588"
"49240","34.97323162","interacts with","Ovol2 (interacts with) Ptpru","ENSMUSG00000037279","false","interacts with","Ovol2 (interacts with) Ptpru","0.0368391191149814"
"57432","25.92247479","interacts with","Ash1l (interacts with) Stk40","ENSMUSG00000028053","false","interacts with","Ash1l (interacts with) Stk40","0.0224347823908339"
"65625","29.0801839","interacts with","Fam129b (interacts with) Fnd3c2","ENSMUSG00000026796","false","interacts with","Fam129b (interacts with) Fnd3c2","0.0173489315880274"
"57437","51.87776906","interacts with","Zfp422 (interacts with) Cyp17a1","ENSMUSG00000059878","false","interacts with","Zfp422 (interacts with) Cyp17a1","0.0224301997412157"
"65631","61.01658958","interacts with","Tfeb (interacts with) Hsd17b4","ENSMUSG00000023990","false","interacts with","Tfeb (interacts with) Hsd17b4","0.0173466886437407"
"57440","253.21178848","interacts with","Maged1 (interacts with) Insig1","ENSMUSG00000025151","false","interacts with","Maged1 (interacts with) Insig1","0.0224224154734716"
"65633","34.73109891","interacts with","Irf2 (interacts with) Ehd1","ENSMUSG00000031627","false","interacts with","Irf2 (interacts with) Ehd1","0.0173454033252841"
"65638","31.26737012","interacts with","Tulp1 (interacts with) Mtss1","ENSMUSG00000037446","false","interacts with","Tulp1 (interacts with) Mtss1","0.0173427894892882"
"57445","82.97053578","interacts with","Zbtb7b (interacts with) Prkab1","ENSMUSG00000028042","false","interacts with","Zbtb7b (interacts with) Prkab1","0.0224208293718776"
"57447","126.21952806","interacts with","Mllt3 (interacts with) Pomt2","ENSMUSG00000028496","false","interacts with","Mllt3 (interacts with) Pomt2","0.0224192222187083"
"49255","316.35496669","interacts with","Cavin1 (interacts with) Klf11","ENSMUSG00000004044","false","interacts with","Cavin1 (interacts with) Klf11","0.0367645786519978"
"57448","70.34673052","interacts with","Hes6 (interacts with) Fam90a1b","ENSMUSG00000067071","false","interacts with","Hes6 (interacts with) Fam90a1b","0.0224188088937516"
"49256","66.88984965","interacts with","Epas1 (interacts with) Serpinb9b","ENSMUSG00000024140","false","interacts with","Epas1 (interacts with) Serpinb9b","0.036762037405534"
"65642","40.15476963","interacts with","Mlxip (interacts with) Slc27a3","ENSMUSG00000038342","false","interacts with","Mlxip (interacts with) Slc27a3","0.0173406647338639"
"57451","29.42240305","interacts with","Phf8 (interacts with) Prl3b1","ENSMUSG00000041229","false","interacts with","Phf8 (interacts with) Prl3b1","0.0224146484184506"
"65644","27.10312685","interacts with","Ash1l (interacts with) Plat","ENSMUSG00000028053","false","interacts with","Ash1l (interacts with) Plat","0.0173400441248603"
"49260","37.38835372","interacts with","Arid1b (interacts with) Ceacam3","ENSMUSG00000069729","false","interacts with","Arid1b (interacts with) Ceacam3","0.0367475974774149"
"57452","48.30106713","interacts with","Creg1 (interacts with) Alad","ENSMUSG00000040713","false","interacts with","Creg1 (interacts with) Alad","0.0224137533743281"
"57454","39.13831239","interacts with","Arid1b (interacts with) Nlrc3","ENSMUSG00000069729","false","interacts with","Arid1b (interacts with) Nlrc3","0.0224129624766089"
"57455","45.24615159","interacts with","Dtx1 (interacts with) Ttyh3","ENSMUSG00000029603","false","interacts with","Dtx1 (interacts with) Ttyh3","0.0224122997457079"
"49264","106.31592696","interacts with","Nsd1 (interacts with) Agpat3","ENSMUSG00000021488","false","interacts with","Nsd1 (interacts with) Agpat3","0.0367332408289119"
"65647","214.69935344","interacts with","Ovol2 (interacts with) Tubb4a","ENSMUSG00000037279","false","interacts with","Ovol2 (interacts with) Tubb4a","0.0173380654456247"
"65650","102.05581981","interacts with","Prnp (interacts with) Plbd1","ENSMUSG00000079037","false","interacts with","Prnp (interacts with) Plbd1","0.0173366850879202"
"65649","16.00510197","interacts with","Rap2c (interacts with) Wapl","ENSMUSG00000050029","false","interacts with","Rap2c (interacts with) Wapl","0.0173368004305578"
"49267","36.16281439","interacts with","Esx1 (interacts with) Ptpru","ENSMUSG00000023443","false","interacts with","Esx1 (interacts with) Ptpru","0.0367281649803278"
"57459","47.22147625","interacts with","Ash1l (interacts with) Kif2a","ENSMUSG00000028053","false","interacts with","Ash1l (interacts with) Kif2a","0.0224085454323688"
"65651","161.38178356","interacts with","Esx1 (interacts with) Ptpn13","ENSMUSG00000023443","false","interacts with","Esx1 (interacts with) Ptpn13","0.0173359397405493"
"57461","47.22933211","interacts with","Rb1 (interacts with) Pik3r3","ENSMUSG00000022105","false","interacts with","Rb1 (interacts with) Pik3r3","0.0224072704231085"
"57462","236.68740782","interacts with","Plagl2 (interacts with) Nol4l","ENSMUSG00000051413","false","interacts with","Plagl2 (interacts with) Nol4l","0.0224065679017751"
"57465","35.46316623","interacts with","2700081O15Rik (interacts with) Cln8","ENSMUSG00000053080","false","interacts with","2700081O15Rik (interacts with) Cln8","0.0224037450594729"
"49273","56.61692761","interacts with","Dtx1 (interacts with) Slc5a6","ENSMUSG00000029603","false","interacts with","Dtx1 (interacts with) Slc5a6","0.0367149308472593"
"65657","304.72576453","interacts with","Zfp260 (interacts with) Zfx","ENSMUSG00000049421","false","interacts with","Zfp260 (interacts with) Zfx","0.017333037182824"
"49275","158.79139294","interacts with","Arid1b (interacts with) Efnb1","ENSMUSG00000069729","false","interacts with","Arid1b (interacts with) Efnb1","0.036711227875692"
"57467","132.3911993","interacts with","Ski (interacts with) Crb3","ENSMUSG00000029050","false","interacts with","Ski (interacts with) Crb3","0.0224027833629042"
"65659","38.39514251","interacts with","Zfp260 (interacts with) Epm2aip1","ENSMUSG00000049421","false","interacts with","Zfp260 (interacts with) Epm2aip1","0.0173324303257947"
"57470","48.40991193","interacts with","Pparg (interacts with) Syna","ENSMUSG00000000440","false","interacts with","Pparg (interacts with) Syna","0.022399852343388"
"57472","74.23930927","interacts with","Hdac6 (interacts with) Tspan9","ENSMUSG00000031161","false","interacts with","Hdac6 (interacts with) Tspan9","0.0223997725195868"
"57474","25.05747197","interacts with","Fam129b (interacts with) Dpysl2","ENSMUSG00000026796","false","interacts with","Fam129b (interacts with) Dpysl2","0.022396157037055"
"65668","27.30618327","interacts with","Nrip1 (interacts with) Stk40","ENSMUSG00000048490","false","interacts with","Nrip1 (interacts with) Stk40","0.0173289684110018"
"57476","42.65174097","interacts with","Tsc22d1 (interacts with) Susd6","ENSMUSG00000022010","false","interacts with","Tsc22d1 (interacts with) Susd6","0.0223937755455793"
"65669","276.33161056","interacts with","Pparg (interacts with) Myl6","ENSMUSG00000000440","false","interacts with","Pparg (interacts with) Myl6","0.0173289062847482"
"65672","62.70565137","interacts with","Bbx (interacts with) Rufy3","ENSMUSG00000022641","false","interacts with","Bbx (interacts with) Rufy3","0.0173278388969975"
"57479","370.00433997","interacts with","Prnp (interacts with) Ski","ENSMUSG00000079037","false","interacts with","Prnp (interacts with) Ski","0.0223912270711209"
"49289","52.10511377","interacts with","Cavin1 (interacts with) Fnbp1l","ENSMUSG00000004044","false","interacts with","Cavin1 (interacts with) Fnbp1l","0.0366730036131814"
"65673","38.97540978","interacts with","Irf2 (interacts with) Plbd1","ENSMUSG00000031627","false","interacts with","Irf2 (interacts with) Plbd1","0.0173278162458792"
"57483","82.21400126","interacts with","Ovol2 (interacts with) Prkar2b","ENSMUSG00000037279","false","interacts with","Ovol2 (interacts with) Prkar2b","0.0223887166217498"
"57484","76.41484201","interacts with","Foxo3 (interacts with) Arvcf","ENSMUSG00000048756","false","interacts with","Foxo3 (interacts with) Arvcf","0.0223873304384408"
"57485","47.51592975","interacts with","Ankrd2 (interacts with) Sulf2","ENSMUSG00000025172","false","interacts with","Ankrd2 (interacts with) Sulf2","0.0223863920162627"
"65680","56.78200162","interacts with","Cdk5 (interacts with) Vangl1","ENSMUSG00000028969","false","interacts with","Cdk5 (interacts with) Vangl1","0.0173260450201455"
"57487","110.42267203","interacts with","Zfp24 (interacts with) Sesn1","ENSMUSG00000051469","false","interacts with","Zfp24 (interacts with) Sesn1","0.0223859324116412"
"57490","85.57771125","interacts with","Bbx (interacts with) Ncmap","ENSMUSG00000022641","false","interacts with","Bbx (interacts with) Ncmap","0.0223841578703529"
"57491","61.93615231","interacts with","Hcfc2 (interacts with) Rufy3","ENSMUSG00000020246","false","interacts with","Hcfc2 (interacts with) Rufy3","0.0223840776295583"
"65684","312.30691704","interacts with","Nrip1 (interacts with) Hcfc2","ENSMUSG00000048490","false","interacts with","Nrip1 (interacts with) Hcfc2","0.0173233333977387"
"65683","55.21596288","interacts with","Cited4 (interacts with) Ttyh3","ENSMUSG00000070803","false","interacts with","Cited4 (interacts with) Ttyh3","0.0173235437581462"
"57493","35.87864078","interacts with","Cenpb (interacts with) Btg2","ENSMUSG00000068267","false","interacts with","Cenpb (interacts with) Btg2","0.0223840183221907"
"57494","62.23166622","interacts with","Prnp (interacts with) Pard6b","ENSMUSG00000079037","false","interacts with","Prnp (interacts with) Pard6b","0.0223828259211961"
"65688","54.6794622","interacts with","Pparg (interacts with) Slc27a3","ENSMUSG00000000440","false","interacts with","Pparg (interacts with) Slc27a3","0.0173201274249486"
"57496","28.69325823","interacts with","Pparg (interacts with) Pik3r3","ENSMUSG00000000440","false","interacts with","Pparg (interacts with) Pik3r3","0.022382199876766"
"65692","45.50838978","interacts with","2700081O15Rik (interacts with) Dnajb2","ENSMUSG00000053080","false","interacts with","2700081O15Rik (interacts with) Dnajb2","0.0173181166187626"
"57502","47.45973968","interacts with","Fam129b (interacts with) Pard6b","ENSMUSG00000026796","false","interacts with","Fam129b (interacts with) Pard6b","0.0223723941110198"
"57503","111.64658774","interacts with","Ski (interacts with) Arrb1","ENSMUSG00000029050","false","interacts with","Ski (interacts with) Arrb1","0.0223693433696307"
"65695","63.16601606","interacts with","Creg1 (interacts with) Plat","ENSMUSG00000040713","false","interacts with","Creg1 (interacts with) Plat","0.017317679642933"
"57504","67.88931095","interacts with","Dtx1 (interacts with) Serinc5","ENSMUSG00000029603","false","interacts with","Dtx1 (interacts with) Serinc5","0.0223692934072195"
"49312","156.23735342","interacts with","Hif1an (interacts with) Rab22a","ENSMUSG00000036450","false","interacts with","Hif1an (interacts with) Rab22a","0.0366212759024495"
"65698","63.63385523","interacts with","Vgll4 (interacts with) Endod1","ENSMUSG00000030315","false","interacts with","Vgll4 (interacts with) Endod1","0.0173154614568828"
"57507","73.73771806","interacts with","Dtx1 (interacts with) Slc27a3","ENSMUSG00000029603","false","interacts with","Dtx1 (interacts with) Slc27a3","0.0223661387070775"
"49316","89.77445792","interacts with","Nrip1 (interacts with) Ppp2r2c","ENSMUSG00000048490","false","interacts with","Nrip1 (interacts with) Ppp2r2c","0.0366167882745455"
"65702","53.93424078","interacts with","Nrip1 (interacts with) Cnpy2","ENSMUSG00000048490","false","interacts with","Nrip1 (interacts with) Cnpy2","0.0173138535151451"
"65701","226.27092454","interacts with","Zfp24 (interacts with) Dyrk1a","ENSMUSG00000051469","false","interacts with","Zfp24 (interacts with) Dyrk1a","0.0173147954608804"
"57510","29.58749406","interacts with","Prmt2 (interacts with) Fbxo25","ENSMUSG00000020230","false","interacts with","Prmt2 (interacts with) Fbxo25","0.0223641274222201"
"57511","31.69174241","interacts with","Tfeb (interacts with) Tmem184a","ENSMUSG00000023990","false","interacts with","Tfeb (interacts with) Tmem184a","0.0223638022347765"
"65703","42.62364859","interacts with","Hes6 (interacts with) Sesn1","ENSMUSG00000067071","false","interacts with","Hes6 (interacts with) Sesn1","0.0173136662103381"
"57512","161.08738181","interacts with","Nsd1 (interacts with) Egfl7","ENSMUSG00000021488","false","interacts with","Nsd1 (interacts with) Egfl7","0.0223606554462716"
"49320","47.06584361","interacts with","2700081O15Rik (interacts with) Postn","ENSMUSG00000053080","false","interacts with","2700081O15Rik (interacts with) Postn","0.0366056979982708"
"57513","32.03723564","interacts with","Bcl9l (interacts with) Chdh","ENSMUSG00000063382","false","interacts with","Bcl9l (interacts with) Chdh","0.0223602020170425"
"65705","72.43581846","interacts with","2700081O15Rik (interacts with) Zfx","ENSMUSG00000053080","false","interacts with","2700081O15Rik (interacts with) Zfx","0.0173128455705945"
"65708","187.00765327","interacts with","Plagl2 (interacts with) Tjp3","ENSMUSG00000051413","false","interacts with","Plagl2 (interacts with) Tjp3","0.01730999009295"
"49324","82.23507903","interacts with","Cavin1 (interacts with) Nrp1","ENSMUSG00000004044","false","interacts with","Cavin1 (interacts with) Nrp1","0.0365987190689246"
