"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"50167","2","2.1678487","1.1454E-4","0.4612868","0.48351648","14","4","false","Blvrb","104.92857143","14","0","0","0.76643026","false","0","Blvrb","1792","0.30770842"
"59383","2","2.69976359","2.29E-6","0.3704028","0.0","2","4","false","Mfge8","75.0","2","0","0","0.66004728","false","0","Mfge8","18","0.56060606"
"52217","2","2.06855792","0.00144324","0.48342857","0.14333333","25","3","false","Kif2a","80.24","25","0","0","0.78628842","false","0","Kif2a","18032","0.21793478"
"48126","2","2.6572104","1.09E-6","0.37633452","0.85714286","7","5","false","Rtn3","102.0","7","0","0","0.66855792","false","0","Rtn3","18","0.58959538"
"54272","2","2.42080378","1.119E-5","0.41308594","0.4","6","4","false","Tgfb3","96.33333333","6","0","0","0.71583924","false","0","Tgfb3","162","0.3900135"
"50178","2","2.25531915","5.578E-5","0.44339623","0.51111111","10","4","false","Mettl26","103.7","10","0","0","0.74893617","false","0","Mettl26","648","0.33344051"
"52229","2","2.67375887","2.2E-7","0.37400531","0.93333333","6","5","false","Ankrd13c","103.0","6","0","0","0.66524823","false","0","Ankrd13c","4","0.61676647"
"64518","2","3.321513","0.0","0.30106762","0.0","1","5","false","Tcta","46.0","1","0","0","0.5356974","false","0","Tcta","0","0.0"
"55307","2","2.10874704","7.2928E-4","0.47421525","0.2047619","21","4","false","Enah","79.57142857","21","0","0","0.77825059","false","0","Enah","9026","0.22275577"
"50189","2","2.10638298","2.1998E-4","0.47474747","0.4","21","4","false","Slc46a1","107.47619048","21","0","0","0.7787234","false","0","Slc46a1","5510","0.30021282"
"54288","2","2.11583924","1.532E-4","0.4726257","0.31052632","20","4","false","Arrdc3","103.15","20","0","0","0.77683215","false","0","Arrdc3","3198","0.29056338"
"55319","2","2.15602837","2.624E-4","0.46381579","0.26666667","16","4","false","Sik1","95.375","16","0","0","0.76879433","false","0","Sik1","4086","0.27887427"
