"SUID","automated_textmining","coexpression","combined_score","database_annotated","EdgeBetweenness","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"9776","0.0","0.061","0.904","0.9","164.01899314","0.066","0","0.0","interacts with","Ap2a2 (interacts with) Ror2","0","10090.ENSMUSP00000003038","10090.ENSMUSP00000021918","0","false","interacts with","Ap2a2 (interacts with) Ror2"
"5176","0.556","0.053","0.561","0.0","512.0","0.0","0","0.0","interacts with","Gadd45g (interacts with) Tesk1","0","10090.ENSMUSP00000021903","10090.ENSMUSP00000050087","0","false","interacts with","Gadd45g (interacts with) Tesk1"
"7616","0.446","0.061","0.98","0.9","180.87205718","0.664","0","0.0","interacts with","Nedd4 (interacts with) Ube2d1","0","10090.ENSMUSP00000034740","10090.ENSMUSP00000020085","0","false","interacts with","Nedd4 (interacts with) Ube2d1"
"9775","0.045","0.062","0.906","0.9","947.13036048","0.076","0","0.0","interacts with","Ap2a2 (interacts with) Ubc","0","10090.ENSMUSP00000003038","10090.ENSMUSP00000115578","0","false","interacts with","Ap2a2 (interacts with) Ubc"
"7615","0.268","0.06","0.946","0.9","55.841016","0.313","0","0.0","interacts with","Nedd4 (interacts with) Ube2e1","0","10090.ENSMUSP00000034740","10090.ENSMUSP00000022296","0","false","interacts with","Nedd4 (interacts with) Ube2e1"
"9774","0.098","0.06","0.908","0.9","11.09243697","0.049","0","0.0","interacts with","Ap2a2 (interacts with) Fnbp1l","0","10090.ENSMUSP00000003038","10090.ENSMUSP00000124947","0","false","interacts with","Ap2a2 (interacts with) Fnbp1l"
"7614","0.349","0.077","0.698","0.0","176.2014874","0.538","0","0.0","interacts with","Nedd4 (interacts with) Usp2","0","10090.ENSMUSP00000034740","10090.ENSMUSP00000034508","0","false","interacts with","Nedd4 (interacts with) Usp2"
"9773","0.0","0.05","0.909","0.9","95.86188779","0.125","0","0.0","interacts with","Ap2a2 (interacts with) Arrb1","0","10090.ENSMUSP00000003038","10090.ENSMUSP00000095866","0","false","interacts with","Ap2a2 (interacts with) Arrb1"
"7613","0.249","0.062","0.604","0.0","285.67860068","0.483","0","0.0","interacts with","Nedd4 (interacts with) Txnip","0","10090.ENSMUSP00000034740","10090.ENSMUSP00000102710","0","false","interacts with","Nedd4 (interacts with) Txnip"
"9772","0.118","0.06","0.909","0.9","22.56363636","0.0","0","0.0","interacts with","Ap2a2 (interacts with) Tfrc","0","10090.ENSMUSP00000003038","10090.ENSMUSP00000023486","0","false","interacts with","Ap2a2 (interacts with) Tfrc"
