"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"142320","1","2.05797101","3.0209E-4","0.48591549","0.37894737","20","3","false","ENSMUSG00000046785","98.5","20","0","0","0.73550725","false","0","ENSMUSG00000046785","4074","0.26621622"
"138229","1","2.22705314","1.3188E-4","0.44902386","0.28571429","7","4","false","ENSMUSG00000035783","72.42857143","7","0","0","0.69323671","false","0","ENSMUSG00000035783","942","0.23020928"
"144383","1","2.06763285","3.3737E-4","0.48364486","0.32967033","14","3","false","ENSMUSG00000028405","81.42857143","14","0","0","0.73309179","false","0","ENSMUSG00000028405","2938","0.21889401"
"137222","1","2.22463768","8.222E-5","0.4495114","0.64444444","10","3","false","ENSMUSG00000024395","93.4","10","0","0","0.69384058","false","0","ENSMUSG00000024395","792","0.30032154"
"136195","1","2.16183575","1.6939E-4","0.46256983","0.19444444","9","3","false","ENSMUSG00000030162","80.88888889","9","0","0","0.70954106","false","0","ENSMUSG00000030162","1524","0.24046434"
"144387","1","2.72463768","0.0","0.36702128","1.0","3","4","false","ENSMUSG00000029020","74.0","3","0","0","0.56884058","false","0","ENSMUSG00000029020","0","0.592"
"138253","1","1.99033816","4.2328E-4","0.50242718","0.39692308","26","3","false","ENSMUSG00000054509","94.23076923","26","0","0","0.75241546","false","0","ENSMUSG00000054509","5414","0.24038462"
"137227","1","2.11352657","1.011E-4","0.47314286","0.57142857","21","3","false","ENSMUSG00000039236","103.0952381","21","0","0","0.72161836","false","0","ENSMUSG00000039236","1912","0.29796312"
"138256","1","2.07487923","2.1936E-4","0.48195576","0.59047619","21","3","false","ENSMUSG00000062705","108.52380952","21","0","0","0.73128019","false","0","ENSMUSG00000062705","3402","0.29978953"
"136217","1","1.99516908","0.0149757","0.50121065","0.11956224","89","4","false","ENSMUSG00000048490","25.47674419","89","0","3","0.75120773","false","0","ENSMUSG00000048490","26056","0.07696902"
"138265","1","2.41304348","1.2846E-4","0.41441441","0.23809524","7","4","false","ENSMUSG00000036333","56.85714286","7","0","0","0.64673913","false","0","ENSMUSG00000036333","802","0.24072948"
"136215","1","2.26086957","6.05E-6","0.44230769","0.89285714","8","3","false","ENSMUSG00000024098","113.375","8","0","0","0.68478261","false","0","ENSMUSG00000024098","66","0.38045302"
"143384","1","2.4589372","3.424E-5","0.40667976","0.46666667","6","4","false","ENSMUSG00000018809","68.33333333","6","0","0","0.6352657","false","0","ENSMUSG00000018809","314","0.31202435"
"136220","1","2.0","2.9555E-4","0.5","0.44","25","3","false","ENSMUSG00000055360","105.12","25","0","0","0.75","false","0","ENSMUSG00000055360","4470","0.27023136"
"149532","1","2.5410628","0.0","0.39353612","1.0","2","4","false","ENSMUSG00000031399","111.5","2","0","0","0.6147343","false","0","ENSMUSG00000031399","0","0.58684211"
"139297","1","2.05797101","4.6863E-4","0.48591549","0.27619048","21","3","false","ENSMUSG00000051375","90.80952381","21","0","0","0.73550725","false","0","ENSMUSG00000051375","5254","0.24609627"
"136223","1","2.20531401","1.6662E-4","0.45345016","0.19444444","9","3","false","ENSMUSG00000030352","77.88888889","9","0","0","0.6986715","false","0","ENSMUSG00000030352","1452","0.24465475"
"140324","1","2.0531401","1.3896E-4","0.48705882","0.4379085","18","3","false","ENSMUSG00000078350","98.05555556","18","0","0","0.73671498","false","0","ENSMUSG00000078350","1686","0.26218063"
"138294","1","2.11352657","2.8949E-4","0.47314286","0.15238095","15","3","false","ENSMUSG00000025584","77.46666667","15","0","0","0.72161836","false","0","ENSMUSG00000025584","3316","0.22139446"
"137267","1","2.2294686","4.245E-5","0.44853738","0.23809524","7","3","false","ENSMUSG00000042784","84.0","7","0","0","0.69263285","false","0","ENSMUSG00000042784","436","0.26963712"
"145460","1","2.51449275","2.536E-5","0.39769452","0.4","5","4","false","ENSMUSG00000033597","70.0","5","0","0","0.62137681","false","0","ENSMUSG00000033597","256","0.35252525"
"145469","1","2.43961353","2.909E-5","0.40990099","0.1","5","4","false","ENSMUSG00000037979","83.0","5","0","0","0.64009662","false","0","ENSMUSG00000037979","226","0.36460177"
"149566","1","2.6763285","4.683E-5","0.37364621","0.0","4","4","false","ENSMUSG00000041028","41.0","4","0","0","0.58091787","false","0","ENSMUSG00000041028","178","0.29850746"
"140347","1","2.4178744","1.0713E-4","0.41358641","0.33333333","7","4","false","ENSMUSG00000020283","59.85714286","7","0","0","0.6455314","false","0","ENSMUSG00000020283","568","0.25256178"
"141371","1","2.10628019","1.7618E-4","0.47477064","0.35294118","17","3","false","ENSMUSG00000039046","99.11764706","17","0","0","0.72342995","false","0","ENSMUSG00000039046","2024","0.28078654"
"148545","1","2.36956522","1.427E-5","0.42201835","0.4","5","4","false","ENSMUSG00000026510","92.2","5","0","0","0.6576087","false","0","ENSMUSG00000026510","184","0.35875486"
"142402","1","2.36956522","8.644E-5","0.42201835","0.32142857","8","4","false","ENSMUSG00000002475","72.625","8","0","0","0.6576087","false","0","ENSMUSG00000002475","698","0.28494094"
"136255","1","2.16425121","6.809E-5","0.46205357","0.56842105","20","3","false","ENSMUSG00000021432","103.1","20","0","0","0.7089372","false","0","ENSMUSG00000021432","1440","0.31625767"
"136269","1","1.74154589","0.02384086","0.5742025","0.12812903","127","3","false","ENSMUSG00000020246","33.048","127","0","2","0.81461353","false","0","ENSMUSG00000020246","54160","0.08345455"
"136270","1","2.11352657","1.1286E-4","0.47314286","0.51515152","22","3","false","ENSMUSG00000024197","100.59090909","22","0","0","0.72161836","false","0","ENSMUSG00000024197","2322","0.29156785"
"137291","1","2.20772947","4.605E-5","0.45295405","0.42424242","12","3","false","ENSMUSG00000020829","99.33333333","12","0","0","0.69806763","false","0","ENSMUSG00000020829","810","0.31434599"
