"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","weight"
"147508","40.16747036","interacts with","ENSMUSG00000059878 (interacts with) ENSMUSG00000070436","false","interacts with","ENSMUSG00000059878 (interacts with) ENSMUSG00000070436","0.0175885839909725"
"139322","30.29873354","interacts with","ENSMUSG00000029050 (interacts with) ENSMUSG00000025993","false","interacts with","ENSMUSG00000029050 (interacts with) ENSMUSG00000025993","0.0263098685724907"
"147518","28.24158117","interacts with","ENSMUSG00000020230 (interacts with) ENSMUSG00000001827","false","interacts with","ENSMUSG00000020230 (interacts with) ENSMUSG00000001827","0.0175849899394024"
"147519","60.62357645","interacts with","ENSMUSG00000028969 (interacts with) ENSMUSG00000046402","false","interacts with","ENSMUSG00000028969 (interacts with) ENSMUSG00000046402","0.0175845580042535"
"139328","36.22130943","interacts with","ENSMUSG00000023055 (interacts with) ENSMUSG00000055360","false","interacts with","ENSMUSG00000023055 (interacts with) ENSMUSG00000055360","0.0262945673445255"
"147526","31.48827803","interacts with","ENSMUSG00000069729 (interacts with) ENSMUSG00000055360","false","interacts with","ENSMUSG00000069729 (interacts with) ENSMUSG00000055360","0.017582337956755"
"147524","63.66010041","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000029291","false","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000029291","0.017582680637635"
"139332","39.18623764","interacts with","ENSMUSG00000037446 (interacts with) ENSMUSG00000053228","false","interacts with","ENSMUSG00000037446 (interacts with) ENSMUSG00000053228","0.0262902974264576"
"147527","47.26306133","interacts with","ENSMUSG00000036461 (interacts with) ENSMUSG00000004568","false","interacts with","ENSMUSG00000036461 (interacts with) ENSMUSG00000004568","0.0175821613555681"
"147533","31.7065068","interacts with","ENSMUSG00000025172 (interacts with) ENSMUSG00000023022","false","interacts with","ENSMUSG00000025172 (interacts with) ENSMUSG00000023022","0.017578668344899"
"139345","72.67193633","interacts with","ENSMUSG00000070803 (interacts with) ENSMUSG00000020230","false","interacts with","ENSMUSG00000070803 (interacts with) ENSMUSG00000020230","0.026268494742204"
"147539","46.98755224","interacts with","ENSMUSG00000001510 (interacts with) ENSMUSG00000032624","false","interacts with","ENSMUSG00000001510 (interacts with) ENSMUSG00000032624","0.0175769019328468"
"139353","85.52425484","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000061410","false","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000061410","0.0262615623979488"
"147544","828.0","interacts with","ENSMUSG00000050029 (interacts with) ENSMUSG00000024486","false","interacts with","ENSMUSG00000050029 (interacts with) ENSMUSG00000024486","0.0175738587045473"
"147549","61.38493035","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000028385","false","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000028385","0.0175708578853506"
"139358","34.41343748","interacts with","ENSMUSG00000020246 (interacts with) ENSMUSG00000062705","false","interacts with","ENSMUSG00000020246 (interacts with) ENSMUSG00000062705","0.0262386548395855"
"139365","16.61895226","interacts with","ENSMUSG00000070348 (interacts with) ENSMUSG00000057738","false","interacts with","ENSMUSG00000070348 (interacts with) ENSMUSG00000057738","0.0262311693423482"
"147557","48.73873425","interacts with","ENSMUSG00000037446 (interacts with) ENSMUSG00000057738","false","interacts with","ENSMUSG00000037446 (interacts with) ENSMUSG00000057738","0.0175657965831049"
"147558","40.91307301","interacts with","ENSMUSG00000026796 (interacts with) ENSMUSG00000029999","false","interacts with","ENSMUSG00000026796 (interacts with) ENSMUSG00000029999","0.0175650595501716"
"147556","47.60117012","interacts with","ENSMUSG00000020653 (interacts with) ENSMUSG00000029188","false","interacts with","ENSMUSG00000020653 (interacts with) ENSMUSG00000029188","0.0175667738153385"
"147562","49.6297693","interacts with","ENSMUSG00000025172 (interacts with) ENSMUSG00000040093","false","interacts with","ENSMUSG00000025172 (interacts with) ENSMUSG00000040093","0.0175631496092135"
"147560","80.9790788","interacts with","ENSMUSG00000022641 (interacts with) ENSMUSG00000066438","false","interacts with","ENSMUSG00000022641 (interacts with) ENSMUSG00000066438","0.017564584745337"
"147564","59.22972736","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000020334","false","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000020334","0.0175609115310754"
"147567","24.53280236","interacts with","ENSMUSG00000023443 (interacts with) ENSMUSG00000071547","false","interacts with","ENSMUSG00000023443 (interacts with) ENSMUSG00000071547","0.0175599401538189"
"147573","30.82932902","interacts with","ENSMUSG00000037279 (interacts with) ENSMUSG00000029581","false","interacts with","ENSMUSG00000037279 (interacts with) ENSMUSG00000029581","0.0175548820181586"
"139381","154.25322458","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000030852","false","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000030852","0.0262033523482825"
"147578","87.81684339","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000042608","false","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000042608","0.0175511171402725"
"147576","74.61505387","interacts with","ENSMUSG00000022010 (interacts with) ENSMUSG00000033788","false","interacts with","ENSMUSG00000022010 (interacts with) ENSMUSG00000033788","0.0175524320951908"
"147581","82.55168408","interacts with","ENSMUSG00000002265 (interacts with) ENSMUSG00000048707","false","interacts with","ENSMUSG00000002265 (interacts with) ENSMUSG00000048707","0.0175500270723989"
"147582","42.25953893","interacts with","ENSMUSG00000022010 (interacts with) ENSMUSG00000027678","false","interacts with","ENSMUSG00000022010 (interacts with) ENSMUSG00000027678","0.0175489201013306"
"139390","47.46430384","interacts with","ENSMUSG00000002265 (interacts with) ENSMUSG00000024042","false","interacts with","ENSMUSG00000002265 (interacts with) ENSMUSG00000024042","0.0261912170234752"
"147579","15.45867659","interacts with","ENSMUSG00000025151 (interacts with) ENSMUSG00000022048","false","interacts with","ENSMUSG00000025151 (interacts with) ENSMUSG00000022048","0.0175510692279575"
"147586","51.28466074","interacts with","ENSMUSG00000022463 (interacts with) ENSMUSG00000047694","false","interacts with","ENSMUSG00000022463 (interacts with) ENSMUSG00000047694","0.0175440436454922"
"139392","36.44954674","interacts with","ENSMUSG00000027678 (interacts with) ENSMUSG00000022438","false","interacts with","ENSMUSG00000027678 (interacts with) ENSMUSG00000022438","0.02618890865921"
"147584","178.34889784","interacts with","ENSMUSG00000019982 (interacts with) ENSMUSG00000040728","false","interacts with","ENSMUSG00000019982 (interacts with) ENSMUSG00000040728","0.0175450290982524"
"139395","169.18942021","interacts with","ENSMUSG00000048756 (interacts with) ENSMUSG00000028614","false","interacts with","ENSMUSG00000048756 (interacts with) ENSMUSG00000028614","0.0261849586083443"
"147593","47.57444252","interacts with","ENSMUSG00000036461 (interacts with) ENSMUSG00000036737","false","interacts with","ENSMUSG00000036461 (interacts with) ENSMUSG00000036737","0.0175411901864386"
"139399","121.79424969","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000036687","false","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000036687","0.0261789123716024"
"147592","48.0889489","interacts with","ENSMUSG00000037279 (interacts with) ENSMUSG00000041488","false","interacts with","ENSMUSG00000037279 (interacts with) ENSMUSG00000041488","0.0175413516743583"
"147597","219.69872061","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000021488","false","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000021488","0.0175401608125485"
"139405","43.86503817","interacts with","ENSMUSG00000079509 (interacts with) ENSMUSG00000001827","false","interacts with","ENSMUSG00000079509 (interacts with) ENSMUSG00000001827","0.0261715542860983"
"147598","140.86113473","interacts with","ENSMUSG00000053080 (interacts with) ENSMUSG00000038342","false","interacts with","ENSMUSG00000053080 (interacts with) ENSMUSG00000038342","0.0175400007500453"
"147596","213.74617581","interacts with","ENSMUSG00000068267 (interacts with) ENSMUSG00000036461","false","interacts with","ENSMUSG00000068267 (interacts with) ENSMUSG00000036461","0.0175407574604772"
"147601","29.37443475","interacts with","ENSMUSG00000020653 (interacts with) ENSMUSG00000031441","false","interacts with","ENSMUSG00000020653 (interacts with) ENSMUSG00000031441","0.0175392223679028"
"147603","55.22069249","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000032624","false","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000032624","0.0175385534302159"
"139418","20.56573214","interacts with","ENSMUSG00000023333 (interacts with) ENSMUSG00000049871","false","interacts with","ENSMUSG00000023333 (interacts with) ENSMUSG00000049871","0.0261499617661924"
"147613","64.68452954","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000089774","false","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000089774","0.0175323805120788"
"147614","164.62318852","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000033597","false","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000033597","0.0175311683280371"
"139420","52.80926757","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000017639","false","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000017639","0.0261494000767732"
"147618","66.49105951","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000003308","false","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000003308","0.0175298691174317"
"139429","48.27359002","interacts with","ENSMUSG00000037446 (interacts with) ENSMUSG00000047238","false","interacts with","ENSMUSG00000037446 (interacts with) ENSMUSG00000047238","0.0261391192933557"
"147622","43.75494345","interacts with","ENSMUSG00000028053 (interacts with) ENSMUSG00000035104","false","interacts with","ENSMUSG00000028053 (interacts with) ENSMUSG00000035104","0.0175274139581577"
"147619","63.24550728","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000005615","false","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000005615","0.0175290175076248"
"147620","46.75962931","interacts with","ENSMUSG00000028042 (interacts with) ENSMUSG00000028572","false","interacts with","ENSMUSG00000028042 (interacts with) ENSMUSG00000028572","0.0175277469881373"
"139431","64.68295591","interacts with","ENSMUSG00000048756 (interacts with) ENSMUSG00000021348","false","interacts with","ENSMUSG00000048756 (interacts with) ENSMUSG00000021348","0.0261367340819559"
"147624","39.23178824","interacts with","ENSMUSG00000038780 (interacts with) ENSMUSG00000028572","false","interacts with","ENSMUSG00000038780 (interacts with) ENSMUSG00000028572","0.0175257888476216"
"147627","44.10524383","interacts with","ENSMUSG00000067071 (interacts with) ENSMUSG00000078532","false","interacts with","ENSMUSG00000067071 (interacts with) ENSMUSG00000078532","0.0175238933712873"
"147628","224.46720363","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000020230","false","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000020230","0.0175236521165803"
"147637","106.40568353","interacts with","ENSMUSG00000050029 (interacts with) ENSMUSG00000022217","false","interacts with","ENSMUSG00000050029 (interacts with) ENSMUSG00000022217","0.0175191212690548"
"147638","45.17927809","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000021693","false","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000021693","0.0175190551266343"
"147635","69.60689465","interacts with","ENSMUSG00000038342 (interacts with) ENSMUSG00000030214","false","interacts with","ENSMUSG00000038342 (interacts with) ENSMUSG00000030214","0.0175192566600558"
"139444","150.227531","interacts with","ENSMUSG00000069729 (interacts with) ENSMUSG00000025810","false","interacts with","ENSMUSG00000069729 (interacts with) ENSMUSG00000025810","0.0261181230607849"
"147641","78.68194661","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000020334","false","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000020334","0.0175148889677841"
"147639","49.38743076","interacts with","ENSMUSG00000001510 (interacts with) ENSMUSG00000070436","false","interacts with","ENSMUSG00000001510 (interacts with) ENSMUSG00000070436","0.0175175866680501"
"147645","51.10267788","interacts with","ENSMUSG00000068267 (interacts with) ENSMUSG00000034450","false","interacts with","ENSMUSG00000068267 (interacts with) ENSMUSG00000034450","0.0175134680206246"
"147646","68.28986109","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000001576","false","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000001576","0.017513201606922"
"147643","114.8760919","interacts with","ENSMUSG00000002265 (interacts with) ENSMUSG00000025151","false","interacts with","ENSMUSG00000002265 (interacts with) ENSMUSG00000025151","0.0175141416080408"
"139457","12.51063011","interacts with","ENSMUSG00000072945 (interacts with) ENSMUSG00000003555","false","interacts with","ENSMUSG00000072945 (interacts with) ENSMUSG00000003555","0.0261005460643665"
"147650","96.60502608","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000034450","false","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000034450","0.0175115945426874"
"147653","55.64960194","interacts with","ENSMUSG00000069729 (interacts with) ENSMUSG00000037049","false","interacts with","ENSMUSG00000069729 (interacts with) ENSMUSG00000037049","0.0175097307604243"
"147654","57.93084825","interacts with","ENSMUSG00000048756 (interacts with) ENSMUSG00000032216","false","interacts with","ENSMUSG00000048756 (interacts with) ENSMUSG00000032216","0.0175087704069673"
"139459","29.02252505","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000001827","false","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000001827","0.026097174565658"
"147651","59.68019154","interacts with","ENSMUSG00000070803 (interacts with) ENSMUSG00000049550","false","interacts with","ENSMUSG00000070803 (interacts with) ENSMUSG00000049550","0.0175108749164488"
"147657","177.43094189","interacts with","ENSMUSG00000019982 (interacts with) ENSMUSG00000033597","false","interacts with","ENSMUSG00000019982 (interacts with) ENSMUSG00000033597","0.0175081719021354"
"147658","37.0095902","interacts with","ENSMUSG00000036450 (interacts with) ENSMUSG00000004508","false","interacts with","ENSMUSG00000036450 (interacts with) ENSMUSG00000004508","0.0175069698955117"
"147656","33.20547321","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000074794","false","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000074794","0.0175084345647296"
"139467","94.58411083","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000020230","false","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000020230","0.026081709338039"
"147659","48.02685273","interacts with","ENSMUSG00000079509 (interacts with) ENSMUSG00000033834","false","interacts with","ENSMUSG00000079509 (interacts with) ENSMUSG00000033834","0.0175059637103337"
"147660","215.73747869","interacts with","ENSMUSG00000001510 (interacts with) ENSMUSG00000004071","false","interacts with","ENSMUSG00000001510 (interacts with) ENSMUSG00000004071","0.017504764173477"
"147665","15.35284395","interacts with","ENSMUSG00000070348 (interacts with) ENSMUSG00000003555","false","interacts with","ENSMUSG00000070348 (interacts with) ENSMUSG00000003555","0.0175029438150206"
"139474","82.67861686","interacts with","ENSMUSG00000029603 (interacts with) ENSMUSG00000024098","false","interacts with","ENSMUSG00000029603 (interacts with) ENSMUSG00000024098","0.0260707377059208"
"147667","35.01191773","interacts with","ENSMUSG00000031627 (interacts with) ENSMUSG00000041488","false","interacts with","ENSMUSG00000031627 (interacts with) ENSMUSG00000041488","0.0175020225746234"
"147668","37.25587143","interacts with","ENSMUSG00000028053 (interacts with) ENSMUSG00000041408","false","interacts with","ENSMUSG00000028053 (interacts with) ENSMUSG00000041408","0.0174998648700745"
"147673","70.99085314","interacts with","ENSMUSG00000028496 (interacts with) ENSMUSG00000038365","false","interacts with","ENSMUSG00000028496 (interacts with) ENSMUSG00000038365","0.0174982230981709"
"139479","37.51361571","interacts with","ENSMUSG00000022010 (interacts with) ENSMUSG00000031827","false","interacts with","ENSMUSG00000022010 (interacts with) ENSMUSG00000031827","0.0260612503339227"
"139480","54.52916687","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000024197","false","interacts with","ENSMUSG00000040713 (interacts with) ENSMUSG00000024197","0.026060639458194"
"147672","71.46110296","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000076441","false","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000076441","0.0174984799030106"
"147675","44.03145019","interacts with","ENSMUSG00000070803 (interacts with) ENSMUSG00000020423","false","interacts with","ENSMUSG00000070803 (interacts with) ENSMUSG00000020423","0.0174976662261555"
"147682","59.76410162","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000045414","false","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000045414","0.0174950820535296"
"147680","55.29074843","interacts with","ENSMUSG00000020230 (interacts with) ENSMUSG00000031538","false","interacts with","ENSMUSG00000020230 (interacts with) ENSMUSG00000031538","0.0174952767737908"
"147685","62.65130387","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000032737","false","interacts with","ENSMUSG00000037032 (interacts with) ENSMUSG00000032737","0.0174937486703425"
"147688","32.04314665","interacts with","ENSMUSG00000069729 (interacts with) ENSMUSG00000042608","false","interacts with","ENSMUSG00000069729 (interacts with) ENSMUSG00000042608","0.0174912130330041"
"147694","64.7228351","interacts with","ENSMUSG00000036461 (interacts with) ENSMUSG00000069258","false","interacts with","ENSMUSG00000036461 (interacts with) ENSMUSG00000069258","0.0174866712652818"
"139503","154.5604355","interacts with","ENSMUSG00000037446 (interacts with) ENSMUSG00000049907","false","interacts with","ENSMUSG00000037446 (interacts with) ENSMUSG00000049907","0.0260240161746438"
"139504","93.56207119","interacts with","ENSMUSG00000005609 (interacts with) ENSMUSG00000003382","false","interacts with","ENSMUSG00000005609 (interacts with) ENSMUSG00000003382","0.0260236667657201"
"147702","125.87574883","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000040093","false","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000040093","0.0174804346703323"
"147700","45.1532489","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000036907","false","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000036907","0.0174812158000282"
"139511","37.78527363","interacts with","ENSMUSG00000037279 (interacts with) ENSMUSG00000079598","false","interacts with","ENSMUSG00000037279 (interacts with) ENSMUSG00000079598","0.0260080842060144"
"139512","62.14063054","interacts with","ENSMUSG00000051469 (interacts with) ENSMUSG00000030162","false","interacts with","ENSMUSG00000051469 (interacts with) ENSMUSG00000030162","0.0260057559083057"
"147709","142.87341809","interacts with","ENSMUSG00000022010 (interacts with) ENSMUSG00000041229","false","interacts with","ENSMUSG00000022010 (interacts with) ENSMUSG00000041229","0.0174760533292253"
"139521","148.94472772","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000025083","false","interacts with","ENSMUSG00000018909 (interacts with) ENSMUSG00000025083","0.0259883910487642"
"139523","73.68409065","interacts with","ENSMUSG00000028496 (interacts with) ENSMUSG00000050211","false","interacts with","ENSMUSG00000028496 (interacts with) ENSMUSG00000050211","0.025986418872339"
"139524","93.83323853","interacts with","ENSMUSG00000051469 (interacts with) ENSMUSG00000029432","false","interacts with","ENSMUSG00000051469 (interacts with) ENSMUSG00000029432","0.0259852603879717"
"139529","32.7967363","interacts with","ENSMUSG00000023055 (interacts with) ENSMUSG00000054266","false","interacts with","ENSMUSG00000023055 (interacts with) ENSMUSG00000054266","0.0259790674743647"
"147722","83.94894721","interacts with","ENSMUSG00000029050 (interacts with) ENSMUSG00000039159","false","interacts with","ENSMUSG00000029050 (interacts with) ENSMUSG00000039159","0.0174703720757467"
"139527","50.57233744","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000056481","false","interacts with","ENSMUSG00000063382 (interacts with) ENSMUSG00000056481","0.0259816842891444"
"147720","111.22547541","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000070436","false","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000070436","0.0174711292876883"
"139533","42.48227421","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000038891","false","interacts with","ENSMUSG00000022105 (interacts with) ENSMUSG00000038891","0.0259756539714456"
"147725","19.18400898","interacts with","ENSMUSG00000023333 (interacts with) ENSMUSG00000021348","false","interacts with","ENSMUSG00000023333 (interacts with) ENSMUSG00000021348","0.0174681607745731"
"147724","28.35659374","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000009281","false","interacts with","ENSMUSG00000000440 (interacts with) ENSMUSG00000009281","0.0174685901023773"
"147734","43.23431501","interacts with","ENSMUSG00000025151 (interacts with) ENSMUSG00000052187","false","interacts with","ENSMUSG00000025151 (interacts with) ENSMUSG00000052187","0.0174637290739275"
