"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","weight"
"112623","23.16871879","interacts with","ENSMUSG00000027018 (interacts with) ENSMUSG00000053838","false","interacts with","ENSMUSG00000027018 (interacts with) ENSMUSG00000053838","0.0240130587755231"
"112627","69.05076344","interacts with","ENSMUSG00000020923 (interacts with) ENSMUSG00000025332","false","interacts with","ENSMUSG00000020923 (interacts with) ENSMUSG00000025332","0.0240074460923877"
"114678","42.85582271","interacts with","ENSMUSG00000025001 (interacts with) ENSMUSG00000027323","false","interacts with","ENSMUSG00000025001 (interacts with) ENSMUSG00000027323","0.0203565993029074"
"112631","34.18139727","interacts with","ENSMUSG00000026491 (interacts with) ENSMUSG00000028693","false","interacts with","ENSMUSG00000026491 (interacts with) ENSMUSG00000028693","0.0239993498777958"
"116729","96.70733478","interacts with","ENSMUSG00000051316 (interacts with) ENSMUSG00000031993","false","interacts with","ENSMUSG00000051316 (interacts with) ENSMUSG00000031993","0.0179542988142073"
"116732","54.04280592","interacts with","ENSMUSG00000051316 (interacts with) ENSMUSG00000027751","false","interacts with","ENSMUSG00000051316 (interacts with) ENSMUSG00000027751","0.0179525718982223"
"112639","19.93989545","interacts with","ENSMUSG00000026491 (interacts with) ENSMUSG00000010095","false","interacts with","ENSMUSG00000026491 (interacts with) ENSMUSG00000010095","0.0239869200026504"
"114696","40.2902773","interacts with","ENSMUSG00000027018 (interacts with) ENSMUSG00000024392","false","interacts with","ENSMUSG00000027018 (interacts with) ENSMUSG00000024392","0.0203249217513801"
"112647","24.14896521","interacts with","ENSMUSG00000037149 (interacts with) ENSMUSG00000045427","false","interacts with","ENSMUSG00000037149 (interacts with) ENSMUSG00000045427","0.0239690336463315"
"116747","22.90834205","interacts with","ENSMUSG00000026491 (interacts with) ENSMUSG00000024188","false","interacts with","ENSMUSG00000026491 (interacts with) ENSMUSG00000024188","0.0179396708616115"
"116756","62.25621499","interacts with","ENSMUSG00000026491 (interacts with) ENSMUSG00000045983","false","interacts with","ENSMUSG00000026491 (interacts with) ENSMUSG00000045983","0.0179330393520605"
"112660","20.97019825","interacts with","ENSMUSG00000032745 (interacts with) ENSMUSG00000020608","false","interacts with","ENSMUSG00000032745 (interacts with) ENSMUSG00000020608","0.023930896711653"
"112661","16.01265417","interacts with","ENSMUSG00000042207 (interacts with) ENSMUSG00000059119","false","interacts with","ENSMUSG00000042207 (interacts with) ENSMUSG00000059119","0.0239297375458679"
