"SUID","automated_textmining","coexpression","combined_score","database_annotated","EdgeBetweenness","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"10112","0.098","0.0","0.672","0.65","57.45349188","0.045","0","0.0","interacts with","Npr1 (interacts with) Pklr","0","10090.ENSMUSP00000029540","10090.ENSMUSP00000035417","0","false","interacts with","Npr1 (interacts with) Pklr"
"10111","0.218","0.061","0.72","0.65","26.0419536","0.0","0","0.0","interacts with","Npr1 (interacts with) Pde3a","0","10090.ENSMUSP00000029540","10090.ENSMUSP00000038749","0","false","interacts with","Npr1 (interacts with) Pde3a"
"10110","0.687","0.113","0.972","0.9","40.54989011","0.129","0","0.0","interacts with","Npr1 (interacts with) Pde5a","0","10090.ENSMUSP00000029540","10090.ENSMUSP00000069011","0","false","interacts with","Npr1 (interacts with) Pde5a"
"4721","0.363","0.062","0.833","0.0","131.66666667","0.744","0","0.0","interacts with","Stard8 (interacts with) Tns3","0","10090.ENSMUSP00000044491","10090.ENSMUSP00000020695","0","false","interacts with","Stard8 (interacts with) Tns3"
"4720","0.081","0.062","0.76","0.0","131.66666667","0.744","0","0.0","interacts with","Stard8 (interacts with) Tenc1","0","10090.ENSMUSP00000044491","10090.ENSMUSP00000041087","0","false","interacts with","Stard8 (interacts with) Tenc1"
"4718","0.305","0.107","0.827","0.0","131.66666667","0.744","0","0.0","interacts with","Stard8 (interacts with) Tns1","0","10090.ENSMUSP00000044491","10090.ENSMUSP00000127715","0","false","interacts with","Stard8 (interacts with) Tns1"
"5138","0.614","0.061","0.622","0.0","188.73873258","0.0","0","0.0","interacts with","Gja5 (interacts with) Tbx2","0","10090.ENSMUSP00000088264","10090.ENSMUSP00000000095","0","false","interacts with","Gja5 (interacts with) Tbx2"
"5869","0.253","0.06","0.76","0.0","402.0","0.686","0","0.0","interacts with","Cotl1 (interacts with) Fscn1","0","10090.ENSMUSP00000034285","10090.ENSMUSP00000031565","0","false","interacts with","Cotl1 (interacts with) Fscn1"
"5137","0.826","0.06","0.83","0.0","395.73873258","0.0","0","0.0","interacts with","Gja5 (interacts with) Tbx5","0","10090.ENSMUSP00000088264","10090.ENSMUSP00000018407","0","false","interacts with","Gja5 (interacts with) Tbx5"
"5136","0.797","0.061","0.801","0.0","188.73873258","0.0","0","0.0","interacts with","Gja5 (interacts with) Tbx3","0","10090.ENSMUSP00000088264","10090.ENSMUSP00000018748","0","false","interacts with","Gja5 (interacts with) Tbx3"
"5135","0.614","0.0","0.614","0.0","395.07206591","0.0","0","0.0","interacts with","Gja5 (interacts with) Tbx20","0","10090.ENSMUSP00000088264","10090.ENSMUSP00000052591","0","false","interacts with","Gja5 (interacts with) Tbx20"
"7925","0.414","0.0","0.946","0.9","163.32000448","0.156","0","0.0","interacts with","F2r (interacts with) Gna12","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000000153","0","false","interacts with","F2r (interacts with) Gna12"
"7924","0.629","0.062","0.927","0.9","3.50714286","0.197","0","0.808","interacts with","F2r (interacts with) F2rl2","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000022182","0","false","interacts with","F2r (interacts with) F2rl2"
"7923","0.739","0.062","0.913","0.9","9.53095238","0.0","0","0.84","interacts with","F2r (interacts with) F2rl1","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000022185","0","false","interacts with","F2r (interacts with) F2rl1"
"7922","0.095","0.0","0.905","0.9","42.65624543","0.0","0","0.0","interacts with","F2r (interacts with) Gcgr","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000026119","0","false","interacts with","F2r (interacts with) Gcgr"
"7921","0.0","0.0","0.9","0.9","133.8091303","0.0","0","0.0","interacts with","F2r (interacts with) Pik3r3","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000030464","0","false","interacts with","F2r (interacts with) Pik3r3"
"7920","0.165","0.0","0.913","0.9","19.0","0.046","0","0.0","interacts with","F2r (interacts with) Lpar3","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000037712","0","false","interacts with","F2r (interacts with) Lpar3"
"7919","0.175","0.0","0.902","0.9","4.0","0.0","0","0.791","interacts with","F2r (interacts with) Lpar6","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000042327","0","false","interacts with","F2r (interacts with) Lpar6"
"7918","0.1","0.0","0.901","0.9","2.0","0.0","0","0.768","interacts with","F2r (interacts with) Lpar4","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000053986","0","false","interacts with","F2r (interacts with) Lpar4"
"7917","0.792","0.0","0.915","0.9","2.4","0.0","0","0.803","interacts with","F2r (interacts with) F2rl3","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000054426","0","false","interacts with","F2r (interacts with) F2rl3"
"5357","0.043","0.06","0.902","0.9","25.28888889","0.0","0","0.0","interacts with","Gm21685 (interacts with) Gmpr","0","10090.ENSMUSP00000139202","10090.ENSMUSP00000000260","0","false","interacts with","Gm21685 (interacts with) Gmpr"
"5356","0.0","0.062","0.657","0.65","190.98932486","0.0","0","0.0","interacts with","Gm21685 (interacts with) Nme3","0","10090.ENSMUSP00000139202","10090.ENSMUSP00000024978","0","false","interacts with","Gm21685 (interacts with) Nme3"
"7915","0.051","0.0","0.9","0.9","25.76638085","0.0","0","0.694","interacts with","F2r (interacts with) Gpr4","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000061243","0","false","interacts with","F2r (interacts with) Gpr4"
"5355","0.0","0.06","0.901","0.9","271.57805717","0.0","0","0.0","interacts with","Gm21685 (interacts with) Pklr","0","10090.ENSMUSP00000139202","10090.ENSMUSP00000035417","0","false","interacts with","Gm21685 (interacts with) Pklr"
"5354","0.0","0.0","0.65","0.65","184.74170581","0.0","0","0.0","interacts with","Gm21685 (interacts with) Pde3a","0","10090.ENSMUSP00000139202","10090.ENSMUSP00000038749","0","false","interacts with","Gm21685 (interacts with) Pde3a"
"7914","0.0","0.0","0.6","0.6","33.73807861","0.0","0","0.0","interacts with","F2r (interacts with) Pik3r6","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000099673","0","false","interacts with","F2r (interacts with) Pik3r6"
"5353","0.0","0.062","0.657","0.65","192.2274201","0.0","0","0.0","interacts with","Gm21685 (interacts with) Pde5a","0","10090.ENSMUSP00000139202","10090.ENSMUSP00000069011","0","false","interacts with","Gm21685 (interacts with) Pde5a"
"7913","0.078","0.0","0.629","0.6","90.34040572","0.075","0","0.0","interacts with","F2r (interacts with) Gnas","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000079341","0","false","interacts with","F2r (interacts with) Gnas"
"7911","0.0","0.0","0.9","0.9","46.44565662","0.0","0","0.0","interacts with","F2r (interacts with) Gm28040","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000138922","0","false","interacts with","F2r (interacts with) Gm28040"
"7998","0.745","0.061","0.75","0.0","400.0","0.0","0","0.0","interacts with","Gm28040 (interacts with) Kcnc4","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000009617","0","false","interacts with","Gm28040 (interacts with) Kcnc4"
"7910","0.0","0.0","0.9","0.9","76.97791373","0.0","0","0.0","interacts with","F2r (interacts with) Kalrn","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000110611","0","false","interacts with","F2r (interacts with) Kalrn"
"7997","0.0","0.0","0.9","0.9","460.52873701","0.0","0","0.0","interacts with","Gm28040 (interacts with) Pik3r3","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000030464","0","false","interacts with","Gm28040 (interacts with) Pik3r3"
"7909","0.348","0.0","0.932","0.9","3.50714286","0.046","0","0.0","interacts with","F2r (interacts with) Tbxa2r","0","10090.ENSMUSP00000061754","10090.ENSMUSP00000100962","0","false","interacts with","F2r (interacts with) Tbxa2r"
"7940","0.552","0.0","0.908","0.9","7.8452381","0.0","0","0.836","interacts with","F2rl1 (interacts with) F2rl2","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000022182","0","false","interacts with","F2rl1 (interacts with) F2rl2"
"7996","0.588","0.054","0.594","0.0","569.14090208","0.0","0","0.0","interacts with","Gm28040 (interacts with) Ldhb","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000032373","0","false","interacts with","Gm28040 (interacts with) Ldhb"
"7995","0.0","0.0","0.9","0.9","166.38272622","0.0","0","0.0","interacts with","Gm28040 (interacts with) Lpar3","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000037712","0","false","interacts with","Gm28040 (interacts with) Lpar3"
"7994","0.0","0.0","0.9","0.9","62.05334893","0.0","0","0.0","interacts with","Gm28040 (interacts with) Lpar6","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000042327","0","false","interacts with","Gm28040 (interacts with) Lpar6"
"10447","0.552","0.0","0.556","0.0","402.0","0.05","0","0.0","interacts with","Tbx5 (interacts with) Zfhx3","0","10090.ENSMUSP00000018407","10090.ENSMUSP00000044612","0","false","interacts with","Tbx5 (interacts with) Zfhx3"
"7936","0.069","0.0","0.9","0.9","11.53095238","0.0","0","0.749","interacts with","F2rl1 (interacts with) Lpar6","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000042327","0","false","interacts with","F2rl1 (interacts with) Lpar6"
"7993","0.869","0.062","0.871","0.0","400.0","0.0","0","0.0","interacts with","Gm28040 (interacts with) Plekha6","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000048214","0","false","interacts with","Gm28040 (interacts with) Plekha6"
"7935","0.0","0.0","0.9","0.9","94.48662491","0.0","0","0.0","interacts with","F2rl1 (interacts with) Kalrn","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000110611","0","false","interacts with","F2rl1 (interacts with) Kalrn"
"7992","0.0","0.0","0.9","0.9","46.44565662","0.0","0","0.0","interacts with","Gm28040 (interacts with) Lpar4","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000053986","0","false","interacts with","Gm28040 (interacts with) Lpar4"
"7934","0.0","0.0","0.9","0.9","17.13333333","0.0","0","0.0","interacts with","F2rl1 (interacts with) Gm28040","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000138922","0","false","interacts with","F2rl1 (interacts with) Gm28040"
"7933","0.107","0.0","0.901","0.9","12.0","0.0","0","0.731","interacts with","F2rl1 (interacts with) Gpr4","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000061243","0","false","interacts with","F2rl1 (interacts with) Gpr4"
"7990","0.0","0.0","0.9","0.9","62.87777778","0.0","0","0.0","interacts with","Gm28040 (interacts with) Gpr4","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000061243","0","false","interacts with","Gm28040 (interacts with) Gpr4"
"7932","0.133","0.0","0.902","0.9","9.53095238","0.0","0","0.745","interacts with","F2rl1 (interacts with) Lpar4","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000053986","0","false","interacts with","F2rl1 (interacts with) Lpar4"
"7989","0.0","0.0","0.9","0.9","41.1768532","0.0","0","0.0","interacts with","Gm28040 (interacts with) Tbxa2r","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000100962","0","false","interacts with","Gm28040 (interacts with) Tbxa2r"
"7931","0.071","0.0","0.903","0.9","74.4158518","0.0","0","0.0","interacts with","F2rl1 (interacts with) Gcgr","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000026119","0","false","interacts with","F2rl1 (interacts with) Gcgr"
"7988","0.0","0.0","0.9","0.9","434.33308415","0.0","0","0.0","interacts with","Gm28040 (interacts with) Kalrn","0","10090.ENSMUSP00000138922","10090.ENSMUSP00000110611","0","false","interacts with","Gm28040 (interacts with) Kalrn"
"7930","0.072","0.0","0.903","0.9","121.59989204","0.0","0","0.0","interacts with","F2rl1 (interacts with) Pik3r3","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000030464","0","false","interacts with","F2rl1 (interacts with) Pik3r3"
"7929","0.052","0.06","0.903","0.9","33.53095238","0.0","0","0.0","interacts with","F2rl1 (interacts with) Lpar3","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000037712","0","false","interacts with","F2rl1 (interacts with) Lpar3"
"7927","0.702","0.0","0.913","0.9","9.13095238","0.0","0","0.811","interacts with","F2rl1 (interacts with) F2rl3","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000054426","0","false","interacts with","F2rl1 (interacts with) F2rl3"
"7926","0.248","0.0","0.921","0.9","7.8452381","0.0","0","0.0","interacts with","F2rl1 (interacts with) Tbxa2r","0","10090.ENSMUSP00000022185","10090.ENSMUSP00000100962","0","false","interacts with","F2rl1 (interacts with) Tbxa2r"
"7963","0.0","0.0","0.9","0.9","152.74549172","0.0","0","0.0","interacts with","F2rl2 (interacts with) Gna12","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000000153","0","false","interacts with","F2rl2 (interacts with) Gna12"
"10101","0.107","0.053","0.919","0.9","1423.10421148","0.158","0","0.0","interacts with","Arap3 (interacts with) Rhoc","0","10090.ENSMUSP00000035662","10090.ENSMUSP00000002303","0","false","interacts with","Arap3 (interacts with) Rhoc"
"7961","0.0","0.0","0.9","0.9","20.44336498","0.0","0","0.684","interacts with","F2rl2 (interacts with) Gpr4","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000061243","0","false","interacts with","F2rl2 (interacts with) Gpr4"
"5124","0.0","0.0","0.65","0.65","188.02222222","0.0","0","0.0","interacts with","Gmpr (interacts with) Pde3a","0","10090.ENSMUSP00000000260","10090.ENSMUSP00000038749","0","false","interacts with","Gmpr (interacts with) Pde3a"
"7960","0.0","0.0","0.9","0.9","76.89615708","0.0","0","0.0","interacts with","F2rl2 (interacts with) Gcgr","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000026119","0","false","interacts with","F2rl2 (interacts with) Gcgr"
"10100","0.476","0.1","0.561","0.0","545.33296812","0.144","0","0.0","interacts with","Arap3 (interacts with) Inppl1","0","10090.ENSMUSP00000035662","10090.ENSMUSP00000048057","0","false","interacts with","Arap3 (interacts with) Inppl1"
"5123","0.0","0.0","0.694","0.65","190.02222222","0.162","0","0.0","interacts with","Gmpr (interacts with) Pde5a","0","10090.ENSMUSP00000000260","10090.ENSMUSP00000069011","0","false","interacts with","Gmpr (interacts with) Pde5a"
"7959","0.0","0.0","0.9","0.9","5.50714286","0.0","0","0.71","interacts with","F2rl2 (interacts with) Lpar6","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000042327","0","false","interacts with","F2rl2 (interacts with) Lpar6"
"9933","0.334","0.06","0.566","0.54","331.85604233","0.05","0","0.905","interacts with","Gna12 (interacts with) Gnai1","0","10090.ENSMUSP00000000153","10090.ENSMUSP00000074259","0","false","interacts with","Gna12 (interacts with) Gnai1"
"7958","0.0","0.0","0.9","0.9","72.78159951","0.0","0","0.0","interacts with","F2rl2 (interacts with) Kalrn","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000110611","0","false","interacts with","F2rl2 (interacts with) Kalrn"
"9932","0.042","0.0","0.6","0.6","163.32000448","0.0","0","0.0","interacts with","Gna12 (interacts with) Lpar4","0","10090.ENSMUSP00000000153","10090.ENSMUSP00000053986","0","false","interacts with","Gna12 (interacts with) Lpar4"
"10099","0.529","0.14","0.58","0.0","358.54334277","0.046","0","0.0","interacts with","Arap3 (interacts with) Fgd5","0","10090.ENSMUSP00000035662","10090.ENSMUSP00000086748","0","false","interacts with","Arap3 (interacts with) Fgd5"
"7957","0.0","0.0","0.9","0.9","3.50714286","0.0","0","0.709","interacts with","F2rl2 (interacts with) Lpar4","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000053986","0","false","interacts with","F2rl2 (interacts with) Lpar4"
"9931","0.049","0.061","0.611","0.6","249.94239623","0.0","0","0.0","interacts with","Gna12 (interacts with) Lpar6","0","10090.ENSMUSP00000000153","10090.ENSMUSP00000042327","0","false","interacts with","Gna12 (interacts with) Lpar6"
"10098","0.05","0.079","0.916","0.9","754.56987144","0.158","0","0.0","interacts with","Arap3 (interacts with) Rhoj","0","10090.ENSMUSP00000035662","10090.ENSMUSP00000059498","0","false","interacts with","Arap3 (interacts with) Rhoj"
"7956","0.0","0.0","0.9","0.9","41.1768532","0.0","0","0.0","interacts with","F2rl2 (interacts with) Gm28040","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000138922","0","false","interacts with","F2rl2 (interacts with) Gm28040"
"10097","0.269","0.081","0.935","0.9","823.00188943","0.158","0","0.0","interacts with","Arap3 (interacts with) Rhog","0","10090.ENSMUSP00000035662","10090.ENSMUSP00000095832","0","false","interacts with","Arap3 (interacts with) Rhog"
"7955","0.045","0.0","0.9","0.9","21.04047619","0.0","0","0.0","interacts with","F2rl2 (interacts with) Lpar3","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000037712","0","false","interacts with","F2rl2 (interacts with) Lpar3"
"9930","0.638","0.0","0.638","0.0","2190.24967348","0.0","0","0.0","interacts with","Gna12 (interacts with) Nkx2-3","0","10090.ENSMUSP00000000153","10090.ENSMUSP00000050933","0","false","interacts with","Gna12 (interacts with) Nkx2-3"
"7953","0.052","0.0","0.901","0.9","124.75067","0.0","0","0.0","interacts with","F2rl2 (interacts with) Pik3r3","0","10090.ENSMUSP00000022182","10090.ENSMUSP00000030464","0","false","interacts with","F2rl2 (interacts with) Pik3r3"
"9928","0.046","0.0","0.666","0.6","416.53457544","0.196","0","0.0","interacts with","Gna12 (interacts with) Lpar3","0","10090.ENSMUSP00000000153","10090.ENSMUSP00000037712","0","false","interacts with","Gna12 (interacts with) Lpar3"
