"__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1","2.528888888888889","0.010945629660600397","0.3954305799648506","0.8201970443349754","29","6","false","Fbxl18","27.724137931034484","0","29","0","0.9798830409356726","false","0","Fbxl18","3154","0.2587818240412504"
"1","4.426666666666667","0.0015320767195767197","0.22590361445783133","0.0","2","7","false","Rasd2","4.0","0","2","0","0.9549122807017545","false","0","Rasd2","158","0.5"
"1","4.333333333333333","0.0014901738473167047","0.23076923076923078","0.0","2","7","false","Cygb","3.0","0","2","0","0.9561403508771931","false","0","Cygb","246","0.5"
"1","4.395555555555555","0.0","0.22750252780586452","0.0","1","7","false","Tvp23a","7.0","0","1","0","0.9553216374269006","false","0","Tvp23a","0","0.0"
"1","2.466666666666667","0.053877835898845955","0.4054054054054054","0.5335968379446641","23","5","false","Arrb1","19.08695652173913","0","23","0","0.9807017543859649","false","0","Arrb1","13976","0.14911684782608695"
"1","2.537777777777778","0.006453160252267406","0.39404553415061294","0.9230769230769231","26","6","false","Pja2","29.576923076923077","0","26","0","0.9797660818713451","false","0","Pja2","862","0.27350427350427353"
"1","2.902222222222222","0.0","0.3445635528330781","1.0","2","6","false","Tada3","39.0","0","2","0","0.9749707602339182","false","0","Tada3","0","0.5131578947368421"
"1","2.533333333333333","0.002056740771711542","0.39473684210526316","0.8809523809523809","28","6","false","Klhl5","28.714285714285715","0","28","0","0.9798245614035088","false","0","Klhl5","2292","0.26587301587301587"
"1","3.6133333333333333","0.0","0.2767527675276753","0.0","1","7","false","Ublcp1","18.0","0","1","0","0.9656140350877194","false","0","Ublcp1","0","0.0"
"1","3.7777777777777777","0.0","0.2647058823529412","1.0","3","7","false","Ripk3","5.0","0","3","0","0.9634502923976609","false","0","Ripk3","0","0.625"
"1","2.537777777777778","0.01160382731419699","0.39404553415061294","0.8547008547008547","27","6","false","Rnf144b","28.51851851851852","0","27","0","0.9797660818713451","false","0","Rnf144b","1818","0.26834381551362685"
"1","2.8933333333333335","0.0","0.3456221198156682","1.0","2","6","false","Lnx2","42.5","0","2","0","0.9750877192982457","false","0","Lnx2","0","0.5448717948717948"
"1","2.368888888888889","0.06827334447495949","0.42213883677298314","0.4984984984984985","37","6","false","Ube2d1","23.43243243243243","0","37","0","0.9819883040935672","false","0","Ube2d1","14570","0.18024948024948026"
