"SUID","EdgeBetweenness","interaction","name","regulatoryGene","selected","shared interaction","shared name","weight"
"4079","78.30910055","interacts with","Eloc (interacts with) Pus3","ENSMUSG00000079658","false","interacts with","Eloc (interacts with) Pus3","0.0241574145728174"
"4081","542.0","interacts with","Zfp944 (interacts with) Alg14","ENSMUSG00000033972","false","interacts with","Zfp944 (interacts with) Alg14","0.0241534828984446"
"4084","42.6133286","interacts with","Tcf4 (interacts with) Aoc2","ENSMUSG00000053477","false","interacts with","Tcf4 (interacts with) Aoc2","0.0241501489585308"
"4085","135.41027839","interacts with","Zfp710 (interacts with) Rrp1","ENSMUSG00000048897","false","interacts with","Zfp710 (interacts with) Rrp1","0.0241495016765586"
"4087","72.54398306","interacts with","Eloc (interacts with) Alg13","ENSMUSG00000079658","false","interacts with","Eloc (interacts with) Alg13","0.024144891763555"
"4090","185.02414818","interacts with","Fhl3 (interacts with) Arhgap27","ENSMUSG00000032643","false","interacts with","Fhl3 (interacts with) Arhgap27","0.0241416276607789"
"2045","53.30794064","interacts with","Mtdh (interacts with) Ap5z1","ENSMUSG00000022255","false","interacts with","Mtdh (interacts with) Ap5z1","0.0288262789815876"
"2046","57.24449362","interacts with","Mllt6 (interacts with) Phgdh","ENSMUSG00000038437","false","interacts with","Mllt6 (interacts with) Phgdh","0.0288221238138991"
"2051","83.8350554","interacts with","Nfat5 (interacts with) Midn","ENSMUSG00000003847","false","interacts with","Nfat5 (interacts with) Midn","0.028809599989286"
"4100","96.1107172","interacts with","Ubtf (interacts with) Gjb4","ENSMUSG00000020923","false","interacts with","Ubtf (interacts with) Gjb4","0.0241348393602905"
"4101","52.41833889","interacts with","Elk3 (interacts with) Ggta1","ENSMUSG00000008398","false","interacts with","Elk3 (interacts with) Ggta1","0.0241348026049148"
"2053","55.35994382","interacts with","Tead4 (interacts with) Gm50387","ENSMUSG00000030353","false","interacts with","Tead4 (interacts with) Gm50387","0.0287984151719782"
"4105","48.92359428","interacts with","Tcf7 (interacts with) Gjb4","ENSMUSG00000000782","false","interacts with","Tcf7 (interacts with) Gjb4","0.0241256178877718"
"2061","66.92587114","interacts with","Baz1a (interacts with) Ap5z1","ENSMUSG00000035021","false","interacts with","Baz1a (interacts with) Ap5z1","0.0287420318715458"
"4110","92.79400483","interacts with","Pa2g4 (interacts with) Fkbp2","ENSMUSG00000025364","false","interacts with","Pa2g4 (interacts with) Fkbp2","0.0241241377637867"
"2065","62.18194829","interacts with","Elk3 (interacts with) Nop56","ENSMUSG00000008398","false","interacts with","Elk3 (interacts with) Nop56","0.0287247543874075"
"2067","119.76840073","interacts with","Egln1 (interacts with) Cflar","ENSMUSG00000031987","false","interacts with","Egln1 (interacts with) Cflar","0.0287096410394464"
"4118","83.53278617","interacts with","Ctnnbip1 (interacts with) Lyz2","ENSMUSG00000028988","false","interacts with","Ctnnbip1 (interacts with) Lyz2","0.0241108439302211"
"4119","71.84907887","interacts with","Eloc (interacts with) Cep19","ENSMUSG00000079658","false","interacts with","Eloc (interacts with) Cep19","0.0241104859803288"
"2072","57.31328162","interacts with","Ubtf (interacts with) Pus3","ENSMUSG00000020923","false","interacts with","Ubtf (interacts with) Pus3","0.0286918721319628"
"4121","60.51448274","interacts with","Zfp944 (interacts with) Agrp","ENSMUSG00000033972","false","interacts with","Zfp944 (interacts with) Agrp","0.0241078376449371"
"2074","102.60347144","interacts with","Ubtf (interacts with) Qtrt1","ENSMUSG00000020923","false","interacts with","Ubtf (interacts with) Qtrt1","0.0286890596789128"
"4123","45.87440316","interacts with","Tcf4 (interacts with) Rasa4","ENSMUSG00000053477","false","interacts with","Tcf4 (interacts with) Rasa4","0.0241005126647806"
"2077","81.65247581","interacts with","Tcf7 (interacts with) Tmem59l","ENSMUSG00000000782","false","interacts with","Tcf7 (interacts with) Tmem59l","0.0286821197251636"
"4126","126.75198096","interacts with","Ubtf (interacts with) Pmm1","ENSMUSG00000020923","false","interacts with","Ubtf (interacts with) Pmm1","0.0240983106752453"
"4130","113.81747209","interacts with","Eloc (interacts with) Rpl22","ENSMUSG00000079658","false","interacts with","Eloc (interacts with) Rpl22","0.0240938338036327"
"4131","140.81552859","interacts with","Trim27 (interacts with) Fhl3","ENSMUSG00000021326","false","interacts with","Trim27 (interacts with) Fhl3","0.0240853219724593"
"2083","73.64342076","interacts with","Arrb2 (interacts with) Apbb1ip","ENSMUSG00000060216","false","interacts with","Arrb2 (interacts with) Apbb1ip","0.0286540896869071"
"4133","60.78075456","interacts with","Mrtfa (interacts with) Utp14a","ENSMUSG00000042292","false","interacts with","Mrtfa (interacts with) Utp14a","0.0240840016207461"
"2086","79.25826717","interacts with","Zfp710 (interacts with) Slc35g1","ENSMUSG00000048897","false","interacts with","Zfp710 (interacts with) Slc35g1","0.0286506580490979"
"4134","185.38793441","interacts with","Mrtfa (interacts with) Tcf7","ENSMUSG00000042292","false","interacts with","Mrtfa (interacts with) Tcf7","0.0240835183985167"
"4135","64.68977129","interacts with","Set (interacts with) Glul","ENSMUSG00000054766","false","interacts with","Set (interacts with) Glul","0.0240830307507377"
"4137","150.77512026","interacts with","Nudt5 (interacts with) Hip1r","ENSMUSG00000025817","false","interacts with","Nudt5 (interacts with) Hip1r","0.024080476963152"
"2089","75.87737284","interacts with","Zfp710 (interacts with) S100a11","ENSMUSG00000048897","false","interacts with","Zfp710 (interacts with) S100a11","0.0286382022507549"
"4143","63.85434587","interacts with","Eno1b (interacts with) Ccnb1ip1","ENSMUSG00000059040","false","interacts with","Eno1b (interacts with) Ccnb1ip1","0.0240735581395183"
"2096","58.78452869","interacts with","Ppard (interacts with) Ier2","ENSMUSG00000002250","false","interacts with","Ppard (interacts with) Ier2","0.0285972514360367"
"4148","82.82191767","interacts with","Nfat5 (interacts with) Gmpr2","ENSMUSG00000003847","false","interacts with","Nfat5 (interacts with) Gmpr2","0.0240679060037136"
"2100","71.44288242","interacts with","Ctnnbip1 (interacts with) Tex264","ENSMUSG00000028988","false","interacts with","Ctnnbip1 (interacts with) Tex264","0.028581458111243"
"4150","365.77082267","interacts with","Zfp710 (interacts with) Zfp944","ENSMUSG00000048897","false","interacts with","Zfp710 (interacts with) Zfp944","0.024065592555946"
"2104","61.37386816","interacts with","Mrtfa (interacts with) Pmm1","ENSMUSG00000042292","false","interacts with","Mrtfa (interacts with) Pmm1","0.0285681865193296"
"2108","35.71460275","interacts with","Trim27 (interacts with) Nop56","ENSMUSG00000021326","false","interacts with","Trim27 (interacts with) Nop56","0.028559015712262"
"2109","68.15209248","interacts with","Set (interacts with) Mtrr","ENSMUSG00000054766","false","interacts with","Set (interacts with) Mtrr","0.0285552797273342"
"4159","136.18234148","interacts with","Nudt5 (interacts with) Trim27","ENSMUSG00000025817","false","interacts with","Nudt5 (interacts with) Trim27","0.0240570297311624"
"4160","50.15020384","interacts with","Eno1b (interacts with) Hpdl","ENSMUSG00000059040","false","interacts with","Eno1b (interacts with) Hpdl","0.0240536807990949"
"2114","59.45016673","interacts with","Carhsp1 (interacts with) Ap5z1","ENSMUSG00000008393","false","interacts with","Carhsp1 (interacts with) Ap5z1","0.0285359838589471"
"4163","60.27792555","interacts with","Trim27 (interacts with) Slc22a17","ENSMUSG00000021326","false","interacts with","Trim27 (interacts with) Slc22a17","0.0240494870417968"
"4166","76.69676737","interacts with","Set (interacts with) Furin","ENSMUSG00000054766","false","interacts with","Set (interacts with) Furin","0.0240471834865023"
"2120","63.64321959","interacts with","Eloc (interacts with) Agrp","ENSMUSG00000079658","false","interacts with","Eloc (interacts with) Agrp","0.0285037991725948"
"2121","58.89108096","interacts with","Baz1a (interacts with) Gjb4","ENSMUSG00000035021","false","interacts with","Baz1a (interacts with) Gjb4","0.0285032599214605"
"2124","118.65946383","interacts with","Slc25a15 (interacts with) Ctss","ENSMUSG00000031482","false","interacts with","Slc25a15 (interacts with) Ctss","0.0284936662491937"
"4174","201.41762469","interacts with","Mllt6 (interacts with) B9d1","ENSMUSG00000038437","false","interacts with","Mllt6 (interacts with) B9d1","0.0240364534286898"
"4175","70.03436727","interacts with","Zfp710 (interacts with) Aldh2","ENSMUSG00000048897","false","interacts with","Zfp710 (interacts with) Aldh2","0.024035037958476"
"4176","346.31358435","interacts with","Bcor (interacts with) Hand1","ENSMUSG00000040363","false","interacts with","Bcor (interacts with) Hand1","0.0240334546813736"
"4177","64.01546156","interacts with","Set (interacts with) Agrp","ENSMUSG00000054766","false","interacts with","Set (interacts with) Agrp","0.0240331678164303"
