"SUID","EdgeBetweenness","interaction","name","regulatoryGene","selected","shared interaction","shared name","weight"
"3064","49.39499759","interacts with","Hcls1 (interacts with) Eno1","ENSMUSG00000022831","false","interacts with","Hcls1 (interacts with) Eno1","0.0259407714686881"
"4088","75.97214423","interacts with","Hcls1 (interacts with) Prdm1","ENSMUSG00000022831","false","interacts with","Hcls1 (interacts with) Prdm1","0.0241448117568587"
"4089","47.05590519","interacts with","Prdm1 (interacts with) Ascl2","ENSMUSG00000038151","false","interacts with","Prdm1 (interacts with) Ascl2","0.0241429641049708"
"2044","40.89041017","interacts with","Mxd1 (interacts with) Itpk1","ENSMUSG00000001156","false","interacts with","Mxd1 (interacts with) Itpk1","0.0288371505838191"
"4092","226.0","interacts with","Gata3 (interacts with) Efhd2","ENSMUSG00000015619","false","interacts with","Gata3 (interacts with) Efhd2","0.0241408645970553"
"1020","60.0039434","interacts with","Gata3 (interacts with) Ceacam9","ENSMUSG00000015619","false","interacts with","Gata3 (interacts with) Ceacam9","0.0355320200063843"
"2048","55.66652251","interacts with","Cdyl2 (interacts with) Ppp1r15a","ENSMUSG00000031758","false","interacts with","Cdyl2 (interacts with) Ppp1r15a","0.0288192167577479"
"5121","28.10371874","interacts with","Nedd8 (interacts with) Slco5a1","ENSMUSG00000010376","false","interacts with","Nedd8 (interacts with) Slco5a1","0.0228559531109958"
"2049","36.72603104","interacts with","Siah2 (interacts with) Liph","ENSMUSG00000036432","false","interacts with","Siah2 (interacts with) Liph","0.028812739493739"
"1029","30.53147182","interacts with","Fgfr1 (interacts with) Adamts1","ENSMUSG00000031565","false","interacts with","Fgfr1 (interacts with) Adamts1","0.0353537400938484"
"1030","19.31999928","interacts with","E2f5 (interacts with) Lst1","ENSMUSG00000027552","false","interacts with","E2f5 (interacts with) Lst1","0.0353398629670248"
"2055","28.10649046","interacts with","Fgfr1 (interacts with) Ceacam9","ENSMUSG00000031565","false","interacts with","Fgfr1 (interacts with) Ceacam9","0.0287867773250706"
"4104","226.0","interacts with","Stat1 (interacts with) Donson","ENSMUSG00000026104","false","interacts with","Stat1 (interacts with) Donson","0.0241267283451991"
"1038","44.73284914","interacts with","Prdm1 (interacts with) Tnnt1","ENSMUSG00000038151","false","interacts with","Prdm1 (interacts with) Tnnt1","0.03527975859383"
"1040","23.14798532","interacts with","Cdyl2 (interacts with) Lcp1","ENSMUSG00000031758","false","interacts with","Cdyl2 (interacts with) Lcp1","0.0352796479263991"
"5136","226.0","interacts with","Siah2 (interacts with) Ugp2","ENSMUSG00000036432","false","interacts with","Siah2 (interacts with) Ugp2","0.0228435508423326"
"3090","58.56282755","interacts with","Gata3 (interacts with) Itpk1","ENSMUSG00000015619","false","interacts with","Gata3 (interacts with) Itpk1","0.0258898707667952"
"1043","23.29128742","interacts with","Nfkbia (interacts with) Mmp1b","ENSMUSG00000021025","false","interacts with","Nfkbia (interacts with) Mmp1b","0.0352494492100861"
"5140","28.54280759","interacts with","Nedd8 (interacts with) Anpep","ENSMUSG00000010376","false","interacts with","Nedd8 (interacts with) Anpep","0.0228342521837214"
"1044","27.41320398","interacts with","Fgfr1 (interacts with) Slc6a4","ENSMUSG00000031565","false","interacts with","Fgfr1 (interacts with) Slc6a4","0.0352314981916742"
"1045","28.85596122","interacts with","Fgfr1 (interacts with) Cela1","ENSMUSG00000031565","false","interacts with","Fgfr1 (interacts with) Cela1","0.0352268192701385"
"5142","226.0","interacts with","Cdyl2 (interacts with) C1galt1","ENSMUSG00000031758","false","interacts with","Cdyl2 (interacts with) C1galt1","0.0228331815173374"
"3096","54.8081378","interacts with","Gata3 (interacts with) Il1rap","ENSMUSG00000015619","false","interacts with","Gata3 (interacts with) Il1rap","0.0258712232750824"
"5145","26.64397777","interacts with","Cdyl2 (interacts with) Ceacam9","ENSMUSG00000031758","false","interacts with","Cdyl2 (interacts with) Ceacam9","0.0228288818223759"
"3098","35.2639716","interacts with","Lzts1 (interacts with) Slc6a4","ENSMUSG00000036306","false","interacts with","Lzts1 (interacts with) Slc6a4","0.0258681026392303"
"4125","101.34962954","interacts with","Rexo4 (interacts with) Lzts1","ENSMUSG00000052406","false","interacts with","Rexo4 (interacts with) Lzts1","0.0240993555680211"
"1053","40.89833519","interacts with","Stat1 (interacts with) Adamts1","ENSMUSG00000026104","false","interacts with","Stat1 (interacts with) Adamts1","0.0351544254205949"
"1054","21.62462076","interacts with","Nfkbia (interacts with) Tial1","ENSMUSG00000021025","false","interacts with","Nfkbia (interacts with) Tial1","0.0351391227364195"
"2079","12.98552516","interacts with","Ascl2 (interacts with) Cela1","ENSMUSG00000009248","false","interacts with","Ascl2 (interacts with) Cela1","0.0286712609613299"
