"SUID","EdgeBetweenness","interaction","name","regulatoryGene","selected","shared interaction","shared name","weight"
"4083","39.41719698","interacts with","Tfap2c (interacts with) Hbb-bs","ENSMUSG00000028640","false","interacts with","Tfap2c (interacts with) Hbb-bs","0.0241501616216285"
"4093","42.96923677","interacts with","Zfp608 (interacts with) Kctd12","ENSMUSG00000052713","false","interacts with","Zfp608 (interacts with) Kctd12","0.0241401801027403"
"4094","23.97514861","interacts with","Ctbp2 (interacts with) Bcl2","ENSMUSG00000030970","false","interacts with","Ctbp2 (interacts with) Bcl2","0.0241400591572706"
"4095","112.10029801","interacts with","E2f2 (interacts with) Asap3","ENSMUSG00000018983","false","interacts with","E2f2 (interacts with) Asap3","0.0241396995001191"
"4099","25.98217495","interacts with","Elf4 (interacts with) Sos1","ENSMUSG00000031103","false","interacts with","Elf4 (interacts with) Sos1","0.024134910452945"
"4106","42.5775432","interacts with","Tfap2c (interacts with) Tmem132e","ENSMUSG00000028640","false","interacts with","Tfap2c (interacts with) Tmem132e","0.0241254341162555"
"4109","187.20764555","interacts with","Frk (interacts with) Ugcg","ENSMUSG00000019779","false","interacts with","Frk (interacts with) Ugcg","0.0241250688213717"
"4111","66.41614377","interacts with","Tfap2c (interacts with) Pthlh","ENSMUSG00000028640","false","interacts with","Tfap2c (interacts with) Pthlh","0.0241221350414894"
"4116","109.56192283","interacts with","Frk (interacts with) Nr2f2","ENSMUSG00000019779","false","interacts with","Frk (interacts with) Nr2f2","0.0241161364857364"
"4117","25.52578841","interacts with","Elf5 (interacts with) Fasl","ENSMUSG00000027186","false","interacts with","Elf5 (interacts with) Fasl","0.0241139416591457"
"4128","25.79893751","interacts with","Zfp608 (interacts with) Hs3st1","ENSMUSG00000052713","false","interacts with","Zfp608 (interacts with) Hs3st1","0.0240971297113504"
"4136","16.18321988","interacts with","Irf2bpl (interacts with) Hs3st1","ENSMUSG00000034168","false","interacts with","Irf2bpl (interacts with) Hs3st1","0.0240816958707433"
"4141","65.97974923","interacts with","Ctbp2 (interacts with) Nr2f2","ENSMUSG00000030970","false","interacts with","Ctbp2 (interacts with) Nr2f2","0.0240744346232337"
"4142","181.70811192","interacts with","Cecr2 (interacts with) Shtn1","ENSMUSG00000071226","false","interacts with","Cecr2 (interacts with) Shtn1","0.0240738048362708"
"4145","368.0","interacts with","Tfap2c (interacts with) Rab31","ENSMUSG00000028640","false","interacts with","Tfap2c (interacts with) Rab31","0.0240731340262215"
"4146","61.3434955","interacts with","Frk (interacts with) Sema4c","ENSMUSG00000019779","false","interacts with","Frk (interacts with) Sema4c","0.0240728934567673"
"4147","251.2053778","interacts with","Jdp2 (interacts with) Sidt2","ENSMUSG00000034271","false","interacts with","Jdp2 (interacts with) Sidt2","0.0240706236825909"
"4152","45.64333245","interacts with","Elf5 (interacts with) Fam83f","ENSMUSG00000027186","false","interacts with","Elf5 (interacts with) Fam83f","0.0240645844960267"
"4153","53.46561042","interacts with","Cecr2 (interacts with) Sema7a","ENSMUSG00000071226","false","interacts with","Cecr2 (interacts with) Sema7a","0.0240626997087767"
"4157","101.37193295","interacts with","Vgll3 (interacts with) Dtymk","ENSMUSG00000091243","false","interacts with","Vgll3 (interacts with) Dtymk","0.0240592600897441"
"4158","57.63551986","interacts with","Irf2bpl (interacts with) Smpdl3b","ENSMUSG00000034168","false","interacts with","Irf2bpl (interacts with) Smpdl3b","0.0240581615630945"
"4165","29.29517171","interacts with","Tfap2a (interacts with) Brpf3","ENSMUSG00000021359","false","interacts with","Tfap2a (interacts with) Brpf3","0.0240475707735617"
"4169","44.1773976","interacts with","Ets2 (interacts with) Myo1c","ENSMUSG00000022895","false","interacts with","Ets2 (interacts with) Myo1c","0.0240450004867564"
"4171","38.83067247","interacts with","Frk (interacts with) Tmem45a","ENSMUSG00000019779","false","interacts with","Frk (interacts with) Tmem45a","0.0240405409017123"
"4172","96.88690174","interacts with","Frk (interacts with) Cep164","ENSMUSG00000019779","false","interacts with","Frk (interacts with) Cep164","0.0240392494034384"
"4180","33.13735306","interacts with","Frk (interacts with) Rps27","ENSMUSG00000019779","false","interacts with","Frk (interacts with) Rps27","0.0240270101918517"
"4186","47.56267211","interacts with","Ctbp2 (interacts with) Plpp2","ENSMUSG00000030970","false","interacts with","Ctbp2 (interacts with) Plpp2","0.0240187530371613"
"4187","98.02529829","interacts with","Cecr2 (interacts with) Cep164","ENSMUSG00000071226","false","interacts with","Cecr2 (interacts with) Cep164","0.0240172894918068"
"4202","40.22232303","interacts with","Nfkbiz (interacts with) Gm49392","ENSMUSG00000035356","false","interacts with","Nfkbiz (interacts with) Gm49392","0.0239947696058709"
