"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"17650","2","2.86466165","0.01793974","0.34908136","0.0","5","5","false","Tnrc6c","9.6","5","0","0","0.76691729","false","0","Tnrc6c","1596","0.25294118"
"17654","2","3.09022556","0.0","0.32360097","1.0","3","5","false","Hmga2","14.0","3","0","0","0.7387218","false","0","Hmga2","0","0.56"
"17399","2","2.90225564","4.9777E-4","0.34455959","0.0","3","5","false","Paip2","15.0","3","0","0","0.76221805","false","0","Paip2","62","0.42424242"
"17657","2","2.32330827","0.02012082","0.43042071","0.50877193","19","5","false","Tardbp","23.63157895","19","0","0","0.83458647","false","0","Tardbp","3192","0.29473684"
"17666","2","3.41353383","0.0","0.29295154","0.0","1","6","false","Dip2b","11.0","1","0","0","0.69830827","false","0","Dip2b","0","0.0"
"17926","2","3.88721805","0.0","0.25725338","0.0","1","6","false","Gna11","7.0","1","0","0","0.63909774","false","0","Gna11","0","0.0"
"17929","2","2.87969925","0.00277443","0.34725849","0.61904762","7","5","false","Eif3d","13.85714286","7","0","0","0.76503759","false","0","Eif3d","536","0.33797909"
"17934","2","2.87969925","0.00433484","0.34725849","0.0","4","6","false","Metap2","11.75","4","0","0","0.76503759","false","0","Metap2","696","0.27564103"
"19471","2","4.65413534","0.0","0.21486268","0.0","1","7","false","Ppp1r7","2.0","1","0","0","0.54323308","false","0","Ppp1r7","0","0.0"
"16661","2","2.96992481","0.00207105","0.33670886","0.0","3","5","false","Atxn2l","11.0","3","0","0","0.7537594","false","0","Atxn2l","246","0.37037037"
"17175","2","2.87969925","0.00110197","0.34725849","0.33333333","3","5","false","Ubtf","15.66666667","3","0","0","0.76503759","false","0","Ubtf","226","0.41441441"
"16663","2","3.21804511","0.00169663","0.31074766","0.0","4","6","false","Patl1","5.75","4","0","0","0.72274436","false","0","Patl1","94","0.296875"
"16665","2","2.84210526","0.01054657","0.35185185","0.28571429","7","6","false","G3bp2","11.42857143","7","0","0","0.76973684","false","0","G3bp2","1628","0.25324675"
"16667","2","2.36090226","9.5786E-4","0.42356688","0.9486166","23","5","false","Hnrnpul1","28.04347826","23","0","0","0.82988722","false","0","Hnrnpul1","360","0.36899314"
"17185","2","2.93233083","0.00278775","0.34102564","0.68181818","12","6","false","Tex10","16.66666667","12","0","0","0.75845865","false","0","Tex10","490","0.42735043"
"18469","2","2.67669173","0.03016191","0.37359551","0.75824176","14","6","false","Hnrnpdl","27.14285714","14","0","0","0.79041353","false","0","Hnrnpdl","7052","0.47493734"
"17958","2","2.93984962","0.002199","0.34015345","0.6","5","5","false","Pan2","14.0","5","0","0","0.7575188","false","0","Pan2","208","0.39428571"
"18473","2","2.79699248","0.0","0.35752688","1.0","9","6","false","Srsf10","31.77777778","9","0","0","0.77537594","false","0","Srsf10","0","0.61111111"
"17964","2","2.46616541","0.00587932","0.4054878","0.44444444","10","5","false","Pcbp2","23.4","10","0","0","0.81672932","false","0","Pcbp2","1396","0.31621622"
"16430","2","3.21052632","0.00160356","0.31147541","0.0","2","6","false","Srp72","14.5","2","0","0","0.72368421","false","0","Srp72","244","0.5"
"16687","2","2.39097744","0.00111665","0.41823899","0.93073593","22","5","false","Cstf1","27.95454545","22","0","0","0.82612782","false","0","Cstf1","248","0.37776413"
"17711","2","2.85714286","3.7968E-4","0.35","0.33333333","3","6","false","Dnajc2","17.33333333","3","0","0","0.76785714","false","0","Dnajc2","60","0.39534884"
"18993","2","3.23308271","0.0","0.30930233","1.0","4","6","false","Znhit6","18.0","4","0","0","0.72086466","false","0","Znhit6","0","0.6"
"17977","2","2.5037594","0.0118291","0.3993994","0.5","12","5","false","Gar1","18.5","12","0","0","0.81203008","false","0","Gar1","1924","0.26960784"
"16701","2","2.38345865","3.418E-5","0.41955836","0.99134199","22","5","false","Bcas2","28.72727273","22","0","0","0.82706767","false","0","Bcas2","12","0.3830303"
