"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"110066","1","2.04385965","9.2166E-4","0.48927039","0.53333333","16","3","false","ENSMUSG00000041057","53.125","16","0","0","0.73903509","false","0","ENSMUSG00000041057","1612","0.26299505"
"113652","1","2.47807018","1.1349E-4","0.40353982","0.33333333","3","4","false","ENSMUSG00000028345","45.0","3","0","0","0.63048246","false","0","ENSMUSG00000028345","138","0.37853107"
"110584","1","2.27631579","8.947E-5","0.43930636","0.74545455","11","3","false","ENSMUSG00000022451","60.63636364","11","0","0","0.68092105","false","0","ENSMUSG00000022451","244","0.39374262"
"109560","1","2.43859649","1.5098E-4","0.41007194","0.60714286","8","4","false","ENSMUSG00000026103","51.625","8","0","0","0.64035088","false","0","ENSMUSG00000026103","348","0.41971545"
"110583","1","1.97368421","0.0192964","0.50666667","0.28816327","55","3","false","ENSMUSG00000021810","24.0","55","0","5","0.75657895","false","0","ENSMUSG00000021810","7780","0.13103825"
"109559","1","2.13157895","0.01738196","0.4691358","0.18730159","39","3","false","ENSMUSG00000035133","21.16666667","39","0","3","0.71710526","false","0","ENSMUSG00000035133","11230","0.13129745"
"110073","1","2.00438596","0.02811972","0.49890591","0.14393939","33","4","false","ENSMUSG00000027715","22.27272727","33","0","0","0.74890351","false","0","ENSMUSG00000027715","12416","0.1155303"
"111100","1","2.4122807","1.4506E-4","0.41454545","0.42857143","7","4","false","ENSMUSG00000035152","48.71428571","7","0","0","0.64692982","false","0","ENSMUSG00000035152","376","0.37186478"
"111612","1","2.36403509","8.278E-5","0.42300557","0.60714286","8","4","false","ENSMUSG00000028936","52.5","8","0","0","0.65899123","false","0","ENSMUSG00000028936","234","0.375"
"109563","1","2.05263158","0.01627246","0.48717949","0.21365248","48","3","false","ENSMUSG00000000568","21.5625","48","0","0","0.73684211","false","0","ENSMUSG00000000568","7254","0.12834821"
"110080","1","2.1754386","3.149E-4","0.45967742","0.64705882","17","3","false","ENSMUSG00000041645","59.76470588","17","0","0","0.70614035","false","0","ENSMUSG00000041645","830","0.3495012"
