"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","weight"
"110576","38.83619452","interacts with","ENSMUSG00000094870 (interacts with) ENSMUSG00000021756","false","interacts with","ENSMUSG00000094870 (interacts with) ENSMUSG00000021756","0.0330326725093832"
"110575","35.12860921","interacts with","ENSMUSG00000028890 (interacts with) ENSMUSG00000052144","false","interacts with","ENSMUSG00000028890 (interacts with) ENSMUSG00000052144","0.0330601873923235"
"110578","24.72308819","interacts with","ENSMUSG00000030619 (interacts with) ENSMUSG00000024350","false","interacts with","ENSMUSG00000030619 (interacts with) ENSMUSG00000024350","0.0330167186606195"
"110577","42.33099332","interacts with","ENSMUSG00000027206 (interacts with) ENSMUSG00000052144","false","interacts with","ENSMUSG00000027206 (interacts with) ENSMUSG00000052144","0.0330228975997751"
"114676","36.29225729","interacts with","ENSMUSG00000109336 (interacts with) ENSMUSG00000043110","false","interacts with","ENSMUSG00000109336 (interacts with) ENSMUSG00000043110","0.0203591828299997"
"110580","16.46098516","interacts with","ENSMUSG00000061186 (interacts with) ENSMUSG00000021427","false","interacts with","ENSMUSG00000061186 (interacts with) ENSMUSG00000021427","0.0329955625311609"
"114677","77.17292382","interacts with","ENSMUSG00000027206 (interacts with) ENSMUSG00000021810","false","interacts with","ENSMUSG00000027206 (interacts with) ENSMUSG00000021810","0.0203568957446278"
"110586","33.47676719","interacts with","ENSMUSG00000037608 (interacts with) ENSMUSG00000027893","false","interacts with","ENSMUSG00000037608 (interacts with) ENSMUSG00000027893","0.0329372212772952"
"110585","25.26251345","interacts with","ENSMUSG00000021810 (interacts with) ENSMUSG00000022451","false","interacts with","ENSMUSG00000021810 (interacts with) ENSMUSG00000022451","0.0329462083573317"
"110588","60.22818031","interacts with","ENSMUSG00000027715 (interacts with) ENSMUSG00000038633","false","interacts with","ENSMUSG00000027715 (interacts with) ENSMUSG00000038633","0.0329269593101147"
"114683","53.79248699","interacts with","ENSMUSG00000027206 (interacts with) ENSMUSG00000098950","false","interacts with","ENSMUSG00000027206 (interacts with) ENSMUSG00000098950","0.0203496784708534"
"110587","19.03252282","interacts with","ENSMUSG00000024369 (interacts with) ENSMUSG00000017607","false","interacts with","ENSMUSG00000024369 (interacts with) ENSMUSG00000017607","0.0329307726962291"
"114686","70.72220098","interacts with","ENSMUSG00000008976 (interacts with) ENSMUSG00000030452","false","interacts with","ENSMUSG00000008976 (interacts with) ENSMUSG00000030452","0.0203410277565214"
"114688","46.75852511","interacts with","ENSMUSG00000035873 (interacts with) ENSMUSG00000055320","false","interacts with","ENSMUSG00000035873 (interacts with) ENSMUSG00000055320","0.0203379865063963"
"110594","30.68089584","interacts with","ENSMUSG00000019338 (interacts with) ENSMUSG00000068699","false","interacts with","ENSMUSG00000019338 (interacts with) ENSMUSG00000068699","0.032901959773752"
"114689","52.99219813","interacts with","ENSMUSG00000040524 (interacts with) ENSMUSG00000031095","false","interacts with","ENSMUSG00000040524 (interacts with) ENSMUSG00000031095","0.0203378782992279"
"110596","14.89370423","interacts with","ENSMUSG00000078496 (interacts with) ENSMUSG00000032376","false","interacts with","ENSMUSG00000078496 (interacts with) ENSMUSG00000032376","0.0328870379284627"
"110595","59.05607031","interacts with","ENSMUSG00000037608 (interacts with) ENSMUSG00000058799","false","interacts with","ENSMUSG00000037608 (interacts with) ENSMUSG00000058799","0.0328951546174477"
"110598","11.33924016","interacts with","ENSMUSG00000078496 (interacts with) ENSMUSG00000032531","false","interacts with","ENSMUSG00000078496 (interacts with) ENSMUSG00000032531","0.0328600576505284"
"110597","45.71641445","interacts with","ENSMUSG00000030619 (interacts with) ENSMUSG00000022800","false","interacts with","ENSMUSG00000030619 (interacts with) ENSMUSG00000022800","0.0328623605087385"
