"SUID","EdgeBetweenness","interaction","name","regulatoryGene","selected","shared interaction","shared name","weight"
"22512","16.09487406","interacts with","Phf19 (interacts with) Cxadr","ENSMUSG00000026873","false","interacts with","Phf19 (interacts with) Cxadr","0.0335971279102314"
"24562","16.69440853","interacts with","Vgll1 (interacts with) Naa25","ENSMUSG00000031131","false","interacts with","Vgll1 (interacts with) Naa25","0.0267997966552099"
"24563","11.57412277","interacts with","Bcl9l (interacts with) Aunip","ENSMUSG00000063382","false","interacts with","Bcl9l (interacts with) Aunip","0.0267970708805747"
"22517","10.67781177","interacts with","Rhox4e (interacts with) Gm4737","ENSMUSG00000071770","false","interacts with","Rhox4e (interacts with) Gm4737","0.0335578203405548"
"26613","16.48131868","interacts with","Erf (interacts with) Wars","ENSMUSG00000040857","false","interacts with","Erf (interacts with) Wars","0.02239926441799"
"26615","20.55554092","interacts with","Dnajc2 (interacts with) Cmtm4","ENSMUSG00000029014","false","interacts with","Dnajc2 (interacts with) Cmtm4","0.0223917495286583"
"22522","37.49298199","interacts with","Jade1 (interacts with) Dnajc11","ENSMUSG00000025764","false","interacts with","Jade1 (interacts with) Dnajc11","0.0335365931100369"
"26619","8.51061696","interacts with","Rnf8 (interacts with) Wnt6","ENSMUSG00000090083","false","interacts with","Rnf8 (interacts with) Wnt6","0.0223823515281601"
"22523","42.5771575","interacts with","Erf (interacts with) Kcnk1","ENSMUSG00000040857","false","interacts with","Erf (interacts with) Kcnk1","0.0335262951371578"
"24573","10.6840983","interacts with","Jade1 (interacts with) Phlda2","ENSMUSG00000025764","false","interacts with","Jade1 (interacts with) Phlda2","0.0267838213238325"
"22529","11.43146772","interacts with","Lin28a (interacts with) Hnrnph1","ENSMUSG00000050966","false","interacts with","Lin28a (interacts with) Hnrnph1","0.0334919119443417"
"24583","12.21364154","interacts with","Rnf8 (interacts with) Galnt1","ENSMUSG00000090083","false","interacts with","Rnf8 (interacts with) Galnt1","0.0267542442536955"
"26634","22.94892158","interacts with","Elmsan1 (interacts with) Mvd","ENSMUSG00000042507","false","interacts with","Elmsan1 (interacts with) Mvd","0.0223521458297314"
"26637","19.21482684","interacts with","Dnajc2 (interacts with) Mvd","ENSMUSG00000029014","false","interacts with","Dnajc2 (interacts with) Mvd","0.0223490100793196"
"22542","19.20073052","interacts with","Dvl3 (interacts with) Eif4g3","ENSMUSG00000003233","false","interacts with","Dvl3 (interacts with) Eif4g3","0.0334579178704075"
