"SUID","__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"22515","3","2.14423077","7.71E-6","0.46636771","0.83333333","4","3","false","Dctd","54.75","4","0","0","0.71394231","false","0","Dctd","4","0.64411765"
"20729","3","1.64423077","0.02357811","0.60818713","0.31782946","47","3","false","Ncl","22.74418605","47","0","4","0.83894231","false","0","Ncl","2276","0.23208353"
"22521","3","2.09615385","1.0306E-4","0.47706422","0.75","8","3","false","Dnajc11","47.625","8","0","0","0.72596154","false","0","Dnajc11","62","0.55377907"
"23803","3","2.25","1.995E-5","0.44444444","0.66666667","3","3","false","Dync2li1","44.66666667","3","0","0","0.6875","false","0","Dync2li1","10","0.59555556"
"20220","3","2.21153846","4.257E-5","0.45217391","0.92857143","8","3","false","Rab4a","43.375","8","0","0","0.69711538","false","0","Rab4a","20","0.58614865"
"20222","3","2.31730769","0.0","0.43153527","1.0","3","3","false","Rtn1","45.66666667","3","0","0","0.67067308","false","0","Rtn1","0","0.67156863"
"21761","3","1.77884615","0.00183756","0.56216216","0.61264822","23","2","false","Stard4","46.65217391","23","0","0","0.80528846","false","0","Stard4","842","0.4485786"
"19974","3","2.30769231","0.0","0.43333333","1.0","5","3","false","Adam17","43.4","5","0","0","0.67307692","false","0","Adam17","0","0.64776119"
"22796","3","1.91346154","4.4422E-4","0.52261307","0.61538462","13","3","false","Wars","46.0","13","0","0","0.77163462","false","0","Wars","198","0.46"
"23565","3","1.91346154","3.3354E-4","0.52261307","0.6969697","12","3","false","Plk4","48.16666667","12","0","0","0.77163462","false","0","Plk4","156","0.47689769"
"21773","3","1.82692308","0.00111108","0.54736842","0.63398693","18","2","false","Ccnd3","46.94444444","18","0","0","0.79326923","false","0","Ccnd3","484","0.45138889"
"23569","3","2.35576923","0.0","0.4244898","1.0","2","4","false","Znhit6","49.5","2","0","0","0.66105769","false","0","Znhit6","0","0.75"
"21779","3","2.01923077","2.5646E-4","0.4952381","0.69090909","11","3","false","Galnt1","48.72727273","11","0","0","0.74519231","false","0","Galnt1","134","0.53546454"
"25876","3","2.34615385","1.16E-5","0.42622951","0.0","2","4","false","Bend4","50.0","2","0","0","0.66346154","false","0","Bend4","6","0.74242424"
"19990","3","1.60576923","0.02346969","0.62275449","0.38160677","46","3","false","Rnf8","25.38636364","46","0","2","0.84855769","false","0","Rnf8","2632","0.25135014"
"20250","3","1.94230769","0.00932702","0.51485149","0.24183007","18","3","false","Mycn","20.55555556","18","0","0","0.76442308","false","0","Mycn","558","0.22342995"
"20773","3","1.79807692","0.00159935","0.55614973","0.6047619","21","2","false","Naa25","46.14285714","21","0","0","0.80048077","false","0","Naa25","732","0.44368132"
"20005","3","1.54807692","0.04251677","0.64596273","0.45050879","55","2","false","Hnrnpc","29.89361702","55","0","8","0.86298077","false","0","Hnrnpc","5492","0.28743863"
"22055","3","2.06730769","2.889E-5","0.48372093","0.85714286","7","3","false","Pfdn6","51.14285714","7","0","0","0.73317308","false","0","Pfdn6","12","0.56825397"
"20265","3","1.5","0.06691949","0.66666667","0.39441931","59","2","false","Msx2","27.82692308","59","0","7","0.875","false","0","Msx2","4710","0.26756657"
"21547","3","1.78846154","0.00168496","0.55913978","0.62337662","22","2","false","Cxadr","46.81818182","22","0","0","0.80288462","false","0","Cxadr","776","0.45017483"
"20525","3","2.21153846","4.257E-5","0.45217391","0.92857143","8","3","false","Ldha","43.375","8","0","0","0.69711538","false","0","Ldha","20","0.58614865"
"23597","3","2.16346154","1.936E-5","0.46222222","0.83333333","4","4","false","Elovl6","50.25","4","0","0","0.70913462","false","0","Elovl6","10","0.59821429"
"21805","3","1.65384615","0.04094949","0.60465116","0.21151717","43","3","false","Chek1","20.88372093","43","0","0","0.83653846","false","0","Chek1","4300","0.21933905"
"21294","3","1.80769231","0.0013226","0.55319149","0.64761905","21","3","false","Midn","46.57142857","21","0","0","0.79807692","false","0","Midn","620","0.45214979"
"21807","3","1.51923077","0.06397589","0.65822785","0.23152338","52","3","false","Vgll1","20.80769231","52","0","0","0.87019231","false","0","Vgll1","5108","0.20769231"
"20015","3","1.58653846","0.04843233","0.63030303","0.2251773","48","3","false","Elmsan1","21.10416667","48","0","0","0.85336538","false","0","Elmsan1","4798","0.21918403"
"26162","3","2.83653846","0.0","0.35254237","0.0","1","4","false","Prrc2c","30.0","1","0","0","0.54086538","false","0","Prrc2c","0","0.0"
"22068","3","2.02884615","2.5187E-4","0.492891","0.62222222","10","3","false","Socs6","48.0","10","0","0","0.74278846","false","0","Socs6","132","0.52747253"
"23605","3","1.98076923","3.179E-4","0.50485437","0.70512821","13","3","false","Vav3","49.15384615","13","0","0","0.75480769","false","0","Vav3","168","0.52853598"
