"SUID","EdgeBetweenness","interaction","name","regulatoryGene","selected","shared interaction","shared name","weight"
"20464","30.02899052","interacts with","Samd4b (interacts with) Tmem131","ENSMUSG00000109336","false","interacts with","Samd4b (interacts with) Tmem131","0.0529874949239963"
"20465","136.01725722","interacts with","Creb3l1 (interacts with) Sec23a","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Sec23a","0.0529755039439418"
"20467","66.97133858","interacts with","Zfp687 (interacts with) Lpgat1","ENSMUSG00000019338","false","interacts with","Zfp687 (interacts with) Lpgat1","0.0529175996537943"
"24565","50.39018062","interacts with","Hmga2 (interacts with) Atp6v1c1","ENSMUSG00000056758","false","interacts with","Hmga2 (interacts with) Atp6v1c1","0.0267944893726427"
"20470","36.38286057","interacts with","Aebp2 (interacts with) Nap1l1","ENSMUSG00000030232","false","interacts with","Aebp2 (interacts with) Nap1l1","0.0528918439045708"
"20474","23.24278468","interacts with","Fbxw11 (interacts with) Zfp207","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Zfp207","0.0528445663696882"
"20479","476.0","interacts with","Rbmx (interacts with) Inpp5f","ENSMUSG00000031134","false","interacts with","Rbmx (interacts with) Inpp5f","0.052784862917788"
"20482","68.1236661","interacts with","Srebf1 (interacts with) Tcf7l1","ENSMUSG00000020538","false","interacts with","Srebf1 (interacts with) Tcf7l1","0.0527682187482545"
"20483","121.1901649","interacts with","Creb3l1 (interacts with) Pttg1ip","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Pttg1ip","0.0527009730969291"
"20484","15.59145462","interacts with","Mtf1 (interacts with) Zfp207","ENSMUSG00000028890","false","interacts with","Mtf1 (interacts with) Zfp207","0.0526875356926332"
"20486","71.97313359","interacts with","Arnt (interacts with) Tlcd1","ENSMUSG00000015522","false","interacts with","Arnt (interacts with) Tlcd1","0.0526401798581613"
"20487","48.49683479","interacts with","Fbxw11 (interacts with) Atp6v1a","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Atp6v1a","0.0526113463114036"
"20488","89.38848943","interacts with","Twist1 (interacts with) Hdac6","ENSMUSG00000035799","false","interacts with","Twist1 (interacts with) Hdac6","0.0525586091994633"
"20489","10.33513924","interacts with","Fbxw11 (interacts with) Aebp2","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Aebp2","0.0525569904608711"
"20495","79.00792631","interacts with","Bex2 (interacts with) Uspl1","ENSMUSG00000042750","false","interacts with","Bex2 (interacts with) Uspl1","0.052382532505409"
"24596","83.35768433","interacts with","Creb3l1 (interacts with) Slc9a3r1","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Slc9a3r1","0.0267226348948993"
"20500","74.58527813","interacts with","Kdm1a (interacts with) Ung","ENSMUSG00000036940","false","interacts with","Kdm1a (interacts with) Ung","0.0522528697184066"
"20502","66.82178913","interacts with","Brd1 (interacts with) Degs1","ENSMUSG00000022387","false","interacts with","Brd1 (interacts with) Degs1","0.0522086887854885"
"20503","21.91161746","interacts with","Bclaf1 (interacts with) Rgl2","ENSMUSG00000037608","false","interacts with","Bclaf1 (interacts with) Rgl2","0.0521637549073808"
"20506","97.5597594","interacts with","Pawr (interacts with) Nsun2","ENSMUSG00000035873","false","interacts with","Pawr (interacts with) Nsun2","0.052129945868976"
"20510","53.42377773","interacts with","Pawr (interacts with) Nap1l1","ENSMUSG00000035873","false","interacts with","Pawr (interacts with) Nap1l1","0.052079942599008"
"20513","104.32198516","interacts with","Kdm1a (interacts with) Atp6v1a","ENSMUSG00000036940","false","interacts with","Kdm1a (interacts with) Atp6v1a","0.0520632654701777"
"20516","121.1901649","interacts with","Creb3l1 (interacts with) Sgta","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Sgta","0.0520195920186828"
"20518","56.87880687","interacts with","Brd1 (interacts with) Wnk1","ENSMUSG00000022387","false","interacts with","Brd1 (interacts with) Wnk1","0.051968173317903"
"24614","42.84372169","interacts with","Zfp131 (interacts with) Myo10","ENSMUSG00000094870","false","interacts with","Zfp131 (interacts with) Myo10","0.026681765299428"
"20519","32.83294333","interacts with","Kmt5b (interacts with) Ubap2l","ENSMUSG00000045098","false","interacts with","Kmt5b (interacts with) Ubap2l","0.0519666251598207"
"20520","43.80418185","interacts with","Zfp687 (interacts with) Rbm38","ENSMUSG00000019338","false","interacts with","Zfp687 (interacts with) Rbm38","0.0519613526216273"
"20521","48.49683479","interacts with","Fbxw11 (interacts with) Ugdh","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Ugdh","0.0519496616094257"
"20524","49.68218173","interacts with","Fbxw11 (interacts with) Tcf7l1","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Tcf7l1","0.0519093272213024"
"20529","46.32413172","interacts with","Tbx4 (interacts with) Degs1","ENSMUSG00000000094","false","interacts with","Tbx4 (interacts with) Degs1","0.0518295409340662"
"20535","62.73768333","interacts with","Hmga2 (interacts with) Gldc","ENSMUSG00000056758","false","interacts with","Hmga2 (interacts with) Gldc","0.0518105156276218"
"20536","454.28891072","interacts with","Creb3l1 (interacts with) Strn3","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Strn3","0.0517851496980727"
"20540","75.25069122","interacts with","Creb3l1 (interacts with) Slk","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Slk","0.0517361756491151"
"24638","66.11641303","interacts with","Tcf7l1 (interacts with) Slk","ENSMUSG00000055799","false","interacts with","Tcf7l1 (interacts with) Slk","0.0266472704387542"
"20542","54.81420794","interacts with","Ajuba (interacts with) Rgl2","ENSMUSG00000022178","false","interacts with","Ajuba (interacts with) Rgl2","0.0516337956903795"
"20544","313.13268993","interacts with","Rbmx (interacts with) Mtrr","ENSMUSG00000031134","false","interacts with","Rbmx (interacts with) Mtrr","0.0516153721245738"
"20545","52.72246931","interacts with","Srebf1 (interacts with) Srrm1","ENSMUSG00000020538","false","interacts with","Srebf1 (interacts with) Srrm1","0.0515375316056027"
"24642","268.42066861","interacts with","Ss18 (interacts with) Rhox4b","ENSMUSG00000037013","false","interacts with","Ss18 (interacts with) Rhox4b","0.0266303847528243"
"20547","44.93210547","interacts with","Zfp131 (interacts with) Degs1","ENSMUSG00000094870","false","interacts with","Zfp131 (interacts with) Degs1","0.0515158568377975"
"20548","33.79981998","interacts with","Tcf7l1 (interacts with) Tead1","ENSMUSG00000055799","false","interacts with","Tcf7l1 (interacts with) Tead1","0.0515135149719817"
"20549","85.23664377","interacts with","Son (interacts with) Surf4","ENSMUSG00000022961","false","interacts with","Son (interacts with) Surf4","0.0515130021184426"
"24645","76.56423063","interacts with","Zfp687 (interacts with) Myo10","ENSMUSG00000019338","false","interacts with","Zfp687 (interacts with) Myo10","0.0266258816877431"
"20551","49.70181347","interacts with","Zfp207 (interacts with) Nsun2","ENSMUSG00000017421","false","interacts with","Zfp207 (interacts with) Nsun2","0.0513662246860083"
"20553","33.84308341","interacts with","Tcf7l1 (interacts with) Ola1","ENSMUSG00000055799","false","interacts with","Tcf7l1 (interacts with) Ola1","0.0513614881506271"
"20556","125.81664293","interacts with","Bex2 (interacts with) Kpna6","ENSMUSG00000042750","false","interacts with","Bex2 (interacts with) Kpna6","0.0513192246754039"
"20558","37.14634523","interacts with","Tead1 (interacts with) Aebp2","ENSMUSG00000055320","false","interacts with","Tead1 (interacts with) Aebp2","0.0513032254965304"
"20559","129.57058457","interacts with","Chd8 (interacts with) Samd4b","ENSMUSG00000053754","false","interacts with","Chd8 (interacts with) Samd4b","0.0512835613775733"
"20560","55.14924087","interacts with","Tcf7l1 (interacts with) Aebp2","ENSMUSG00000055799","false","interacts with","Tcf7l1 (interacts with) Aebp2","0.0512631752899851"
"24658","52.70697387","interacts with","Pawr (interacts with) Srpk1","ENSMUSG00000035873","false","interacts with","Pawr (interacts with) Srpk1","0.0265701928190184"
"20562","78.49203128","interacts with","Creb3l1 (interacts with) Fbrsl1","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Fbrsl1","0.0512350711293578"
"20564","56.87880687","interacts with","Brd1 (interacts with) Vps26a","ENSMUSG00000022387","false","interacts with","Brd1 (interacts with) Vps26a","0.0512250560126381"
"20568","202.7857878","interacts with","Creb3l1 (interacts with) Twist1","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Twist1","0.0511803546390385"
"24668","20.83803397","interacts with","Fbxw11 (interacts with) Map1s","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Map1s","0.0265506174807331"
"20572","253.57095125","interacts with","Rbmx (interacts with) Ankrd17","ENSMUSG00000031134","false","interacts with","Rbmx (interacts with) Ankrd17","0.0510735504054574"
"20573","197.77380507","interacts with","Rbmx (interacts with) Stam2","ENSMUSG00000031134","false","interacts with","Rbmx (interacts with) Stam2","0.0510695057770426"
"24672","71.76678838","interacts with","Creb3l1 (interacts with) H1fx","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) H1fx","0.0265467564909659"
"20576","47.16325156","interacts with","Chd8 (interacts with) Tmem131","ENSMUSG00000053754","false","interacts with","Chd8 (interacts with) Tmem131","0.0509773994894111"
"24674","181.99938064","interacts with","Kmt5b (interacts with) Pawr","ENSMUSG00000045098","false","interacts with","Kmt5b (interacts with) Pawr","0.0265442271277502"
"20578","25.0442592","interacts with","Mbd3 (interacts with) Lamc1","ENSMUSG00000035478","false","interacts with","Mbd3 (interacts with) Lamc1","0.0509651830790963"
"20579","124.35133966","interacts with","Son (interacts with) Cep170b","ENSMUSG00000022961","false","interacts with","Son (interacts with) Cep170b","0.0509514456288181"
"20585","42.58410796","interacts with","Bex2 (interacts with) Vps53","ENSMUSG00000042750","false","interacts with","Bex2 (interacts with) Vps53","0.0508371296418225"
"20587","71.76678838","interacts with","Creb3l1 (interacts with) Cldn6","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Cldn6","0.0508292997697028"
"20588","65.56378497","interacts with","Strn3 (interacts with) Tmem131","ENSMUSG00000020954","false","interacts with","Strn3 (interacts with) Tmem131","0.0508287221775374"
"20589","16.32717304","interacts with","Mbd3 (interacts with) Ect2","ENSMUSG00000035478","false","interacts with","Mbd3 (interacts with) Ect2","0.0508166938487899"
"20590","49.49398173","interacts with","Ssbp3 (interacts with) Tmem131","ENSMUSG00000061887","false","interacts with","Ssbp3 (interacts with) Tmem131","0.0507837273867243"
"20591","228.99319216","interacts with","Son (interacts with) Sgta","ENSMUSG00000022961","false","interacts with","Son (interacts with) Sgta","0.0507553916622634"
"20594","43.00324009","interacts with","Hmga2 (interacts with) Cldn6","ENSMUSG00000056758","false","interacts with","Hmga2 (interacts with) Cldn6","0.0507048509830641"
"20595","57.12072686","interacts with","Hmga2 (interacts with) Apcdd1","ENSMUSG00000056758","false","interacts with","Hmga2 (interacts with) Apcdd1","0.0506893280839014"
"20596","190.13698188","interacts with","Kdm1a (interacts with) Acat2","ENSMUSG00000036940","false","interacts with","Kdm1a (interacts with) Acat2","0.0506658310352489"
"24694","80.53877714","interacts with","Kdm1a (interacts with) Ttk","ENSMUSG00000036940","false","interacts with","Kdm1a (interacts with) Ttk","0.0264995554456271"
"20598","97.5597594","interacts with","Pawr (interacts with) Nabp1","ENSMUSG00000035873","false","interacts with","Pawr (interacts with) Nabp1","0.050615978096667"
"20601","60.94119148","interacts with","Ajuba (interacts with) Stam2","ENSMUSG00000022178","false","interacts with","Ajuba (interacts with) Stam2","0.0505443069886259"
"20603","64.9588876","interacts with","Arnt (interacts with) Fbrsl1","ENSMUSG00000015522","false","interacts with","Arnt (interacts with) Fbrsl1","0.0505340791876745"
"24699","281.60591986","interacts with","Ssbp3 (interacts with) Son","ENSMUSG00000061887","false","interacts with","Ssbp3 (interacts with) Son","0.0264848314029976"
"20604","43.45413761","interacts with","Tbx4 (interacts with) Surf4","ENSMUSG00000000094","false","interacts with","Tbx4 (interacts with) Surf4","0.0504731518608143"
"20605","66.19533182","interacts with","Pcbd1 (interacts with) Spin2c","ENSMUSG00000020098","false","interacts with","Pcbd1 (interacts with) Spin2c","0.0504664557173036"
"20608","35.42006587","interacts with","Nfe2l1 (interacts with) Rnf187","ENSMUSG00000038615","false","interacts with","Nfe2l1 (interacts with) Rnf187","0.0504554854477614"
"24706","38.37678731","interacts with","Nfe2l1 (interacts with) Ythdf1","ENSMUSG00000038615","false","interacts with","Nfe2l1 (interacts with) Ythdf1","0.026470732116565"
"20612","20.83803397","interacts with","Fbxw11 (interacts with) Pitpna","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Pitpna","0.0504486531143145"
"24711","53.39882084","interacts with","Pawr (interacts with) Wdr43","ENSMUSG00000035873","false","interacts with","Pawr (interacts with) Wdr43","0.0264546408111066"
"20615","99.37441534","interacts with","Twist1 (interacts with) Slc16a13","ENSMUSG00000035799","false","interacts with","Twist1 (interacts with) Slc16a13","0.0503745249774354"
"20618","32.83741322","interacts with","Senp1 (interacts with) Elovl1","ENSMUSG00000033075","false","interacts with","Senp1 (interacts with) Elovl1","0.0503541236415008"
"20620","121.1901649","interacts with","Creb3l1 (interacts with) Akap8","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Akap8","0.0503527235905263"
"24716","71.18778673","interacts with","Ss18 (interacts with) Bex3","ENSMUSG00000037013","false","interacts with","Ss18 (interacts with) Bex3","0.0264379274331978"
"20621","173.23418495","interacts with","Rbmx (interacts with) Bex4","ENSMUSG00000031134","false","interacts with","Rbmx (interacts with) Bex4","0.0503512793949063"
"20622","60.44153459","interacts with","Srebf1 (interacts with) Rgl2","ENSMUSG00000020538","false","interacts with","Srebf1 (interacts with) Rgl2","0.0503480877926364"
"24719","53.1368756","interacts with","Tbx4 (interacts with) Spin2c","ENSMUSG00000000094","false","interacts with","Tbx4 (interacts with) Spin2c","0.0264228458393022"
"20625","46.19340772","interacts with","Ssbp3 (interacts with) Ect2","ENSMUSG00000061887","false","interacts with","Ssbp3 (interacts with) Ect2","0.050331112754943"
"20626","74.05090692","interacts with","Hdac6 (interacts with) Dhx32","ENSMUSG00000031161","false","interacts with","Hdac6 (interacts with) Dhx32","0.0502844543584762"
"20627","61.71396105","interacts with","Brd1 (interacts with) Rsrp1","ENSMUSG00000022387","false","interacts with","Brd1 (interacts with) Rsrp1","0.0502710069358164"
"20629","333.8116851","interacts with","Rbmx (interacts with) Prpf8","ENSMUSG00000031134","false","interacts with","Rbmx (interacts with) Prpf8","0.0502654836287305"
"20630","28.12458819","interacts with","Creb3l1 (interacts with) Bex2","ENSMUSG00000027230","false","interacts with","Creb3l1 (interacts with) Bex2","0.0502418317685097"
"24727","25.75552383","interacts with","Kmt5b (interacts with) Bclaf1","ENSMUSG00000045098","false","interacts with","Kmt5b (interacts with) Bclaf1","0.0263958076085401"
"20631","104.32198516","interacts with","Kdm1a (interacts with) Lpgat1","ENSMUSG00000036940","false","interacts with","Kdm1a (interacts with) Lpgat1","0.0502417942703498"
"20632","27.44302982","interacts with","Twist1 (interacts with) Nacc1","ENSMUSG00000035799","false","interacts with","Twist1 (interacts with) Nacc1","0.0502397361042263"
"20633","191.97397913","interacts with","Son (interacts with) Tceal8","ENSMUSG00000022961","false","interacts with","Son (interacts with) Tceal8","0.0502033663702125"
"24733","61.86210088","interacts with","Ccna2 (interacts with) Ctdsp2","ENSMUSG00000027715","false","interacts with","Ccna2 (interacts with) Ctdsp2","0.0263804764616209"
"20640","61.0602949","interacts with","Bclaf1 (interacts with) Nedd4","ENSMUSG00000037608","false","interacts with","Bclaf1 (interacts with) Nedd4","0.0500647049053098"
"20642","31.73861461","interacts with","Samd4b (interacts with) Wdr43","ENSMUSG00000109336","false","interacts with","Samd4b (interacts with) Wdr43","0.0500584824312743"
"24742","16.2830423","interacts with","Ehmt2 (interacts with) Tipin","ENSMUSG00000013787","false","interacts with","Ehmt2 (interacts with) Tipin","0.0263441403119466"
"20647","22.22869762","interacts with","Kmt5b (interacts with) Flnc","ENSMUSG00000045098","false","interacts with","Kmt5b (interacts with) Flnc","0.0500522457960411"
"24744","228.99319216","interacts with","Son (interacts with) Snx27","ENSMUSG00000022961","false","interacts with","Son (interacts with) Snx27","0.0263408493426422"
"20648","57.16021856","interacts with","Zfp687 (interacts with) Tead1","ENSMUSG00000019338","false","interacts with","Zfp687 (interacts with) Tead1","0.0500165063852877"
"20650","93.61488812","interacts with","Pcbd1 (interacts with) Gldc","ENSMUSG00000020098","false","interacts with","Pcbd1 (interacts with) Gldc","0.0499842861131648"
"20651","22.53669607","interacts with","Fbxw11 (interacts with) Rbm38","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Rbm38","0.0499823351129855"
"20654","76.02401134","interacts with","Nsd1 (interacts with) Wnk1","ENSMUSG00000021488","false","interacts with","Nsd1 (interacts with) Wnk1","0.049954335262494"
"20656","22.53669607","interacts with","Fbxw11 (interacts with) Flnc","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Flnc","0.0499403680851125"
"20658","57.90720047","interacts with","Hdac6 (interacts with) Spin2c","ENSMUSG00000031161","false","interacts with","Hdac6 (interacts with) Spin2c","0.0499338089522924"
"20659","61.76204331","interacts with","Arnt (interacts with) Capn6","ENSMUSG00000015522","false","interacts with","Arnt (interacts with) Capn6","0.049890839630184"
"20663","44.73486159","interacts with","Tead1 (interacts with) Wnk1","ENSMUSG00000055320","false","interacts with","Tead1 (interacts with) Wnk1","0.0498367833257712"
"20665","49.70181347","interacts with","Zfp207 (interacts with) Lpgat1","ENSMUSG00000017421","false","interacts with","Zfp207 (interacts with) Lpgat1","0.0497977296901299"
"20667","43.05677945","interacts with","Tcf7l1 (interacts with) Elovl1","ENSMUSG00000055799","false","interacts with","Tcf7l1 (interacts with) Elovl1","0.0497158413703328"
"24763","40.1516358","interacts with","Ss18 (interacts with) Larp4b","ENSMUSG00000037013","false","interacts with","Ss18 (interacts with) Larp4b","0.0262906693725439"
"24766","60.73074186","interacts with","Anp32e (interacts with) Larp4b","ENSMUSG00000015749","false","interacts with","Anp32e (interacts with) Larp4b","0.0262877851240806"
"24768","42.38457117","interacts with","Ehmt2 (interacts with) Atp6v1c1","ENSMUSG00000013787","false","interacts with","Ehmt2 (interacts with) Atp6v1c1","0.0262820783138018"
"20673","31.09825705","interacts with","Tbx4 (interacts with) H1fx","ENSMUSG00000000094","false","interacts with","Tbx4 (interacts with) H1fx","0.0496095063996428"
"20675","109.67450307","interacts with","Tcf7l1 (interacts with) Ssbp3","ENSMUSG00000055799","false","interacts with","Tcf7l1 (interacts with) Ssbp3","0.0494878413807728"
"20676","56.05338973","interacts with","Hdac6 (interacts with) Slc16a13","ENSMUSG00000031161","false","interacts with","Hdac6 (interacts with) Slc16a13","0.0494798813191949"
"24773","71.32375086","interacts with","Fbxw11 (interacts with) Ttk","ENSMUSG00000020271","false","interacts with","Fbxw11 (interacts with) Ttk","0.0262694298985847"
"20677","38.24599284","interacts with","Rhox4b (interacts with) Mbd3","ENSMUSG00000071771","false","interacts with","Rhox4b (interacts with) Mbd3","0.0494505905256792"
