"SUID","__glayCluster","name","selected","shared name"
"632","5","Ak4","false","Ak4"
"633","6","Yars","false","Yars"
"161","3","Slc22a17","false","Slc22a17"
"634","6","Nop56","false","Nop56"
"635","6","Dkc1","false","Dkc1"
"636","6","Rpl5","false","Rpl5"
"162","12","Lasp1","false","Lasp1"
"637","6","Gar1","false","Gar1"
"638","6","Nars","false","Nars"
"639","6","Aimp2","false","Aimp2"
"640","12","Speg","false","Speg"
"641","12","Aif1l","false","Aif1l"
"642","1","Gpam","false","Gpam"
"643","1","Ppap2c","false","Ppap2c"
"339","3","Hck","false","Hck"
"644","1","Dgkh","false","Dgkh"
"163","7","Tfap2a","false","Tfap2a"
"645","1","Lpcat4","false","Lpcat4"
"164","7","Kctd15","false","Kctd15"
"646","1","Sipa1l2","false","Sipa1l2"
"165","6","Kctd12","false","Kctd12"
"647","1","Dgkd","false","Dgkd"
"648","1","Pld4","false","Pld4"
"168","5","Jdp2","false","Jdp2"
"649","1","Tmem68","false","Tmem68"
"650","1","Agpat4","false","Agpat4"
"169","13","Pvrl3","false","Pvrl3"
"340","6","Oas1g","false","Oas1g"
"656","5","Grn","false","Grn"
"657","3","Il1b","false","Il1b"
"341","2","Irg1","false","Irg1"
"658","4","B3glct","false","B3glct"
"659","4","Adamts5","false","Adamts5"
"660","4","Adamts7","false","Adamts7"
"661","4","Adamts9","false","Adamts9"
"662","4","Furin","false","Furin"
"663","4","Adamts1","false","Adamts1"
"342","3","Pdxk","false","Pdxk"
"664","12","Myh3","false","Myh3"
"343","7","Nfkbiz","false","Nfkbiz"
"665","12","Tpm1","false","Tpm1"
"344","3","Lcn2","false","Lcn2"
"666","12","Myh6","false","Myh6"
"667","12","Tnnt1","false","Tnnt1"
"668","12","Tnnc1","false","Tnnc1"
"669","12","Zyx","false","Zyx"
"670","12","Tpm4","false","Tpm4"
"170","6","Pelo","false","Pelo"
"671","12","Actn3","false","Actn3"
"171","12","Sema7a","false","Sema7a"
"672","5","Enpp3","false","Enpp3"
"673","3","Mmp9","false","Mmp9"
"674","5","Acp5","false","Acp5"
"675","6","Cars","false","Cars"
"345","3","Fth1","false","Fth1"
"676","6","Kctd11","false","Kctd11"
"677","6","Acap1","false","Acap1"
"346","3","Gsdmd","false","Gsdmd"
"678","9","Rhov","false","Rhov"
"347","3","Lrg1","false","Lrg1"
"679","9","Rhoq","false","Rhoq"
"680","9","Abr","false","Abr"
"348","3","Hbb-bs","false","Hbb-bs"
"681","2","Ifi204","false","Ifi204"
"682","2","AI607873","false","AI607873"
"683","3","Cd47","false","Cd47"
"684","3","Serpinb6b","false","Serpinb6b"
"685","3","Cd59b","false","Cd59b"
"349","3","Il2rg","false","Il2rg"
"686","3","Fcer1g","false","Fcer1g"
"687","3","Psg20","false","Psg20"
"350","3","Cyth4","false","Cyth4"
"688","3","Ano6","false","Ano6"
"172","1","Itpk1","false","Itpk1"
"689","3","Ptafr","false","Ptafr"
"173","1","Inpp5k","false","Inpp5k"
"690","3","Bcl2a1b","false","Bcl2a1b"
"691","3","Cd177","false","Cd177"
"692","3","Igsf6","false","Igsf6"
"693","3","Rap2b","false","Rap2b"
"694","3","Cd53","false","Cd53"
"174","5","Impa2","false","Impa2"
"695","3","Clec4d","false","Clec4d"
"696","3","Plau","false","Plau"
"697","3","Cybb","false","Cybb"
"175","3","Sash3","false","Sash3"
"698","3","Mcemp1","false","Mcemp1"
"699","3","Psg19","false","Psg19"
"700","3","Itgb2","false","Itgb2"
"701","3","AF251705","false","AF251705"
"702","1","Large","false","Large"
"351","3","Neu1","false","Neu1"
"703","1","B4galt3","false","B4galt3"
"352","5","Napsa","false","Napsa"
"704","1","Ugcg","false","Ugcg"
"353","5","Tmem101","false","Tmem101"
"176","3","Il1rap","false","Il1rap"
"705","1","A4galt","false","A4galt"
"354","5","Uck2","false","Uck2"
"355","5","Ctnnbip1","false","Ctnnbip1"
"356","6","Dtna","false","Dtna"
"357","6","Ctnnal1","false","Ctnnal1"
"177","3","Mmp1a","false","Mmp1a"
"178","3","Mmp1b","false","Mmp1b"
"360","7","Tcf7","false","Tcf7"
"179","3","Il1r2","false","Il1r2"
"361","7","Hic1","false","Hic1"
"362","7","Ctbp2","false","Ctbp2"
"365","9","Il24","false","Il24"
"366","3","Pfpl","false","Pfpl"
"367","3","S100a9","false","S100a9"
"368","9","Ifnk","false","Ifnk"
"369","3","Csf3r","false","Csf3r"
"370","3","Psca","false","Psca"
"371","3","Plet1","false","Plet1"
"372","3","Prss41","false","Prss41"
"373","3","Cpm","false","Cpm"
"374","12","Itgb4","false","Itgb4"
"375","12","Itga7","false","Itga7"
"180","9","Il11ra1","false","Il11ra1"
"376","3","Sdc1","false","Sdc1"
"181","9","Il13ra2","false","Il13ra2"
"377","12","Itgb7","false","Itgb7"
"182","9","Il13ra1","false","Il13ra1"
"378","12","Col6a4","false","Col6a4"
"379","12","Pitpnm1","false","Pitpnm1"
"380","12","Col4a3bp","false","Col4a3bp"
"381","6","Rrp1","false","Rrp1"
"382","6","Irf2bpl","false","Irf2bpl"
"383","6","Wdr75","false","Wdr75"
"384","6","Cmss1","false","Cmss1"
"385","9","Prex2","false","Prex2"
"386","9","Chn1","false","Chn1"
"387","5","Tnfrsf23","false","Tnfrsf23"
"388","5","Fasl","false","Fasl"
